Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,IsAccurate,Unnamed: 0,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
VET,Ferrari,38.0,99.411,2.0,HARD,1.0,4.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.09735130111524
BOT,Mercedes,37.0,99.51,2.0,HARD,1.0,5.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.1203531598513
LEC,Ferrari,16.0,99.492,2.0,MEDIUM,1.0,4.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.116171003717472
LEC,Ferrari,44.0,102.587,3.0,HARD,1.0,5.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.835269516728623
ALB,Red Bull Racing,15.0,103.709,2.0,MEDIUM,1.0,5.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,24.095957249070633
ALB,Red Bull Racing,45.0,99.67800000000001,3.0,HARD,1.0,5.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.159386617100374
VER,Red Bull Racing,6.0,102.31700000000001,2.0,HARD,1.0,20.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.77253717472119
PER,Aston Martin,21.0,100.912,2.0,HARD,1.0,10.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.44609665427509
RIC,Alpine,51.0,100.436,2.0,MEDIUM,1.0,8.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.33550185873606
GAS,AlphaTauri,10.0,101.09800000000001,2.0,HARD,1.0,19.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.489312267657994
GAS,AlphaTauri,50.0,99.718,3.0,MEDIUM,1.0,13.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.16868029739777
HUL,Alpine,19.0,101.28500000000001,2.0,HARD,1.0,13.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.532760223048328
KVY,AlphaTauri,11.0,102.242,2.0,HARD,1.0,18.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.755111524163567
KVY,AlphaTauri,45.0,98.65700000000001,3.0,MEDIUM,1.0,12.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,22.922165427509295
STR,Aston Martin,38.0,100.49600000000001,2.0,HARD,1.0,11.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.349442379182157
SAI,McLaren,16.0,103.87100000000001,2.0,HARD,1.0,13.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,24.133596654275095
SAI,McLaren,36.0,100.003,3.0,MEDIUM,1.0,14.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.234897769516728
GIO,Alfa Romeo,22.0,124.17800000000001,2.0,HARD,1.0,18.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,28.851765799256505
MAG,Haas F1 Team,29.0,102.01700000000001,2.0,HARD,1.0,17.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.70283457249071
RUS,Williams,23.0,104.63600000000001,2.0,HARD,1.0,19.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,24.311338289962826
GRO,Haas F1 Team,38.0,103.477,2.0,HARD,1.0,19.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,24.042053903345725
KUB,Williams,22.0,104.26,2.0,HARD,1.0,19.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,24.223977695167285
KUB,Williams,61.0,101.13000000000001,3.0,MEDIUM,1.0,18.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.49674721189591
RAI,Alfa Romeo,16.0,102.03500000000001,2.0,HARD,1.0,19.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.707016728624538
RAI,Alfa Romeo,53.0,100.733,3.0,MEDIUM,1.0,15.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,23.404507434944236
NOR,McLaren,13.0,,2.0,HARD,1.0,20.0,2019,Mexico,False,18,4.304,2,3.0,3.0,3.0,1,2,5,2,
GAS,AlphaTauri,23.0,91.507,2.0,MEDIUM,1.0,12.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.236249709909494
GAS,AlphaTauri,48.0,91.56800000000001,3.0,SOFT,3.0,8.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.250406126711535
PER,Aston Martin,18.0,91.24000000000001,2.0,MEDIUM,1.0,17.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.174286377349734
PER,Aston Martin,46.0,90.714,3.0,SOFT,4.0,15.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.052216291482942
LEC,Ferrari,30.0,92.33300000000001,2.0,HARD,1.0,6.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.427941517753542
LEC,Ferrari,55.0,101.81700000000001,3.0,SOFT,1.0,5.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,23.62891622186122
STR,Aston Martin,29.0,91.595,2.0,MEDIUM,1.0,16.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.256672081689487
STR,Aston Martin,54.0,112.816,3.0,SOFT,1.0,15.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,26.181480621954048
MAG,Haas F1 Team,28.0,92.26,2.0,MEDIUM,1.0,18.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.411000232072407
MAG,Haas F1 Team,54.0,111.60600000000001,3.0,SOFT,4.0,16.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,25.900673009979116
ALB,Red Bull Racing,25.0,92.16000000000001,2.0,MEDIUM,1.0,6.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.387792991413324
ALB,Red Bull Racing,51.0,90.125,3.0,SOFT,4.0,6.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.915525644000926
KVY,AlphaTauri,24.0,90.31700000000001,2.0,SOFT,1.0,18.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.960083546066375
KVY,AlphaTauri,47.0,89.979,3.0,SOFT,1.0,17.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.881643072638663
HUL,Alpine,28.0,93.04,2.0,HARD,1.0,17.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.592016709213276
HUL,Alpine,45.0,93.73100000000001,3.0,SOFT,1.0,18.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.752378742167558
HUL,Alpine,54.0,101.022,4.0,SOFT,4.0,17.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,23.44441865862149
RIC,Alpine,9.0,99.334,2.0,SOFT,1.0,20.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,23.052680436296125
RIC,Alpine,41.0,97.747,3.0,SOFT,4.0,18.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,22.684381527036436
VER,Red Bull Racing,22.0,90.128,2.0,SOFT,1.0,5.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.9162218612207
VER,Red Bull Racing,45.0,88.667,3.0,MEDIUM,1.0,2.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.577164075191458
VER,Red Bull Racing,55.0,112.268,4.0,SOFT,4.0,2.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,26.05430494314226
NOR,McLaren,28.0,92.028,2.0,HARD,1.0,15.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.357159433743327
NOR,McLaren,54.0,112.92200000000001,3.0,MEDIUM,1.0,14.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,26.206080297052683
HAM,Mercedes,21.0,88.757,2.0,SOFT,3.0,6.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.598050591784638
HAM,Mercedes,44.0,88.98100000000001,3.0,MEDIUM,1.0,3.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.65003481086099
HAM,Mercedes,67.0,111.58300000000001,4.0,SOFT,4.0,4.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,25.895335344627526
VET,Ferrari,26.0,90.348,2.0,MEDIUM,1.0,5.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.96727779067069
VET,Ferrari,50.0,89.867,3.0,SOFT,3.0,3.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.855650963100487
SAI,McLaren,30.0,91.513,2.0,MEDIUM,1.0,15.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.23764214434904
RUS,Williams,24.0,90.902,2.0,MEDIUM,1.0,20.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.095845903922022
RUS,Williams,55.0,91.558,3.0,SOFT,1.0,18.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.248085402645625
RUS,Williams,67.0,110.42800000000001,4.0,SOFT,4.0,14.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,25.627291715015087
RAI,Alfa Romeo,22.0,92.001,2.0,MEDIUM,1.0,14.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.350893478765375
RAI,Alfa Romeo,48.0,92.611,3.0,SOFT,4.0,11.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.492457646785798
BOT,Mercedes,27.0,91.69000000000001,2.0,HARD,1.0,5.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.278718960315622
BOT,Mercedes,42.0,90.45500000000001,3.0,MEDIUM,1.0,6.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,20.992109538175914
GRO,Haas F1 Team,27.0,92.789,2.0,MEDIUM,1.0,16.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.533766535158968
GRO,Haas F1 Team,66.0,114.322,3.0,SOFT,3.0,15.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,26.530981666279878
KUB,Williams,21.0,94.41900000000001,2.0,MEDIUM,1.0,20.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.912044557902068
KUB,Williams,37.0,101.48400000000001,3.0,HARD,1.0,20.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,23.551636110466468
KUB,Williams,54.0,97.759,4.0,SOFT,1.0,19.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,22.687166395915526
KUB,Williams,67.0,105.23400000000001,5.0,SOFT,4.0,16.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,24.421907635182176
GIO,Alfa Romeo,21.0,91.28500000000001,2.0,MEDIUM,1.0,16.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.184729635646324
GIO,Alfa Romeo,47.0,91.998,3.0,SOFT,4.0,13.0,2019,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.350197261545603
HAM,Mercedes,27.0,122.843,2.0,HARD,1.0,1.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.54216174779609
VER,Red Bull Racing,26.0,122.305,2.0,HARD,1.0,3.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.439057110003834
LEC,Ferrari,13.0,123.596,2.0,HARD,1.0,4.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.68646991184362
LEC,Ferrari,39.0,120.80300000000001,3.0,SOFT,1.0,3.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.151207359141434
BOT,Mercedes,30.0,121.245,2.0,HARD,1.0,6.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.235914143349945
VET,Ferrari,13.0,127.307,2.0,HARD,1.0,7.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.3976619394404
VET,Ferrari,39.0,122.236,3.0,MEDIUM,1.0,6.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.425833652740515
ALB,Red Bull Racing,14.0,123.85700000000001,2.0,HARD,1.0,7.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.736489076274438
PER,Aston Martin,38.0,122.70700000000001,2.0,HARD,1.0,12.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.516098121885783
NOR,McLaren,9.0,127.03800000000001,2.0,HARD,1.0,16.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.346109620544272
KVY,AlphaTauri,41.0,123.697,2.0,MEDIUM,1.0,12.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.705825986968186
SAI,McLaren,13.0,125.55000000000001,2.0,HARD,1.0,15.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.06094288999617
SAI,McLaren,42.0,120.593,3.0,MEDIUM,1.0,14.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.110962054426984
RIC,Alpine,12.0,124.26700000000001,2.0,HARD,1.0,15.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.815063242621697
RIC,Alpine,43.0,121.87,3.0,SOFT,4.0,14.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.355691835952474
HUL,Alpine,19.0,124.37,2.0,MEDIUM,1.0,12.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.834802606362594
RAI,Alfa Romeo,23.0,124.37500000000001,2.0,HARD,1.0,14.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.835760827903414
MAG,Haas F1 Team,21.0,123.691,2.0,HARD,2.0,14.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.704676121119203
GRO,Haas F1 Team,19.0,125.98700000000001,2.0,HARD,2.0,19.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.144691452663857
GIO,Alfa Romeo,9.0,125.855,2.0,HARD,1.0,18.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.119394403986202
GIO,Alfa Romeo,27.0,125.58900000000001,3.0,MEDIUM,1.0,17.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.068417018014568
RUS,Williams,33.0,125.668,2.0,MEDIUM,1.0,19.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.083556918359527
GAS,AlphaTauri,2.0,,2.0,HARD,1.0,20.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,
KUB,Williams,25.0,126.468,2.0,MEDIUM,1.0,19.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.236872364890765
STR,Aston Martin,6.0,132.054,2.0,HARD,1.0,19.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,25.307397470295133
STR,Aston Martin,24.0,125.49900000000001,3.0,SOFT,1.0,19.0,2019,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.0511690302798
GAS,AlphaTauri,29.0,105.04,2.0,SOFT,1.0,13.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.13222855170033
PER,Aston Martin,29.0,105.59,2.0,SOFT,1.0,10.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.227170723286726
LEC,Ferrari,21.0,104.21600000000001,2.0,HARD,1.0,4.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,17.98998791645089
STR,Aston Martin,16.0,101.299,2.0,SOFT,19.0,17.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,17.48644916278267
STR,Aston Martin,23.0,105.004,3.0,MEDIUM,1.0,17.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.126014155014673
MAG,Haas F1 Team,21.0,105.22900000000001,2.0,MEDIUM,1.0,16.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.16485413430002
MAG,Haas F1 Team,35.0,105.637,3.0,SOFT,4.0,15.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.235283963404108
ALB,Red Bull Racing,27.0,110.751,2.0,MEDIUM,1.0,12.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.118073537027445
KVY,AlphaTauri,29.0,106.391,2.0,SOFT,1.0,6.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.36544104954255
HUL,Alpine,30.0,120.021,2.0,MEDIUM,1.0,5.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,20.718280683583636
RIC,Alpine,31.0,116.98100000000001,2.0,MEDIUM,1.0,4.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,20.193509407906095
VER,Red Bull Racing,2.0,111.39500000000001,2.0,SOFT,1.0,20.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.229242188848612
VER,Red Bull Racing,28.0,121.95,3.0,MEDIUM,2.0,12.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,21.051268772656655
NOR,McLaren,24.0,105.83200000000001,2.0,HARD,1.0,14.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.26894527878474
HAM,Mercedes,20.0,103.24300000000001,2.0,MEDIUM,1.0,5.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,17.822026583808046
HAM,Mercedes,50.0,104.537,3.0,SOFT,3.0,3.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.045399620231315
VET,Ferrari,7.0,114.86300000000001,2.0,HARD,1.0,20.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.827895736233387
VET,Ferrari,13.0,112.766,3.0,HARD,7.0,20.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.465907129293974
VET,Ferrari,42.0,104.643,4.0,MEDIUM,1.0,15.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.063697566027965
RUS,Williams,24.0,105.50200000000001,2.0,HARD,1.0,16.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.211979975832904
RAI,Alfa Romeo,20.0,114.85000000000001,2.0,MEDIUM,20.0,18.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.825651648541346
RAI,Alfa Romeo,27.0,114.05300000000001,3.0,SOFT,1.0,20.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.688071810806147
BOT,Mercedes,28.0,103.415,2.0,MEDIUM,1.0,4.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,17.851717590195065
GRO,Haas F1 Team,8.0,109.76,2.0,MEDIUM,1.0,20.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.947005006041774
GRO,Haas F1 Team,30.0,117.85600000000001,3.0,SOFT,1.0,18.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,20.344553771793546
KUB,Williams,30.0,128.219,2.0,SOFT,1.0,16.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,22.133436906611426
KUB,Williams,45.0,105.30600000000001,3.0,MEDIUM,1.0,17.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.178146038322115
GIO,Alfa Romeo,22.0,107.197,2.0,MEDIUM,1.0,13.0,2019,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.50457448644916
GAS,AlphaTauri,2.0,,2.0,HARD,1.0,10.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
GAS,AlphaTauri,26.0,115.49900000000001,3.0,HARD,1.0,9.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.34127864005913
PER,Aston Martin,2.0,,2.0,MEDIUM,6.0,3.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
PER,Aston Martin,21.0,115.617,3.0,HARD,1.0,4.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.36308203991131
PER,Aston Martin,37.0,114.98800000000001,4.0,HARD,1.0,5.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.24685883222469
LEC,Ferrari,2.0,,2.0,MEDIUM,3.0,12.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
LEC,Ferrari,24.0,115.22300000000001,3.0,HARD,1.0,14.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.29028085735403
LEC,Ferrari,41.0,115.19200000000001,4.0,HARD,2.0,12.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.284552845528456
STR,Aston Martin,2.0,,2.0,MEDIUM,6.0,11.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
MAG,Haas F1 Team,2.0,,2.0,HARD,1.0,18.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
MAG,Haas F1 Team,4.0,146.852,3.0,HARD,1.0,18.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,27.134515890613454
MAG,Haas F1 Team,28.0,118.45800000000001,4.0,HARD,3.0,18.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.888026607538805
MAG,Haas F1 Team,54.0,149.621,5.0,SOFT,1.0,17.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,27.646156688839618
ALB,Red Bull Racing,2.0,,2.0,MEDIUM,2.0,5.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
ALB,Red Bull Racing,20.0,115.349,3.0,MEDIUM,5.0,7.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.31356245380636
ALB,Red Bull Racing,35.0,114.76700000000001,4.0,HARD,1.0,6.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.206023651145603
KVY,AlphaTauri,2.0,,2.0,SOFT,4.0,14.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
KVY,AlphaTauri,18.0,128.75400000000002,3.0,HARD,1.0,17.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,23.79046563192905
KVY,AlphaTauri,34.0,114.802,4.0,HARD,1.0,17.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.21249076127125
RIC,Alpine,2.0,,2.0,MEDIUM,5.0,6.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
RIC,Alpine,17.0,114.99000000000001,3.0,HARD,1.0,18.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.247228381374725
RIC,Alpine,37.0,115.721,4.0,HARD,1.0,11.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.38229859571323
OCO,Alpine,2.0,,2.0,MEDIUM,5.0,8.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
OCO,Alpine,18.0,117.86800000000001,3.0,MEDIUM,21.0,15.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.779009608277903
OCO,Alpine,35.0,116.164,4.0,HARD,1.0,12.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.464153732446416
VER,Red Bull Racing,2.0,,2.0,MEDIUM,2.0,2.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
VER,Red Bull Racing,21.0,114.17500000000001,3.0,HARD,1.0,2.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.096637102734665
VER,Red Bull Racing,35.0,115.512,4.0,HARD,1.0,3.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.343680709534368
VER,Red Bull Racing,47.0,113.625,5.0,MEDIUM,5.0,2.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,20.995011086474502
NOR,McLaren,2.0,,2.0,MEDIUM,5.0,7.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
NOR,McLaren,19.0,117.46300000000001,3.0,MEDIUM,2.0,11.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.70417590539542
NOR,McLaren,39.0,115.00000000000001,4.0,HARD,1.0,7.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.249076127124912
HAM,Mercedes,2.0,,2.0,MEDIUM,5.0,1.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
HAM,Mercedes,20.0,114.337,3.0,MEDIUM,3.0,3.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.12657058388766
HAM,Mercedes,36.0,115.51100000000001,4.0,HARD,1.0,1.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.343495934959353
VET,Ferrari,2.0,,2.0,HARD,1.0,9.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
VET,Ferrari,21.0,115.90700000000001,3.0,MEDIUM,4.0,17.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.416666666666668
VET,Ferrari,40.0,115.87400000000001,4.0,HARD,1.0,18.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.41056910569106
SAI,McLaren,2.0,,2.0,SOFT,1.0,13.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,
SAI,McLaren,22.0,116.57100000000001,3.0,MEDIUM,1.0,11.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.53935698447894
SAI,McLaren,40.0,116.129,4.0,HARD,1.0,7.0,2020,Bahrain,False,0,5.412,5,4.0,4.0,4.0,3,3,3,3,21.45768662232077
