,Driver,Stint,Compound,GP,Year,StintLength
1089,HAM,2.0,MEDIUM,Imola,2022,43
1090,HAM,2.0,MEDIUM,Imola,2023,23
1091,HAM,2.0,MEDIUM,Japan,2019,20
1092,HAM,2.0,MEDIUM,Japan,2020,26
1093,HAM,2.0,MEDIUM,Japan,2021,13
1094,HAM,2.0,MEDIUM,Miami,2020,26
1095,HAM,2.0,MEDIUM,Miami,2023,19
1096,HAM,2.0,MEDIUM,Monaco,2019,64
1097,HAM,2.0,MEDIUM,Monaco,2020,1
1098,HAM,2.0,MEDIUM,Monza,2019,26
1099,HAM,2.0,MEDIUM,Monza,2020,1
1100,HAM,2.0,MEDIUM,Monza,2023,23
1101,HAM,2.0,MEDIUM,Netherlands,2019,42
1102,HAM,2.0,MEDIUM,Netherlands,2020,27
1103,HAM,2.0,MEDIUM,Netherlands,2021,16
1104,HAM,2.0,MEDIUM,Saudi Arabia,2019,42
1105,HAM,2.0,MEDIUM,Saudi Arabia,2022,9
1106,HAM,2.0,MEDIUM,Saudi Arabia,2023,30
1107,HAM,2.0,MEDIUM,Singapore,2020,24
1108,HAM,2.0,MEDIUM,Singapore,2022,19
1109,HAM,2.0,MEDIUM,Spain,2019,17
1110,HAM,2.0,MEDIUM,Spain,2020,26
1111,HAM,2.0,MEDIUM,Spain,2021,13
1112,HAM,2.0,MEDIUM,Spain,2023,24
1113,HAM,2.0,SOFT,Bahrain,2019,19
1114,HAM,2.0,SOFT,Brazil,2019,21
1115,HAM,2.0,SOFT,Great Britain,2023,14
1116,HAM,2.0,SOFT,Monza,2022,13
1117,HAM,2.0,SOFT,Spain,2022,16
1118,HAM,3.0,HARD,Abu Dhabi,2023,22
1119,HAM,3.0,HARD,Austin,2020,11
1120,HAM,3.0,HARD,Austin,2021,18
1121,HAM,3.0,HARD,Austin,2022,21
1122,HAM,3.0,HARD,Australia,2020,11
1123,HAM,3.0,HARD,Austria,2020,11
1124,HAM,3.0,HARD,Austria,2023,26
1125,HAM,3.0,HARD,Azerbaijan,2020,11
1126,HAM,3.0,HARD,Azerbaijan,2022,17
1127,HAM,3.0,HARD,Bahrain,2021,27
1128,HAM,3.0,HARD,Bahrain,2023,25
1129,HAM,3.0,HARD,Canada,2022,20
1130,HAM,3.0,HARD,China,2022,20
1131,HAM,3.0,HARD,Great Britain,2021,24
1132,HAM,3.0,HARD,Great Britain,2022,4
1133,HAM,3.0,HARD,Japan,2023,18
1134,HAM,3.0,HARD,Monaco,2022,1
1135,HAM,3.0,HARD,Qatar,2020,11
1136,HAM,3.0,MEDIUM,Austin,2023,17
1137,HAM,3.0,MEDIUM,Austria,2022,38
1138,HAM,3.0,MEDIUM,Bahrain,2019,19
1139,HAM,3.0,MEDIUM,Bahrain,2020,15
1140,HAM,3.0,MEDIUM,Bahrain,2022,16
1141,HAM,3.0,MEDIUM,Brazil,2019,15
1142,HAM,3.0,MEDIUM,Brazil,2020,15
1143,HAM,3.0,MEDIUM,Brazil,2021,13
1144,HAM,3.0,MEDIUM,Canada,2020,22
1145,HAM,3.0,MEDIUM,Canada,2021,23
1146,HAM,3.0,MEDIUM,Canada,2023,30
1147,HAM,3.0,MEDIUM,China,2019,19
1148,HAM,3.0,MEDIUM,China,2023,30
1149,HAM,3.0,MEDIUM,Hungary,2019,21
1150,HAM,3.0,MEDIUM,Hungary,2020,28
1151,HAM,3.0,MEDIUM,Hungary,2021,4
1152,HAM,3.0,MEDIUM,Hungary,2023,20
1153,HAM,3.0,MEDIUM,Japan,2020,15
1154,HAM,3.0,MEDIUM,Japan,2021,23
1155,HAM,3.0,MEDIUM,Mexico,2020,22
1156,HAM,3.0,MEDIUM,Mexico,2023,35
1157,HAM,3.0,MEDIUM,Miami,2020,15
1158,HAM,3.0,MEDIUM,Netherlands,2021,29
1159,HAM,3.0,MEDIUM,Netherlands,2022,5
1160,HAM,3.0,MEDIUM,Qatar,2021,11
1161,HAM,3.0,MEDIUM,Qatar,2022,38
1162,HAM,3.0,MEDIUM,Singapore,2020,28
1163,HAM,3.0,MEDIUM,Singapore,2021,4
1164,HAM,3.0,MEDIUM,Singapore,2023,17
1165,HAM,3.0,MEDIUM,Spain,2020,15
1166,HAM,3.0,MEDIUM,Spain,2021,23
1167,HAM,3.0,MEDIUM,Spain,2022,24
1168,HAM,3.0,SOFT,Australia,2021,1
1169,HAM,3.0,SOFT,Austria,2021,1
1170,HAM,3.0,SOFT,Belgium,2023,13
1171,HAM,3.0,SOFT,Brazil,2022,15
1172,HAM,3.0,SOFT,Brazil,2023,13
1173,HAM,3.0,SOFT,Hungary,2022,16
1174,HAM,3.0,SOFT,Imola,2019,3
1175,HAM,3.0,SOFT,Imola,2020,6
1176,HAM,3.0,SOFT,Japan,2019,10
1177,HAM,3.0,SOFT,Monaco,2021,11
1178,HAM,3.0,SOFT,Monza,2019,3
1179,HAM,3.0,SOFT,Netherlands,2020,11
1180,HAM,3.0,SOFT,Netherlands,2023,27
1181,HAM,3.0,SOFT,Spain,2019,14
1182,HAM,3.0,SOFT,Spain,2023,15
1183,HAM,4.0,HARD,Bahrain,2020,18
1184,HAM,4.0,HARD,Brazil,2020,18
1185,HAM,4.0,HARD,Brazil,2021,13
1186,HAM,4.0,HARD,Canada,2020,10
1187,HAM,4.0,HARD,Hungary,2021,26
1188,HAM,4.0,HARD,Mexico,2020,10
1189,HAM,4.0,HARD,Monaco,2020,24
1190,HAM,4.0,HARD,Monza,2020,24
1191,HAM,4.0,HARD,Saudi Arabia,2021,24
1192,HAM,4.0,HARD,Singapore,2021,26
1193,HAM,4.0,MEDIUM,Austria,2023,28
1194,HAM,4.0,MEDIUM,Belgium,2023,1
1195,HAM,4.0,MEDIUM,Brazil,2023,26
1196,HAM,4.0,MEDIUM,Monaco,2022,29
1197,HAM,4.0,MEDIUM,Netherlands,2022,12
1198,HAM,4.0,SOFT,Azerbaijan,2021,1
1199,HAM,4.0,SOFT,Bahrain,2022,7
1200,HAM,4.0,SOFT,Brazil,2019,2
1201,HAM,4.0,SOFT,Great Britain,2022,10
1202,HAM,4.0,SOFT,Hungary,2020,3
1203,HAM,4.0,SOFT,Netherlands,2021,1
1204,HAM,4.0,SOFT,Netherlands,2023,13
1205,HAM,4.0,SOFT,Singapore,2020,3
1206,HAM,4.0,SOFT,Spain,2022,15
1207,HAM,5.0,HARD,Brazil,2021,27
1208,HAM,5.0,MEDIUM,Hungary,2021,22
1209,HAM,5.0,MEDIUM,Imola,2021,27
1210,HAM,5.0,MEDIUM,Miami,2021,27
1211,HAM,5.0,MEDIUM,Singapore,2021,22
1212,HAM,5.0,SOFT,Brazil,2023,24
1213,HAM,6.0,SOFT,Canada,2020,13
1214,HAM,6.0,SOFT,Mexico,2020,13
1215,HUL,1.0,HARD,Austin,2019,25
1216,HUL,1.0,HARD,Austin,2023,18
1217,HUL,1.0,HARD,Azerbaijan,2023,44
1218,HUL,1.0,HARD,Great Britain,2023,6
1219,HUL,1.0,HARD,Miami,2023,31
1220,HUL,1.0,HARD,Saudi Arabia,2022,30
1221,HUL,1.0,MEDIUM,Abu Dhabi,2023,12
1222,HUL,1.0,MEDIUM,Australia,2023,3
1223,HUL,1.0,MEDIUM,Austria,2019,25
1224,HUL,1.0,MEDIUM,Belgium,2023,10
1225,HUL,1.0,MEDIUM,Brazil,2019,25
1226,HUL,1.0,MEDIUM,Canada,2023,8
1227,HUL,1.0,MEDIUM,China,2023,8
1228,HUL,1.0,MEDIUM,Hungary,2019,35
1229,HUL,1.0,MEDIUM,Hungary,2023,15
1230,HUL,1.0,MEDIUM,Imola,2023,12
1231,HUL,1.0,MEDIUM,Mexico,2019,16
1232,HUL,1.0,MEDIUM,Mexico,2023,21
1233,HUL,1.0,MEDIUM,Miami,2019,16
1234,HUL,1.0,MEDIUM,Monaco,2019,7
1235,HUL,1.0,MEDIUM,Monza,2023,12
1236,HUL,1.0,MEDIUM,Qatar,2019,25
1237,HUL,1.0,MEDIUM,Qatar,2023,7
1238,HUL,1.0,MEDIUM,Saudi Arabia,2023,10
1239,HUL,1.0,MEDIUM,Singapore,2023,18
1240,HUL,1.0,MEDIUM,Spain,2019,32
1241,HUL,1.0,SOFT,Abu Dhabi,2019,17
1242,HUL,1.0,SOFT,Australia,2019,11
1243,HUL,1.0,SOFT,Azerbaijan,2019,6
1244,HUL,1.0,SOFT,Bahrain,2019,11
1245,HUL,1.0,SOFT,Bahrain,2022,17
1246,HUL,1.0,SOFT,Bahrain,2023,9
1247,HUL,1.0,SOFT,Belgium,2019,6
1248,HUL,1.0,SOFT,Canada,2019,14
1249,HUL,1.0,SOFT,China,2019,10
1250,HUL,1.0,SOFT,Great Britain,2019,12
1251,HUL,1.0,SOFT,Imola,2019,28
1252,HUL,1.0,SOFT,Japan,2019,18
1253,HUL,1.0,SOFT,Japan,2023,4
1254,HUL,1.0,SOFT,Monza,2019,28
1255,HUL,1.0,SOFT,Netherlands,2019,11
1256,HUL,1.0,SOFT,Netherlands,2020,26
1257,HUL,1.0,SOFT,Netherlands,2023,6
1258,HUL,1.0,SOFT,Saudi Arabia,2019,11
1259,HUL,1.0,SOFT,Spain,2023,6
1260,HUL,2.0,HARD,Abu Dhabi,2023,19
1261,HUL,2.0,HARD,Australia,2019,44
1262,HUL,2.0,HARD,Australia,2023,41
1263,HUL,2.0,HARD,Austria,2019,43
1264,HUL,2.0,HARD,Bahrain,2023,14
1265,HUL,2.0,HARD,Brazil,2019,16
1266,HUL,2.0,HARD,Canada,2019,53
1267,HUL,2.0,HARD,Canada,2023,14
1268,HUL,2.0,HARD,China,2019,3
1269,HUL,2.0,HARD,China,2023,14
1270,HUL,2.0,HARD,Great Britain,2019,34
1271,HUL,2.0,HARD,Hungary,2023,21
1272,HUL,2.0,HARD,Imola,2023,23
1273,HUL,2.0,HARD,Mexico,2019,50
1274,HUL,2.0,HARD,Mexico,2023,8
1275,HUL,2.0,HARD,Miami,2019,50
1276,HUL,2.0,HARD,Monaco,2019,60
1277,HUL,2.0,HARD,Monaco,2023,49
1278,HUL,2.0,HARD,Monza,2023,23
1279,HUL,2.0,HARD,Netherlands,2019,44
1280,HUL,2.0,HARD,Qatar,2019,43
1281,HUL,2.0,HARD,Qatar,2023,12
1282,HUL,2.0,HARD,Saudi Arabia,2019,44
1283,HUL,2.0,HARD,Saudi Arabia,2023,34
1284,HUL,2.0,HARD,Singapore,2019,33
1285,HUL,2.0,HARD,Singapore,2023,37
1286,HUL,2.0,MEDIUM,Abu Dhabi,2019,35
1287,HUL,2.0,MEDIUM,Austin,2019,11
1288,HUL,2.0,MEDIUM,Austin,2023,14
1289,HUL,2.0,MEDIUM,Austria,2023,8
1290,HUL,2.0,MEDIUM,Azerbaijan,2019,25
1291,HUL,2.0,MEDIUM,Belgium,2019,19
1292,HUL,2.0,MEDIUM,Great Britain,2023,23
1293,HUL,2.0,MEDIUM,Imola,2019,22
1294,HUL,2.0,MEDIUM,Japan,2019,32
1295,HUL,2.0,MEDIUM,Japan,2023,10
1296,HUL,2.0,MEDIUM,Miami,2023,23
1297,HUL,2.0,MEDIUM,Monza,2019,22
1298,HUL,2.0,MEDIUM,Netherlands,2020,13
1299,HUL,2.0,MEDIUM,Netherlands,2023,26
1300,HUL,2.0,MEDIUM,Saudi Arabia,2022,10
1301,HUL,2.0,MEDIUM,Spain,2023,16
1302,HUL,2.0,SOFT,Bahrain,2019,19
1303,HUL,2.0,SOFT,Bahrain,2022,17
1304,HUL,2.0,SOFT,Belgium,2023,10
1305,HUL,2.0,SOFT,Hungary,2019,32
1306,HUL,2.0,SOFT,Spain,2019,24
1307,HUL,3.0,HARD,Abu Dhabi,2023,24
1308,HUL,3.0,HARD,Bahrain,2023,12
1309,HUL,3.0,HARD,Canada,2023,38
1310,HUL,3.0,HARD,China,2023,38
1311,HUL,3.0,HARD,Hungary,2023,30
1312,HUL,3.0,HARD,Japan,2023,15
1313,HUL,3.0,HARD,Spain,2023,15
1314,HUL,3.0,MEDIUM,Austin,2023,21
1315,HUL,3.0,MEDIUM,Bahrain,2019,20
1316,HUL,3.0,MEDIUM,Bahrain,2022,5
1317,HUL,3.0,MEDIUM,Imola,2023,10
1318,HUL,3.0,MEDIUM,Mexico,2023,35
1319,HUL,3.0,MEDIUM,Monza,2023,10
1320,HUL,3.0,MEDIUM,Qatar,2023,10
1321,HUL,3.0,MEDIUM,Singapore,2019,15
1322,HUL,3.0,SOFT,Austin,2019,15
1323,HUL,3.0,SOFT,Azerbaijan,2019,12
1324,HUL,3.0,SOFT,Belgium,2019,12
1325,HUL,3.0,SOFT,Belgium,2023,19
1326,HUL,3.0,SOFT,Brazil,2019,7
1327,HUL,3.0,SOFT,Brazil,2023,16
1328,HUL,3.0,SOFT,Great Britain,2023,14
1329,HUL,3.0,SOFT,Netherlands,2020,13
1330,HUL,3.0,SOFT,Netherlands,2023,10
1331,HUL,4.0,HARD,Qatar,2023,16
1332,HUL,4.0,MEDIUM,Japan,2023,14
1333,HUL,4.0,MEDIUM,Spain,2023,21
1334,HUL,4.0,SOFT,Bahrain,2022,9
1335,HUL,4.0,SOFT,Bahrain,2023,15
1336,HUL,4.0,SOFT,Brazil,2019,8
1337,HUL,4.0,SOFT,Brazil,2023,23
1338,HUL,5.0,SOFT,Brazil,2023,23
1339,LEC,1.0,HARD,Canada,2022,34
1340,LEC,1.0,HARD,China,2021,33
1341,LEC,1.0,HARD,China,2022,34
1342,LEC,1.0,HARD,Monaco,2023,42
1343,LEC,1.0,HARD,Spain,2023,14
1344,LEC,1.0,MEDIUM,Abu Dhabi,2019,12
1345,LEC,1.0,MEDIUM,Abu Dhabi,2020,17
1346,LEC,1.0,MEDIUM,Abu Dhabi,2022,21
1347,LEC,1.0,MEDIUM,Abu Dhabi,2023,17
1348,LEC,1.0,MEDIUM,Austin,2019,17
1349,LEC,1.0,MEDIUM,Austin,2021,12
1350,LEC,1.0,MEDIUM,Austin,2022,16
1351,LEC,1.0,MEDIUM,Austin,2023,23
1352,LEC,1.0,MEDIUM,Australia,2022,16
1353,LEC,1.0,MEDIUM,Austria,2022,24
1354,LEC,1.0,MEDIUM,Azerbaijan,2019,31
1355,LEC,1.0,MEDIUM,Azerbaijan,2022,8
1356,LEC,1.0,MEDIUM,Azerbaijan,2023,10
1357,LEC,1.0,MEDIUM,Brazil,2019,27
1358,LEC,1.0,MEDIUM,Brazil,2021,4
1359,LEC,1.0,MEDIUM,Canada,2019,31
1360,LEC,1.0,MEDIUM,Canada,2023,31
1361,LEC,1.0,MEDIUM,China,2019,19
1362,LEC,1.0,MEDIUM,China,2020,23
1363,LEC,1.0,MEDIUM,China,2023,31
1364,LEC,1.0,MEDIUM,Great Britain,2020,6
1365,LEC,1.0,MEDIUM,Great Britain,2023,17
1366,LEC,1.0,MEDIUM,Hungary,2019,26
1367,LEC,1.0,MEDIUM,Hungary,2022,18
1368,LEC,1.0,MEDIUM,Hungary,2023,16
1369,LEC,1.0,MEDIUM,Imola,2023,20
1370,LEC,1.0,MEDIUM,Japan,2023,12
1371,LEC,1.0,MEDIUM,Mexico,2019,12
1372,LEC,1.0,MEDIUM,Mexico,2021,26
1373,LEC,1.0,MEDIUM,Mexico,2023,30
1374,LEC,1.0,MEDIUM,Miami,2019,12
1375,LEC,1.0,MEDIUM,Miami,2022,23
1376,LEC,1.0,MEDIUM,Miami,2023,16
1377,LEC,1.0,MEDIUM,Monaco,2019,7
1378,LEC,1.0,MEDIUM,Monza,2021,24
1379,LEC,1.0,MEDIUM,Monza,2023,20
1380,LEC,1.0,MEDIUM,Qatar,2021,25
1381,LEC,1.0,MEDIUM,Qatar,2022,24
1382,LEC,1.0,MEDIUM,Qatar,2023,6
1383,LEC,1.0,MEDIUM,Saudi Arabia,2020,17
1384,LEC,1.0,MEDIUM,Saudi Arabia,2021,8
1385,LEC,1.0,MEDIUM,Saudi Arabia,2022,15
1386,LEC,1.0,SOFT,Abu Dhabi,2021,14
1387,LEC,1.0,SOFT,Austin,2020,19
1388,LEC,1.0,SOFT,Australia,2019,26
1389,LEC,1.0,SOFT,Australia,2020,19
1390,LEC,1.0,SOFT,Austria,2019,22
1391,LEC,1.0,SOFT,Austria,2020,19
1392,LEC,1.0,SOFT,Azerbaijan,2020,19
1393,LEC,1.0,SOFT,Azerbaijan,2021,9
1394,LEC,1.0,SOFT,Bahrain,2019,12
1395,LEC,1.0,SOFT,Bahrain,2021,7
1396,LEC,1.0,SOFT,Bahrain,2022,14
1397,LEC,1.0,SOFT,Bahrain,2023,13
1398,LEC,1.0,SOFT,Belgium,2019,17
1399,LEC,1.0,SOFT,Belgium,2020,8
1400,LEC,1.0,SOFT,Belgium,2023,13
1401,LEC,1.0,SOFT,Canada,2021,23
1402,LEC,1.0,SOFT,Great Britain,2019,12
1403,LEC,1.0,SOFT,Imola,2019,19
1404,LEC,1.0,SOFT,Imola,2020,11
1405,LEC,1.0,SOFT,Japan,2019,3
1406,LEC,1.0,SOFT,Japan,2020,27
1407,LEC,1.0,SOFT,Japan,2021,23
1408,LEC,1.0,SOFT,Mexico,2022,27
1409,LEC,1.0,SOFT,Miami,2020,27
1410,LEC,1.0,SOFT,Monaco,2020,15
1411,LEC,1.0,SOFT,Monza,2019,19
1412,LEC,1.0,SOFT,Monza,2020,15
1413,LEC,1.0,SOFT,Monza,2022,11
1414,LEC,1.0,SOFT,Netherlands,2019,26
1415,LEC,1.0,SOFT,Netherlands,2020,8
1416,LEC,1.0,SOFT,Netherlands,2021,32
1417,LEC,1.0,SOFT,Netherlands,2022,15
1418,LEC,1.0,SOFT,Qatar,2019,22
1419,LEC,1.0,SOFT,Qatar,2020,19
1420,LEC,1.0,SOFT,Saudi Arabia,2019,26
1421,LEC,1.0,SOFT,Saudi Arabia,2023,15
1422,LEC,1.0,SOFT,Singapore,2019,19
1423,LEC,1.0,SOFT,Singapore,2023,19
1424,LEC,1.0,SOFT,Spain,2019,23
1425,LEC,1.0,SOFT,Spain,2020,27
1426,LEC,1.0,SOFT,Spain,2021,23
1427,LEC,1.0,SOFT,Spain,2022,20
1428,LEC,2.0,HARD,Abu Dhabi,2019,25
1429,LEC,2.0,HARD,Abu Dhabi,2020,31
1430,LEC,2.0,HARD,Abu Dhabi,2021,18
1431,LEC,2.0,HARD,Abu Dhabi,2022,36
1432,LEC,2.0,HARD,Abu Dhabi,2023,17
1433,LEC,2.0,HARD,Austin,2019,21
1434,LEC,2.0,HARD,Austin,2020,20
1435,LEC,2.0,HARD,Austin,2021,18
1436,LEC,2.0,HARD,Austin,2022,10
1437,LEC,2.0,HARD,Austin,2023,32
1438,LEC,2.0,HARD,Australia,2019,29
1439,LEC,2.0,HARD,Australia,2020,20
1440,LEC,2.0,HARD,Australia,2021,34
1441,LEC,2.0,HARD,Australia,2022,30
1442,LEC,2.0,HARD,Austria,2019,48
1443,LEC,2.0,HARD,Austria,2020,20
1444,LEC,2.0,HARD,Austria,2021,34
1445,LEC,2.0,HARD,Azerbaijan,2020,20
1446,LEC,2.0,HARD,Azerbaijan,2021,30
1447,LEC,2.0,HARD,Azerbaijan,2022,9
1448,LEC,2.0,HARD,Azerbaijan,2023,38
1449,LEC,2.0,HARD,Bahrain,2023,19
1450,LEC,2.0,HARD,Belgium,2020,10
1451,LEC,2.0,HARD,Brazil,2019,23
1452,LEC,2.0,HARD,Canada,2019,36
1453,LEC,2.0,HARD,Canada,2023,31
1454,LEC,2.0,HARD,China,2019,18
1455,LEC,2.0,HARD,China,2020,23
1456,LEC,2.0,HARD,China,2023,31
1457,LEC,2.0,HARD,Great Britain,2020,34
1458,LEC,2.0,HARD,Great Britain,2023,13
1459,LEC,2.0,HARD,Hungary,2019,42
1460,LEC,2.0,HARD,Hungary,2023,25
1461,LEC,2.0,HARD,Imola,2019,30
1462,LEC,2.0,HARD,Imola,2020,41
1463,LEC,2.0,HARD,Imola,2023,30
1464,LEC,2.0,HARD,Mexico,2021,40
1465,LEC,2.0,HARD,Miami,2022,26
1466,LEC,2.0,HARD,Miami,2023,39
1467,LEC,2.0,HARD,Monaco,2019,1
1468,LEC,2.0,HARD,Monaco,2020,1
1469,LEC,2.0,HARD,Monza,2019,30
1470,LEC,2.0,HARD,Monza,2020,1
1471,LEC,2.0,HARD,Monza,2021,22
1472,LEC,2.0,HARD,Monza,2023,30
1473,LEC,2.0,HARD,Netherlands,2019,29
1474,LEC,2.0,HARD,Netherlands,2021,36
1475,LEC,2.0,HARD,Qatar,2019,48
1476,LEC,2.0,HARD,Qatar,2020,20
1477,LEC,2.0,HARD,Qatar,2021,27
1478,LEC,2.0,HARD,Saudi Arabia,2019,29
1479,LEC,2.0,HARD,Saudi Arabia,2020,31
1480,LEC,2.0,HARD,Saudi Arabia,2022,27
1481,LEC,2.0,HARD,Saudi Arabia,2023,30
1482,LEC,2.0,HARD,Singapore,2019,29
1483,LEC,2.0,HARD,Singapore,2023,38
1484,LEC,2.0,HARD,Spain,2019,19
1485,LEC,2.0,MEDIUM,Austria,2023,10
1486,LEC,2.0,MEDIUM,Bahrain,2019,21
1487,LEC,2.0,MEDIUM,Bahrain,2020,14
1488,LEC,2.0,MEDIUM,Bahrain,2021,19
1489,LEC,2.0,MEDIUM,Belgium,2019,22
1490,LEC,2.0,MEDIUM,Belgium,2022,20
1491,LEC,2.0,MEDIUM,Belgium,2023,14
1492,LEC,2.0,MEDIUM,Brazil,2020,14
1493,LEC,2.0,MEDIUM,Brazil,2022,12
1494,LEC,2.0,MEDIUM,Canada,2021,28
1495,LEC,2.0,MEDIUM,Canada,2022,23
1496,LEC,2.0,MEDIUM,China,2021,11
1497,LEC,2.0,MEDIUM,China,2022,23
1498,LEC,2.0,MEDIUM,Great Britain,2019,5
1499,LEC,2.0,MEDIUM,Great Britain,2021,25
1500,LEC,2.0,MEDIUM,Great Britain,2022,22
1501,LEC,2.0,MEDIUM,Hungary,2022,17
1502,LEC,2.0,MEDIUM,Imola,2022,26
1503,LEC,2.0,MEDIUM,Japan,2019,20
1504,LEC,2.0,MEDIUM,Japan,2020,6
1505,LEC,2.0,MEDIUM,Japan,2021,28
1506,LEC,2.0,MEDIUM,Japan,2023,16
1507,LEC,2.0,MEDIUM,Mexico,2019,27
1508,LEC,2.0,MEDIUM,Mexico,2022,41
1509,LEC,2.0,MEDIUM,Miami,2019,27
1510,LEC,2.0,MEDIUM,Miami,2020,6
1511,LEC,2.0,MEDIUM,Monaco,2023,7
1512,LEC,2.0,MEDIUM,Monza,2022,20
1513,LEC,2.0,MEDIUM,Netherlands,2020,23
1514,LEC,2.0,MEDIUM,Netherlands,2022,26
1515,LEC,2.0,MEDIUM,Qatar,2023,11
1516,LEC,2.0,MEDIUM,Singapore,2022,19
1517,LEC,2.0,MEDIUM,Spain,2020,6
1518,LEC,2.0,MEDIUM,Spain,2021,28
1519,LEC,2.0,MEDIUM,Spain,2022,4
1520,LEC,2.0,SOFT,Azerbaijan,2019,8
1521,LEC,2.0,SOFT,Bahrain,2022,14
1522,LEC,2.0,SOFT,Hungary,2020,14
1523,LEC,2.0,SOFT,Singapore,2020,14
1524,LEC,2.0,SOFT,Spain,2023,24
1525,LEC,3.0,HARD,Abu Dhabi,2023,22
1526,LEC,3.0,HARD,Austin,2021,23
1527,LEC,3.0,HARD,Austria,2022,28
1528,LEC,3.0,HARD,Bahrain,2020,15
1529,LEC,3.0,HARD,Bahrain,2021,23
1530,LEC,3.0,HARD,Bahrain,2023,5
1531,LEC,3.0,HARD,Brazil,2020,15
1532,LEC,3.0,HARD,Great Britain,2019,29
1533,LEC,3.0,HARD,Great Britain,2021,22
1534,LEC,3.0,HARD,Great Britain,2022,22
1535,LEC,3.0,HARD,Hungary,2020,48
1536,LEC,3.0,HARD,Hungary,2022,13
1537,LEC,3.0,HARD,Hungary,2023,26
1538,LEC,3.0,HARD,Japan,2023,18
1539,LEC,3.0,HARD,Mexico,2019,27
1540,LEC,3.0,HARD,Mexico,2023,35
1541,LEC,3.0,HARD,Miami,2019,27
1542,LEC,3.0,HARD,Netherlands,2022,6
1543,LEC,3.0,HARD,Qatar,2022,28
1544,LEC,3.0,HARD,Qatar,2023,17
1545,LEC,3.0,HARD,Singapore,2020,48
1546,LEC,3.0,HARD,Spain,2023,24
1547,LEC,3.0,MEDIUM,Abu Dhabi,2021,16
1548,LEC,3.0,MEDIUM,Austin,2022,20
1549,LEC,3.0,MEDIUM,Australia,2021,32
1550,LEC,3.0,MEDIUM,Austria,2021,32
1551,LEC,3.0,MEDIUM,Austria,2023,30
1552,LEC,3.0,MEDIUM,Bahrain,2019,10
1553,LEC,3.0,MEDIUM,Bahrain,2022,13
1554,LEC,3.0,MEDIUM,Belgium,2020,19
1555,LEC,3.0,MEDIUM,Belgium,2022,15
1556,LEC,3.0,MEDIUM,Brazil,2021,14
1557,LEC,3.0,MEDIUM,China,2019,13
1558,LEC,3.0,MEDIUM,Great Britain,2023,14
1559,LEC,3.0,MEDIUM,Imola,2021,28
1560,LEC,3.0,MEDIUM,Miami,2021,28
1561,LEC,3.0,MEDIUM,Netherlands,2020,20
1562,LEC,3.0,MEDIUM,Spain,2019,14
1563,LEC,3.0,SOFT,Abu Dhabi,2019,16
1564,LEC,3.0,SOFT,Austin,2019,13
1565,LEC,3.0,SOFT,Azerbaijan,2019,3
1566,LEC,3.0,SOFT,Belgium,2023,15
1567,LEC,3.0,SOFT,Brazil,2019,6
1568,LEC,3.0,SOFT,Brazil,2022,21
1569,LEC,3.0,SOFT,Canada,2020,11
1570,LEC,3.0,SOFT,Canada,2021,7
1571,LEC,3.0,SOFT,Imola,2022,2
1572,LEC,3.0,SOFT,Japan,2019,20
1573,LEC,3.0,SOFT,Japan,2021,7
1574,LEC,3.0,SOFT,Mexico,2020,11
1575,LEC,3.0,SOFT,Monza,2022,13
1576,LEC,3.0,SOFT,Netherlands,2023,22
1577,LEC,3.0,SOFT,Spain,2021,7
1578,LEC,4.0,HARD,Austria,2023,23
1579,LEC,4.0,HARD,Bahrain,2020,12
1580,LEC,4.0,HARD,Brazil,2020,12
1581,LEC,4.0,HARD,Canada,2020,14
1582,LEC,4.0,HARD,Mexico,2020,14
1583,LEC,4.0,HARD,Monaco,2022,30
1584,LEC,4.0,HARD,Saudi Arabia,2021,25
1585,LEC,4.0,MEDIUM,Austin,2020,11
1586,LEC,4.0,MEDIUM,Australia,2020,11
1587,LEC,4.0,MEDIUM,Austria,2020,11
1588,LEC,4.0,MEDIUM,Austria,2022,12
1589,LEC,4.0,MEDIUM,Azerbaijan,2020,11
1590,LEC,4.0,MEDIUM,Brazil,2021,22
1591,LEC,4.0,MEDIUM,Qatar,2020,11
1592,LEC,4.0,MEDIUM,Qatar,2022,12
1593,LEC,4.0,MEDIUM,Qatar,2023,13
1594,LEC,4.0,SOFT,Azerbaijan,2021,1
1595,LEC,4.0,SOFT,Bahrain,2022,7
1596,LEC,4.0,SOFT,Belgium,2022,1
1597,LEC,4.0,SOFT,Brazil,2022,18
1598,LEC,4.0,SOFT,Hungary,2022,13
1599,LEC,4.0,SOFT,Imola,2022,9
1600,LEC,4.0,SOFT,Japan,2019,5
1601,LEC,5.0,HARD,Brazil,2021,18
1602,LEC,5.0,MEDIUM,Canada,2020,4
1603,LEC,5.0,MEDIUM,Mexico,2020,4
1604,LEC,5.0,SOFT,Netherlands,2022,12
1605,LEC,6.0,SOFT,Canada,2020,12
1606,LEC,6.0,SOFT,Mexico,2020,12
1607,MAG,1.0,HARD,Abu Dhabi,2020,26
1608,MAG,1.0,HARD,Abu Dhabi,2022,27
1609,MAG,1.0,HARD,Austin,2022,16
1610,MAG,1.0,HARD,Australia,2022,29
1611,MAG,1.0,HARD,Bahrain,2023,13
1612,MAG,1.0,HARD,Canada,2019,37
1613,MAG,1.0,HARD,Canada,2023,27
