Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,IsAccurate,Unnamed: 0_x,Length_x,Abrasion_x,Traction_x,Braking_x,TrackEvo_x,Grip_x,Lateral_x,Downforce_x,TyreStress_x,LapTimePerKM,Unnamed: 0_y,Length_y,Abrasion_y,Traction_y,Braking_y,TrackEvo_y,Grip_y,Lateral_y,Downforce_y,TyreStress_y,Unnamed: 0,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress
LAT,Williams,8.0,133.925,2.0,MEDIUM,8.0,16.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,31.08029705268044,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
LAT,Williams,9.0,127.01800000000001,3.0,MEDIUM,9.0,17.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,29.477372940357395,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
LAT,Williams,14.0,93.034,4.0,HARD,1.0,19.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.59062427477373,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
LAT,Williams,40.0,94.44000000000001,5.0,HARD,1.0,18.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.916918078440474,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MAZ,Haas F1 Team,8.0,134.06300000000002,2.0,MEDIUM,8.0,14.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,31.112323044789978,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MAZ,Haas F1 Team,9.0,128.696,3.0,MEDIUM,9.0,15.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,29.866790438616846,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MAZ,Haas F1 Team,35.0,95.01100000000001,4.0,HARD,1.0,19.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,22.049431422603853,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MSC,Haas F1 Team,8.0,134.14100000000002,2.0,MEDIUM,8.0,15.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,31.130424692504064,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MSC,Haas F1 Team,9.0,127.86500000000001,3.0,MEDIUM,9.0,16.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,29.673938268739846,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MSC,Haas F1 Team,12.0,129.687,4.0,HARD,1.0,20.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,30.096774193548388,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MSC,Haas F1 Team,30.0,100.95800000000001,5.0,MEDIUM,1.0,20.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,23.429566024599676,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
MSC,Haas F1 Team,62.0,94.86500000000001,6.0,MEDIUM,1.0,18.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,22.01554885124159,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
RIC,McLaren,8.0,133.496,2.0,MEDIUM,8.0,10.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,30.98073799025296,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
RIC,McLaren,9.0,137.097,3.0,MEDIUM,9.0,11.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,31.816430726386635,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
RIC,McLaren,31.0,91.46600000000001,4.0,HARD,1.0,10.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.22673474123927,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
STR,Aston Martin,8.0,132.5,2.0,MEDIUM,10.0,12.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,30.749593873288465,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
STR,Aston Martin,9.0,133.08200000000002,3.0,MEDIUM,11.0,13.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,30.88466001392435,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
STR,Aston Martin,23.0,94.622,4.0,HARD,3.0,19.0,2021,Brazil,False,19,4.309,4,3.0,3.0,4.0,3,3,4,3,21.95915525644001,19,4.309,4,3.0,3.0,4.0,3,3,4,3,19,4.309,4,3.0,3.0,4.0,3,3,4,3
GAS,AlphaTauri,37.0,116.70500000000001,2.0,MEDIUM,4.0,9.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,22.36584898428517,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
GAS,AlphaTauri,55.0,120.394,3.0,SOFT,1.0,7.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,23.07282483710234,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
PER,Red Bull Racing,22.0,108.76400000000001,2.0,HARD,1.0,5.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,20.84400153315447,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
PER,Red Bull Racing,37.0,119.70700000000001,3.0,HARD,1.0,3.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,22.94116519739364,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
PER,Red Bull Racing,54.0,126.894,4.0,SOFT,4.0,3.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.318512840168648,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
ALO,Alpine,37.0,116.24000000000001,2.0,MEDIUM,1.0,7.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,22.276734380988888,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
LEC,Ferrari,16.0,110.85300000000001,2.0,HARD,1.0,16.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.244346492909163,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
LEC,Ferrari,36.0,128.65300000000002,3.0,MEDIUM,6.0,12.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.655615178229212,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
STR,Aston Martin,22.0,110.84500000000001,2.0,HARD,1.0,17.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.242813338443852,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
STR,Aston Martin,53.0,132.35500000000002,3.0,SOFT,1.0,14.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,25.365082407052515,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
TSU,AlphaTauri,24.0,111.159,2.0,HARD,1.0,10.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.302989651207362,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
TSU,AlphaTauri,54.0,114.46000000000001,3.0,SOFT,4.0,7.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.935607512456883,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
RIC,McLaren,19.0,110.01400000000001,2.0,HARD,1.0,17.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.083556918359527,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
RIC,McLaren,53.0,136.464,3.0,SOFT,4.0,13.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,26.15254886929858,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
OCO,Alpine,16.0,109.51400000000001,2.0,HARD,2.0,18.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,20.9877347642775,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
VER,Red Bull Racing,14.0,107.251,2.0,HARD,1.0,4.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,20.554043694902262,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
VER,Red Bull Racing,37.0,128.60500000000002,3.0,HARD,1.0,2.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,24.646416251437337,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
VER,Red Bull Racing,54.0,135.37300000000002,4.0,SOFT,4.0,2.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,25.94346492909161,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
NOR,McLaren,18.0,110.162,2.0,HARD,1.0,13.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.111920275967805,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
NOR,McLaren,49.0,108.028,3.0,MEDIUM,1.0,9.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,20.70295132234573,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
HAM,Mercedes,15.0,108.75500000000001,2.0,HARD,2.0,2.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,20.84227673438099,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
MSC,Haas F1 Team,11.0,110.46100000000001,2.0,HARD,1.0,19.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.169221924108857,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
MSC,Haas F1 Team,53.0,131.60500000000002,3.0,SOFT,4.0,15.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,25.22134917592948,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
VET,Aston Martin,24.0,110.21900000000001,2.0,HARD,1.0,16.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.122844001533156,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
SAI,Ferrari,20.0,110.42800000000001,2.0,HARD,1.0,8.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.162897661939443,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
LAT,Williams,29.0,109.78,2.0,HARD,1.0,17.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.03871215024914,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
RAI,Alfa Romeo,22.0,110.72200000000001,2.0,HARD,1.0,18.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.219241088539672,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
BOT,Mercedes,31.0,110.242,2.0,HARD,2.0,9.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.127251820620927,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
GIO,Alfa Romeo,18.0,111.39500000000001,2.0,HARD,1.0,18.0,2021,Abu Dhabi,False,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21.348217707934076,21,5.218,3,4.0,4.0,4.0,4,3,3,3,21,5.218,3,4.0,4.0,4.0,4,3,3,3
PER,Red Bull Racing,27.0,,2.0,HARD,1.0,4.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
ALO,Alpine,26.0,134.49,2.0,HARD,1.0,11.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.215950284826516,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
LEC,Ferrari,27.0,,2.0,HARD,1.0,2.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
STR,Aston Martin,26.0,134.773,2.0,HARD,3.0,10.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.264802347660968,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
RIC,McLaren,23.0,105.539,2.0,HARD,1.0,7.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.218366994648715,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
OCO,Alpine,27.0,142.102,2.0,HARD,1.0,11.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,24.529949939582256,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
VER,Red Bull Racing,24.0,114.069,2.0,HARD,1.0,9.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.69083376488866,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
NOR,McLaren,25.0,106.15100000000001,2.0,HARD,1.0,7.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.32401173830485,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
MSC,Haas F1 Team,24.0,107.80900000000001,2.0,HARD,1.0,18.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.6102192301053,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
VET,Aston Martin,23.0,109.176,2.0,HARD,3.0,15.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.846193682030037,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
VET,Aston Martin,27.0,135.317,3.0,MEDIUM,1.0,14.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.358708786466426,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
SAI,Ferrari,27.0,,2.0,HARD,1.0,5.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
LAT,Williams,24.0,106.19200000000001,2.0,HARD,1.0,14.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,18.33108924564129,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
RUS,Williams,27.0,135.424,2.0,HARD,1.0,9.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.377179354393235,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
BOT,Mercedes,27.0,,2.0,MEDIUM,1.0,6.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
KUB,Alfa Romeo,27.0,134.609,2.0,MEDIUM,1.0,12.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.236492318315207,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
MAZ,Haas F1 Team,25.0,121.885,2.0,SOFT,4.0,18.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,21.040048334196445,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
MAZ,Haas F1 Team,29.0,,3.0,HARD,1.0,16.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
MAZ,Haas F1 Team,40.0,113.307,4.0,SOFT,1.0,16.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,19.559295701708958,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
GIO,Alfa Romeo,2.0,120.85900000000001,2.0,HARD,1.0,19.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,20.862938028655275,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
GIO,Alfa Romeo,26.0,138.11100000000002,3.0,MEDIUM,1.0,14.0,2021,Monza,False,31,5.793,3,3.0,4.0,3.0,2,2,1,3,23.841015018125326,31,5.793,3,3.0,4.0,3.0,2,2,1,3,31,5.793,3,3.0,4.0,3.0,2,2,1,3
GAS,AlphaTauri,14.0,95.301,2.0,MEDIUM,4.0,18.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.586455065510243,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
GAS,AlphaTauri,36.0,93.491,3.0,MEDIUM,6.0,11.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.252445100572064,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
PER,Red Bull Racing,20.0,93.46600000000001,2.0,HARD,1.0,12.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.24783170326629,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
PER,Red Bull Racing,42.0,91.217,3.0,MEDIUM,4.0,7.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,16.83281048163868,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
ALO,Alpine,24.0,95.01700000000001,2.0,HARD,1.0,7.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.53404687211663,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
LEC,Ferrari,28.0,95.203,2.0,HARD,1.0,13.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.568370548071602,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
STR,Aston Martin,24.0,93.49300000000001,2.0,HARD,1.0,13.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.252814172356526,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
TSU,AlphaTauri,10.0,96.18100000000001,2.0,MEDIUM,1.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.74884665067356,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
TSU,AlphaTauri,35.0,94.63000000000001,3.0,HARD,1.0,16.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.462631481823216,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
RIC,McLaren,27.0,95.215,2.0,HARD,1.0,15.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.570584978778374,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
OCO,Alpine,25.0,93.212,2.0,HARD,1.0,12.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.200959586639602,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
VER,Red Bull Racing,18.0,92.604,2.0,HARD,1.0,2.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.08876176416313,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
VER,Red Bull Racing,42.0,91.322,3.0,MEDIUM,1.0,2.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,16.85218675032294,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
VER,Red Bull Racing,56.0,116.876,4.0,SOFT,4.0,2.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,21.56781694039491,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
NOR,McLaren,26.0,95.241,2.0,HARD,1.0,9.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.57538291197638,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
NOR,McLaren,50.0,92.476,3.0,MEDIUM,1.0,11.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.065141169957556,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
HAM,Mercedes,19.0,94.158,2.0,HARD,1.0,1.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.375530540690164,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
HAM,Mercedes,43.0,92.048,3.0,MEDIUM,1.0,1.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,16.986159808082675,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
MSC,Haas F1 Team,23.0,96.726,2.0,MEDIUM,3.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.849418711939474,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
VET,Aston Martin,27.0,93.90400000000001,2.0,MEDIUM,1.0,16.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.328658424063484,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
SAI,Ferrari,28.0,94.76100000000001,2.0,HARD,1.0,10.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.486805683705484,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
LAT,Williams,19.0,95.182,2.0,HARD,1.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.56449529433475,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
RUS,Williams,18.0,94.94500000000001,2.0,HARD,1.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.520760287875994,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
RUS,Williams,50.0,93.92500000000001,3.0,SOFT,4.0,18.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.332533677800335,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
RAI,Alfa Romeo,11.0,94.528,2.0,MEDIUM,1.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.44380882081565,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
RAI,Alfa Romeo,31.0,95.51,3.0,HARD,1.0,19.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.625023066986532,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
BOT,Mercedes,34.0,95.5,2.0,HARD,1.0,14.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.62317770806422,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
MAZ,Haas F1 Team,32.0,101.988,2.0,SOFT,4.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,18.8204465768592,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
GIO,Alfa Romeo,16.0,94.557,2.0,MEDIUM,1.0,20.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.44916036169035,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
GIO,Alfa Romeo,33.0,94.244,3.0,MEDIUM,1.0,19.0,2021,Qatar,False,20,5.419,3,3.0,3.0,4.0,3,5,4,5,17.391400627422033,20,5.419,3,3.0,3.0,4.0,3,5,4,5,20,5.419,3,3.0,3.0,4.0,3,5,4,5
