,GP,Circuit,PitstopT,Driver,Year
682,2,Austria,21.667,giovinazzi,2020
683,2,Austria,21.459,raikkonen,2020
684,2,Austria,22.280,gasly,2020
685,2,Austria,21.873,sainz,2020
686,3,Hungary,23.568,kvyat,2020
687,3,Hungary,22.266,leclerc,2020
688,3,Hungary,21.906,bottas,2020
689,3,Hungary,22.320,hamilton,2020
690,3,Hungary,23.081,stroll,2020
691,3,Hungary,28.286,vettel,2020
692,3,Hungary,23.263,perez,2020
693,3,Hungary,27.131,sainz,2020
694,3,Hungary,23.046,albon,2020
695,3,Hungary,21.596,latifi,2020
696,3,Hungary,22.740,gasly,2020
697,3,Hungary,22.299,raikkonen,2020
698,3,Hungary,21.529,max_verstappen,2020
699,3,Hungary,21.920,ricciardo,2020
700,3,Hungary,24.281,ocon,2020
701,3,Hungary,23.012,norris,2020
702,3,Hungary,21.184,russell,2020
703,3,Hungary,22.283,giovinazzi,2020
704,3,Hungary,36.335,latifi,2020
705,3,Hungary,22.685,kvyat,2020
706,3,Hungary,21.367,russell,2020
707,3,Hungary,22.564,leclerc,2020
708,3,Hungary,23.082,giovinazzi,2020
709,3,Hungary,21.880,vettel,2020
710,3,Hungary,21.860,ocon,2020
711,3,Hungary,21.644,bottas,2020
712,3,Hungary,28.367,latifi,2020
713,3,Hungary,27.128,raikkonen,2020
714,3,Hungary,22.174,albon,2020
715,3,Hungary,22.591,grosjean,2020
716,3,Hungary,22.534,stroll,2020
717,3,Hungary,23.621,kevin_magnussen,2020
718,3,Hungary,22.051,perez,2020
719,3,Hungary,22.742,norris,2020
720,3,Hungary,21.268,max_verstappen,2020
721,3,Hungary,22.264,hamilton,2020
722,3,Hungary,22.438,sainz,2020
723,3,Hungary,21.831,giovinazzi,2020
724,3,Hungary,21.802,latifi,2020
725,3,Hungary,22.073,ricciardo,2020
726,3,Hungary,21.572,bottas,2020
727,3,Hungary,22.048,russell,2020
728,3,Hungary,22.057,stroll,2020
729,3,Hungary,25.767,latifi,2020
730,4,Great Britain,28.834,albon,2020
731,4,Great Britain,29.559,ricciardo,2020
732,4,Great Britain,30.289,norris,2020
733,4,Great Britain,30.768,ocon,2020
734,4,Great Britain,29.439,vettel,2020
735,4,Great Britain,29.414,gasly,2020
736,4,Great Britain,28.355,giovinazzi,2020
737,4,Great Britain,36.590,raikkonen,2020
738,4,Great Britain,29.302,russell,2020
739,4,Great Britain,31.371,latifi,2020
740,4,Great Britain,28.805,hamilton,2020
741,4,Great Britain,30.571,bottas,2020
742,4,Great Britain,28.208,max_verstappen,2020
743,4,Great Britain,29.520,leclerc,2020
744,4,Great Britain,28.487,sainz,2020
745,4,Great Britain,28.716,stroll,2020
746,4,Great Britain,33.308,albon,2020
747,4,Great Britain,33.816,grosjean,2020
748,4,Great Britain,44.085,raikkonen,2020
749,4,Great Britain,28.273,max_verstappen,2020
750,4,Great Britain,33.602,bottas,2020
751,5,Great Britain,28.417,albon,2020
752,5,Great Britain,28.356,gasly,2020
753,5,Great Britain,27.892,giovinazzi,2020
754,5,Great Britain,28.391,russell,2020
755,5,Great Britain,28.934,kevin_magnussen,2020
756,5,Great Britain,28.696,latifi,2020
757,5,Great Britain,27.949,norris,2020
758,5,Great Britain,28.408,bottas,2020
759,5,Great Britain,28.406,hamilton,2020
760,5,Great Britain,28.587,ricciardo,2020
761,5,Great Britain,28.981,hulkenberg,2020
762,5,Great Britain,29.377,grosjean,2020
763,5,Great Britain,28.235,stroll,2020
764,5,Great Britain,29.419,leclerc,2020
765,5,Great Britain,28.036,kvyat,2020
766,5,Great Britain,29.389,kevin_magnussen,2020
767,5,Great Britain,35.864,sainz,2020
768,5,Great Britain,28.093,ocon,2020
769,5,Great Britain,28.167,vettel,2020
770,5,Great Britain,28.306,gasly,2020
771,5,Great Britain,28.331,russell,2020
772,5,Great Britain,29.115,max_verstappen,2020
773,5,Great Britain,28.167,ricciardo,2020
774,5,Great Britain,29.296,raikkonen,2020
775,5,Great Britain,28.086,latifi,2020
776,5,Great Britain,28.874,norris,2020
777,5,Great Britain,28.386,hulkenberg,2020
778,5,Great Britain,27.858,albon,2020
779,5,Great Britain,27.974,stroll,2020
780,5,Great Britain,28.986,max_verstappen,2020
781,5,Great Britain,28.188,bottas,2020
782,5,Great Britain,28.352,vettel,2020
783,5,Great Britain,27.693,giovinazzi,2020
784,5,Great Britain,28.772,sainz,2020
785,5,Great Britain,28.365,kvyat,2020
786,5,Great Britain,28.057,ricciardo,2020
787,5,Great Britain,29.803,grosjean,2020
788,5,Great Britain,28.692,russell,2020
789,5,Great Britain,29.402,hamilton,2020
790,5,Great Britain,28.736,hulkenberg,2020
791,6,Spain,21.663,albon,2020
792,6,Spain,22.708,russell,2020
793,6,Spain,22.314,raikkonen,2020
794,6,Spain,21.532,max_verstappen,2020
795,6,Spain,22.241,gasly,2020
796,6,Spain,22.099,norris,2020
797,6,Spain,23.036,kvyat,2020
798,6,Spain,22.243,giovinazzi,2020
799,6,Spain,22.078,sainz,2020
800,6,Spain,23.377,hamilton,2020
801,6,Spain,22.310,bottas,2020
802,6,Spain,22.351,stroll,2020
803,6,Spain,24.148,kevin_magnussen,2020
804,6,Spain,22.322,latifi,2020
805,6,Spain,22.641,perez,2020
806,6,Spain,22.274,leclerc,2020
807,6,Spain,21.820,vettel,2020
808,6,Spain,23.212,grosjean,2020
809,6,Spain,22.366,ocon,2020
810,6,Spain,21.837,ricciardo,2020
811,6,Spain,21.889,russell,2020
812,6,Spain,21.804,albon,2020
813,6,Spain,21.601,max_verstappen,2020
814,6,Spain,22.166,sainz,2020
815,6,Spain,22.388,stroll,2020
816,6,Spain,22.394,gasly,2020
817,6,Spain,21.761,norris,2020
818,6,Spain,22.197,raikkonen,2020
819,6,Spain,22.079,kvyat,2020
820,6,Spain,21.794,giovinazzi,2020
821,6,Spain,22.143,bottas,2020
822,6,Spain,21.853,hamilton,2020
823,6,Spain,22.475,latifi,2020
824,6,Spain,24.010,grosjean,2020
825,7,Belgium,30.678,leclerc,2020
826,7,Belgium,22.960,raikkonen,2020
827,7,Belgium,23.636,grosjean,2020
828,7,Belgium,26.156,kevin_magnussen,2020
829,7,Belgium,23.532,latifi,2020
830,7,Belgium,23.298,hamilton,2020
831,7,Belgium,25.548,bottas,2020
832,7,Belgium,23.314,max_verstappen,2020
833,7,Belgium,23.586,ricciardo,2020
834,7,Belgium,24.305,ocon,2020
835,7,Belgium,22.738,albon,2020
836,7,Belgium,23.689,stroll,2020
837,7,Belgium,23.046,norris,2020
838,7,Belgium,23.769,kvyat,2020
839,7,Belgium,22.982,vettel,2020
840,7,Belgium,23.175,perez,2020
841,7,Belgium,25.100,leclerc,2020
842,7,Belgium,22.681,gasly,2020
843,7,Belgium,23.477,latifi,2020
844,8,Monza,40.078,kevin_magnussen,2020
845,8,Monza,26.335,latifi,2020
846,8,Monza,24.344,leclerc,2020
847,8,Monza,24.454,raikkonen,2020
848,8,Monza,24.096,gasly,2020
849,8,Monza,24.671,hamilton,2020
850,8,Monza,23.998,giovinazzi,2020
851,8,Monza,24.398,sainz,2020
852,8,Monza,24.612,norris,2020
853,8,Monza,25.498,ricciardo,2020
854,8,Monza,26.693,perez,2020
855,8,Monza,24.410,bottas,2020
856,8,Monza,26.149,max_verstappen,2020
857,8,Monza,25.290,ocon,2020
858,8,Monza,29.661,albon,2020
859,8,Monza,25.920,kvyat,2020
860,8,Monza,25.249,russell,2020
861,8,Monza,25.936,grosjean,2020
862,8,Monza,25:16.864,hamilton,2020
863,8,Monza,25:17.308,stroll,2020
864,8,Monza,25:19.879,gasly,2020
865,8,Monza,25:20.985,raikkonen,2020
866,8,Monza,25:21.825,giovinazzi,2020
867,8,Monza,25:22.369,sainz,2020
868,8,Monza,25:22.009,norris,2020
869,8,Monza,25:22.264,bottas,2020
870,8,Monza,25:23.130,latifi,2020
871,8,Monza,25:23.637,ricciardo,2020
872,8,Monza,25:22.796,max_verstappen,2020
873,8,Monza,25:23.223,ocon,2020
874,8,Monza,25:24.139,kvyat,2020
875,8,Monza,25:24.989,perez,2020
876,8,Monza,25:27.938,russell,2020
877,8,Monza,25:28.247,albon,2020
878,8,Monza,25:30.188,grosjean,2020
879,8,Monza,31.643,hamilton,2020
880,9,mugello,30.623,raikkonen,2020
881,9,mugello,33.583,vettel,2020
882,9,mugello,17.560,bottas,2020
883,9,mugello,17.536,hamilton,2020
884,9,mugello,17.516,leclerc,2020
885,9,mugello,17.591,albon,2020
886,9,mugello,17.625,stroll,2020
887,9,mugello,17.464,ricciardo,2020
888,9,mugello,17.531,perez,2020
889,9,mugello,17.845,norris,2020
890,9,mugello,17.522,kvyat,2020
891,9,mugello,17.455,ocon,2020
892,9,mugello,18.399,russell,2020
893,9,mugello,17.594,raikkonen,2020
894,9,mugello,17.516,vettel,2020
895,9,mugello,24.781,grosjean,2020
896,9,mugello,23:56.402,bottas,2020
897,9,mugello,23:56.696,hamilton,2020
898,9,mugello,23:56.871,leclerc,2020
899,9,mugello,23:58.719,albon,2020
900,9,mugello,23:59.578,stroll,2020
901,9,mugello,24:01.000,ricciardo,2020
902,9,mugello,24:01.547,perez,2020
903,9,mugello,24:05.614,norris,2020
904,9,mugello,24:05.955,kvyat,2020
905,9,mugello,24:07.186,russell,2020
906,9,mugello,24:10.186,raikkonen,2020
907,9,mugello,24:09.513,vettel,2020
908,9,mugello,24:10.651,grosjean,2020
909,9,mugello,23.469,leclerc,2020
910,9,mugello,22.777,ricciardo,2020
911,9,mugello,33.281,raikkonen,2020
912,9,mugello,23.088,perez,2020
913,9,mugello,22.995,vettel,2020
914,9,mugello,23.720,grosjean,2020
915,9,mugello,24.137,norris,2020
916,9,mugello,23.113,kvyat,2020
917,9,mugello,23.638,russell,2020
918,9,mugello,22.846,stroll,2020
919,9,mugello,23.111,bottas,2020
920,9,mugello,22.445,hamilton,2020
921,9,mugello,22.387,albon,2020
922,9,mugello,23.367,leclerc,2020
923,9,mugello,28.960,raikkonen,2020
924,9,mugello,23.199,bottas,2020
925,9,mugello,24.002,grosjean,2020
926,9,mugello,22.963,ricciardo,2020
927,9,mugello,22.822,albon,2020
928,9,mugello,23.002,perez,2020
929,9,mugello,24.820,norris,2020
930,9,mugello,22.745,kvyat,2020
931,9,mugello,23.367,russell,2020
932,9,mugello,22.489,vettel,2020
933,9,mugello,22.800,hamilton,2020
934,9,mugello,21:40.911,hamilton,2020
935,9,mugello,21:42.010,bottas,2020
936,9,mugello,19:40.725,raikkonen,2020
937,9,mugello,19:41.863,grosjean,2020
938,9,mugello,21:39.801,ricciardo,2020
939,9,mugello,21:42.435,albon,2020
940,9,mugello,21:39.712,perez,2020
941,9,mugello,21:32.871,norris,2020
942,9,mugello,21:30.227,kvyat,2020
943,9,mugello,21:25.145,leclerc,2020
944,9,mugello,21:09.095,russell,2020
945,10,Russia,30.165,russell,2020
946,10,Russia,30.211,albon,2020
947,10,Russia,37.108,norris,2020
948,10,Russia,29.433,russell,2020
949,10,Russia,30.112,ricciardo,2020
950,10,Russia,41.352,hamilton,2020
951,10,Russia,29.767,giovinazzi,2020
952,10,Russia,30.054,grosjean,2020
953,10,Russia,29.862,latifi,2020
954,10,Russia,30.068,ocon,2020
955,10,Russia,29.770,gasly,2020
956,10,Russia,30.188,kevin_magnussen,2020
957,10,Russia,29.602,perez,2020
958,10,Russia,28.748,max_verstappen,2020
959,10,Russia,29.750,bottas,2020
960,10,Russia,30.111,albon,2020
961,10,Russia,30.261,leclerc,2020
962,10,Russia,29.662,kvyat,2020
963,10,Russia,29.395,vettel,2020
964,10,Russia,33.317,raikkonen,2020
965,10,Russia,29.409,gasly,2020
966,10,Russia,29.988,grosjean,2020
967,10,Russia,31.368,norris,2020
968,11,Eifel,23.562,albon,2020
969,11,Eifel,22.560,leclerc,2020
970,11,Eifel,22.865,raikkonen,2020
971,11,Eifel,22.616,vettel,2020
972,11,Eifel,22.496,russell,2020
973,11,Eifel,22.625,bottas,2020
974,11,Eifel,23.016,kevin_magnussen,2020
975,11,Eifel,24.737,latifi,2020
976,11,Eifel,22.482,giovinazzi,2020
977,11,Eifel,23.983,hamilton,2020
978,11,Eifel,22.106,max_verstappen,2020
979,11,Eifel,22.159,ricciardo,2020
980,11,Eifel,30.826,kvyat,2020
981,11,Eifel,22.880,perez,2020
982,11,Eifel,22.641,sainz,2020
983,11,Eifel,23.635,grosjean,2020
984,11,Eifel,21.991,norris,2020
985,11,Eifel,22.700,hulkenberg,2020
986,11,Eifel,22.625,gasly,2020
987,11,Eifel,24.063,latifi,2020
988,11,Eifel,23.114,kevin_magnussen,2020
989,11,Eifel,23.111,leclerc,2020
990,11,Eifel,22.772,giovinazzi,2020
991,11,Eifel,24.366,vettel,2020
992,11,Eifel,22.530,ricciardo,2020
993,11,Eifel,22.503,sainz,2020
994,11,Eifel,23.180,hamilton,2020
995,11,Eifel,22.568,max_verstappen,2020
996,11,Eifel,22.917,gasly,2020
997,11,Eifel,22.686,hulkenberg,2020
998,11,Eifel,33.016,raikkonen,2020
999,11,Eifel,22.527,kvyat,2020
1000,12,Portugal,26.177,perez,2020
1001,12,Portugal,29.061,raikkonen,2020
1002,12,Portugal,26.999,ricciardo,2020
1003,12,Portugal,34.807,norris,2020
1004,12,Portugal,36.314,stroll,2020
1005,12,Portugal,26.287,albon,2020
1006,12,Portugal,26.394,max_verstappen,2020
1007,12,Portugal,26.739,latifi,2020
1008,12,Portugal,27.211,kvyat,2020
1009,12,Portugal,27.299,sainz,2020
1010,12,Portugal,26.985,grosjean,2020
1011,12,Portugal,26.666,vettel,2020
1012,12,Portugal,27.204,gasly,2020
1013,12,Portugal,26.473,giovinazzi,2020
1014,12,Portugal,27.300,kevin_magnussen,2020
1015,12,Portugal,26.940,leclerc,2020
1016,12,Portugal,37.483,stroll,2020
1017,12,Portugal,32.991,russell,2020
1018,12,Portugal,27.162,hamilton,2020
1019,12,Portugal,26.512,bottas,2020
1020,12,Portugal,27.750,norris,2020
1021,12,Portugal,26.635,perez,2020
1022,12,Portugal,25.882,albon,2020
1023,12,Portugal,28.535,ocon,2020
1024,13,Imola,36.189,stroll,2020
1025,13,Imola,30.422,grosjean,2020
1026,13,Imola,29.745,giovinazzi,2020
1027,13,Imola,29.707,russell,2020
1028,13,Imola,30.243,leclerc,2020
1029,13,Imola,29.683,norris,2020
1030,13,Imola,30.559,ocon,2020
1031,13,Imola,30.204,ricciardo,2020
1032,13,Imola,29.770,albon,2020
1033,13,Imola,30.277,kvyat,2020
1034,13,Imola,29.950,sainz,2020
1035,13,Imola,29.427,max_verstappen,2020
1036,13,Imola,29.600,bottas,2020
1037,13,Imola,29.985,perez,2020
1038,13,Imola,30.708,kevin_magnussen,2020
1039,13,Imola,30.382,hamilton,2020
1040,13,Imola,30.566,stroll,2020
1041,13,Imola,29.892,latifi,2020
1042,13,Imola,40.497,vettel,2020
1043,13,Imola,29.863,raikkonen,2020
1044,13,Imola,31.199,grosjean,2020
1045,13,Imola,30.129,bottas,2020
1046,13,Imola,30.555,perez,2020
1047,13,Imola,29.809,kvyat,2020
1048,13,Imola,30.614,sainz,2020
1049,13,Imola,30.925,hamilton,2020
1050,13,Imola,29.934,vettel,2020
1051,13,Imola,36.630,stroll,2020
1052,13,Imola,30.203,norris,2020
1053,14,Turkey,25.719,ocon,2020
1054,14,Turkey,24.275,leclerc,2020
1055,14,Turkey,23.398,bottas,2020
1056,14,Turkey,24.022,vettel,2020
1057,14,Turkey,23.860,hamilton,2020
1058,14,Turkey,30.765,raikkonen,2020
1059,14,Turkey,24.552,kevin_magnussen,2020
1060,14,Turkey,25.432,giovinazzi,2020
1061,14,Turkey,23.417,kvyat,2020
1062,14,Turkey,26.686,grosjean,2020
1063,14,Turkey,23.730,stroll,2020
1064,14,Turkey,24.738,latifi,2020
1065,14,Turkey,22.684,norris,2020
1066,14,Turkey,25.163,perez,2020
1067,14,Turkey,23.470,ricciardo,2020
1068,14,Turkey,23.910,sainz,2020
1069,14,Turkey,23.669,gasly,2020
1070,14,Turkey,23.475,ocon,2020
1071,14,Turkey,24.256,max_verstappen,2020
1072,14,Turkey,22.602,albon,2020
1073,14,Turkey,22.518,max_verstappen,2020
1074,14,Turkey,23.687,leclerc,2020
1075,14,Turkey,31.356,raikkonen,2020
1076,14,Turkey,23.208,ricciardo,2020
1077,14,Turkey,22.692,russell,2020
1078,14,Turkey,25.401,vettel,2020
1079,14,Turkey,23.537,sainz,2020
1080,14,Turkey,23.288,gasly,2020
1081,14,Turkey,22.490,albon,2020
1082,14,Turkey,2:33.964,kevin_magnussen,2020
1083,14,Turkey,23.650,stroll,2020
1084,14,Turkey,23.686,norris,2020
1085,14,Turkey,31.422,grosjean,2020
1086,14,Turkey,36.599,latifi,2020
1087,14,Turkey,22.787,max_verstappen,2020
1088,14,Turkey,22.888,russell,2020
1089,14,Turkey,22.853,bottas,2020
1090,15,Bahrain,19:23.979,hamilton,2020
1091,15,Bahrain,19:24.529,max_verstappen,2020
1092,15,Bahrain,19:23.442,perez,2020
1093,15,Bahrain,19:21.607,albon,2020
1094,15,Bahrain,19:19.722,ricciardo,2020
1095,15,Bahrain,19:19.205,bottas,2020
1096,15,Bahrain,19:20.469,gasly,2020
1097,15,Bahrain,19:20.946,ocon,2020
1098,15,Bahrain,19:13.898,norris,2020
1099,15,Bahrain,19:14.255,leclerc,2020
1100,15,Bahrain,19:14.906,giovinazzi,2020
1101,15,Bahrain,19:14.123,stroll,2020
1102,15,Bahrain,19:17.291,sainz,2020
1103,15,Bahrain,19:16.990,kevin_magnussen,2020
1104,15,Bahrain,19:17.042,vettel,2020
1105,15,Bahrain,19:17.995,latifi,2020
1106,15,Bahrain,19:21.539,raikkonen,2020
1107,15,Bahrain,19:23.297,russell,2020
1108,15,Bahrain,19:23.014,kvyat,2020
1109,15,Bahrain,38.297,kevin_magnussen,2020
1110,15,Bahrain,24.936,bottas,2020
1111,15,Bahrain,24.617,ricciardo,2020
1112,15,Bahrain,24.076,ocon,2020
1113,15,Bahrain,37.317,kvyat,2020
1114,15,Bahrain,32.278,raikkonen,2020
1115,15,Bahrain,24.679,norris,2020
1116,15,Bahrain,24.061,hamilton,2020
1117,15,Bahrain,24.172,albon,2020
1118,15,Bahrain,24.622,max_verstappen,2020
1119,15,Bahrain,24.317,perez,2020
1120,15,Bahrain,24.029,russell,2020
1121,15,Bahrain,24.145,giovinazzi,2020
1122,15,Bahrain,24.774,vettel,2020
1123,15,Bahrain,24.511,sainz,2020
1124,15,Bahrain,24.248,latifi,2020
1125,15,Bahrain,25.199,leclerc,2020
1126,15,Bahrain,24.398,gasly,2020
1127,15,Bahrain,24.734,bottas,2020
1128,15,Bahrain,25.924,kevin_magnussen,2020
1129,15,Bahrain,24.135,kvyat,2020
1130,15,Bahrain,26.950,max_verstappen,2020
1131,15,Bahrain,23.848,albon,2020
1132,15,Bahrain,25.254,ocon,2020
1133,15,Bahrain,24.345,hamilton,2020
1134,15,Bahrain,24.589,perez,2020
1135,15,Bahrain,24.817,ricciardo,2020
1136,15,Bahrain,24.024,latifi,2020
1137,15,Bahrain,24.666,norris,2020
1138,15,Bahrain,24.675,bottas,2020
1139,15,Bahrain,25.502,sainz,2020
1140,15,Bahrain,27.146,russell,2020
1141,15,Bahrain,25.444,vettel,2020
1142,15,Bahrain,24.855,leclerc,2020
1143,15,Bahrain,25.270,raikkonen,2020
1144,15,Bahrain,23.906,max_verstappen,2020
1145,15,Bahrain,24.836,giovinazzi,2020
1146,16,Bahrain,24.214,perez,2020
1147,16,Bahrain,24.885,norris,2020
1148,16,Bahrain,28.518,raikkonen,2020
1149,16,Bahrain,24.810,giovinazzi,2020
1150,16,Bahrain,25.474,kevin_magnussen,2020
1151,16,Bahrain,24.101,kvyat,2020
1152,16,Bahrain,24.297,latifi,2020
1153,16,Bahrain,24.162,sainz,2020
1154,16,Bahrain,25.077,gasly,2020
1155,16,Bahrain,24.474,ricciardo,2020
1156,16,Bahrain,26.216,vettel,2020
1157,16,Bahrain,24.863,aitken,2020
1158,16,Bahrain,27.681,pietro_fittipaldi,2020
1159,16,Bahrain,24.414,ocon,2020
1160,16,Bahrain,24.684,stroll,2020
1161,16,Bahrain,24.708,russell,2020
1162,16,Bahrain,24.507,perez,2020
1163,16,Bahrain,23.874,albon,2020
1164,16,Bahrain,24.552,bottas,2020
1165,16,Bahrain,24.577,gasly,2020
1166,16,Bahrain,24.232,kvyat,2020
1167,16,Bahrain,24.245,norris,2020
1168,16,Bahrain,26.393,pietro_fittipaldi,2020
1169,16,Bahrain,28.080,vettel,2020
1170,16,Bahrain,24.551,giovinazzi,2020
1171,16,Bahrain,25.466,kevin_magnussen,2020
1172,16,Bahrain,25.688,aitken,2020
1173,16,Bahrain,24.401,raikkonen,2020
1174,16,Bahrain,24.853,sainz,2020
1175,16,Bahrain,24.695,ricciardo,2020
1176,16,Bahrain,40.028,aitken,2020
1177,16,Bahrain,28.765,russell,2020
1178,16,Bahrain,52.874,bottas,2020
1179,16,Bahrain,23.645,albon,2020
1180,16,Bahrain,24.724,russell,2020
1181,16,Bahrain,24.686,raikkonen,2020
1182,16,Bahrain,24.809,vettel,2020
1183,16,Bahrain,25.780,pietro_fittipaldi,2020
1184,17,Abu Dhabi,21.289,max_verstappen,2020
1185,17,Abu Dhabi,21.587,bottas,2020
1186,17,Abu Dhabi,22.406,hamilton,2020
1187,17,Abu Dhabi,21.508,albon,2020
1188,17,Abu Dhabi,21.840,norris,2020
1189,17,Abu Dhabi,22.140,sainz,2020
1190,17,Abu Dhabi,22.036,stroll,2020
1191,17,Abu Dhabi,22.000,gasly,2020
1192,17,Abu Dhabi,25.724,kvyat,2020
1193,17,Abu Dhabi,21.615,ocon,2020
1194,17,Abu Dhabi,22.012,raikkonen,2020
1195,17,Abu Dhabi,22.085,russell,2020
1196,17,Abu Dhabi,26.329,pietro_fittipaldi,2020
1197,17,Abu Dhabi,21.357,latifi,2020
1198,17,Abu Dhabi,22.178,leclerc,2020
1199,17,Abu Dhabi,21.480,giovinazzi,2020
1200,17,Abu Dhabi,22.714,kevin_magnussen,2020
1201,17,Abu Dhabi,28.501,pietro_fittipaldi,2020
1202,17,Abu Dhabi,22.040,vettel,2020
1203,17,Abu Dhabi,22.384,latifi,2020
1204,17,Abu Dhabi,22.123,ricciardo,2020
1205,17,Abu Dhabi,23.098,kevin_magnussen,2020
1206,1,Bahrain,23.993,perez,2021
1207,1,Bahrain,38.338,gasly,2021
1208,1,Bahrain,24.373,alonso,2021
1209,1,Bahrain,24.899,norris,2021
1210,1,Bahrain,24.925,leclerc,2021
1211,1,Bahrain,24.884,stroll,2021
1212,1,Bahrain,31.998,giovinazzi,2021
1213,1,Bahrain,24.839,hamilton,2021
1214,1,Bahrain,24.688,ricciardo,2021
1215,1,Bahrain,24.107,raikkonen,2021
1216,1,Bahrain,25.226,ocon,2021
1217,1,Bahrain,24.621,russell,2021
1218,1,Bahrain,26.046,latifi,2021
1219,1,Bahrain,25.798,mick_schumacher,2021
1220,1,Bahrain,24.353,sainz,2021
1221,1,Bahrain,25.046,tsunoda,2021
1222,1,Bahrain,24.262,bottas,2021
1223,1,Bahrain,24.767,max_verstappen,2021
1224,1,Bahrain,24.105,perez,2021
1225,1,Bahrain,24.317,gasly,2021
1226,1,Bahrain,24.626,vettel,2021
1227,1,Bahrain,24.076,hamilton,2021
1228,1,Bahrain,25.525,stroll,2021
1229,1,Bahrain,24.046,raikkonen,2021
1230,1,Bahrain,24.775,alonso,2021
1231,1,Bahrain,32.897,bottas,2021
1232,1,Bahrain,24.223,giovinazzi,2021
1233,1,Bahrain,24.471,ocon,2021
1234,1,Bahrain,24.176,leclerc,2021
1235,1,Bahrain,24.655,ricciardo,2021
1236,1,Bahrain,23.983,latifi,2021
1237,1,Bahrain,25.640,norris,2021
1238,1,Bahrain,24.328,tsunoda,2021
1239,1,Bahrain,25.343,mick_schumacher,2021
1240,1,Bahrain,24.248,russell,2021
1241,1,Bahrain,24.341,sainz,2021
1242,1,Bahrain,24.191,perez,2021
1243,1,Bahrain,23.848,max_verstappen,2021
1244,1,Bahrain,24.983,gasly,2021
1245,2,Imola,30.866,ocon,2021
1246,2,Imola,32.024,vettel,2021
1247,2,Imola,51.007,mick_schumacher,2021
1248,2,Imola,31.168,mazepin,2021
1249,2,Imola,31.068,gasly,2021
1250,2,Imola,31.184,vettel,2021
1251,2,Imola,32.479,mick_schumacher,2021
1252,2,Imola,39.502,vettel,2021
1253,2,Imola,31.500,mazepin,2021
1254,2,Imola,30.696,tsunoda,2021
1255,2,Imola,29.983,russell,2021
1256,2,Imola,30.280,raikkonen,2021
1257,2,Imola,29.809,max_verstappen,2021
1258,2,Imola,32.277,gasly,2021
1259,2,Imola,30.856,sainz,2021
1260,2,Imola,34.340,ricciardo,2021
1261,2,Imola,31.138,stroll,2021
1262,2,Imola,32.112,hamilton,2021
1263,2,Imola,32.299,giovinazzi,2021
1264,2,Imola,30.652,ocon,2021
1265,2,Imola,31.002,leclerc,2021
1266,2,Imola,44.608,perez,2021
1267,2,Imola,30.654,norris,2021
1268,2,Imola,30.167,bottas,2021
1269,2,Imola,30.864,alonso,2021
1270,2,Imola,38.198,hamilton,2021
1271,2,Imola,30.701,ocon,2021
1272,2,Imola,27:01.361,max_verstappen,2021
1273,2,Imola,24:52.090,stroll,2021
1274,2,Imola,24:52.612,raikkonen,2021
1275,2,Imola,24:54.731,hamilton,2021
1276,2,Imola,25:21.462,mick_schumacher,2021
1277,2,Imola,24:51.384,tsunoda,2021
1278,2,Imola,24:56.541,giovinazzi,2021
1279,2,Imola,26:49.484,leclerc,2021
1280,2,Imola,24:48.372,alonso,2021
1281,2,Imola,24:38.974,ocon,2021
1282,2,Imola,24:46.154,mazepin,2021
1283,2,Imola,26:24.953,norris,2021
1284,2,Imola,26:21.158,perez,2021
1285,2,Imola,26:22.211,sainz,2021
1286,2,Imola,24:13.539,gasly,2021
1287,2,Imola,24:12.323,vettel,2021
1288,2,Imola,26:14.827,ricciardo,2021
1289,2,Imola,1:05.390,stroll,2021
1290,2,Imola,1:02.892,raikkonen,2021
1291,2,Imola,1:05.870,hamilton,2021
1292,2,Imola,1:03.280,tsunoda,2021
1293,2,Imola,1:00.172,giovinazzi,2021
1294,2,Imola,57.601,alonso,2021
1295,2,Imola,56.733,ocon,2021
1296,2,Imola,56.083,gasly,2021
1297,2,Imola,52.043,vettel,2021
1298,2,Imola,51.222,mick_schumacher,2021
1299,2,Imola,49.729,mazepin,2021
1300,3,Portugal,21.377,bottas,2021
1301,3,Portugal,22.426,hamilton,2021
1302,3,Portugal,22.718,max_verstappen,2021
1303,3,Portugal,22.029,sainz,2021
1304,3,Portugal,21.890,perez,2021
1305,3,Portugal,21.407,norris,2021
1306,3,Portugal,21.275,ocon,2021
1307,3,Portugal,21.323,leclerc,2021
1308,3,Portugal,21.353,gasly,2021
1309,3,Portugal,21.398,vettel,2021
1310,3,Portugal,23.532,russell,2021
1311,3,Portugal,22.485,giovinazzi,2021
1312,3,Portugal,21.965,ricciardo,2021
1313,3,Portugal,21.452,alonso,2021
1314,3,Portugal,22.266,tsunoda,2021
1315,3,Portugal,22.264,stroll,2021
1316,3,Portugal,21.970,latifi,2021
1317,3,Portugal,22.019,mick_schumacher,2021
1318,3,Portugal,21.372,mazepin,2021
1319,3,Portugal,22.072,bottas,2021
1320,3,Portugal,22.164,hamilton,2021
1321,3,Portugal,22.104,max_verstappen,2021
1322,3,Portugal,22.244,sainz,2021
1323,3,Portugal,22.100,perez,2021
1324,3,Portugal,22.551,norris,2021
1325,3,Portugal,22.240,ocon,2021
1326,3,Portugal,22.587,leclerc,2021
1327,3,Portugal,22.319,gasly,2021
1328,3,Portugal,21.750,vettel,2021
