Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,IsAccurate,Unnamed: 0,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
KUB,Williams,33.0,103.58600000000001,2.0,HARD,11.0,19.0,2019,Japan,False,3,5.807,4,3.0,2.0,3.0,3,5,4,5,17.83812639917341
GIO,Alfa Romeo,18.0,100.74000000000001,1.0,MEDIUM,18.0,13.0,2019,Japan,False,3,5.807,4,3.0,2.0,3.0,3,5,4,5,17.348028241777165
GIO,Alfa Romeo,49.0,99.41900000000001,2.0,HARD,31.0,16.0,2019,Japan,False,3,5.807,4,3.0,2.0,3.0,3,5,4,5,17.12054417082831
HAM,Mercedes,11.0,109.83800000000001,1.0,SOFT,16.0,1.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,32.91519328738388
VET,Ferrari,11.0,114.37400000000001,1.0,SOFT,14.0,4.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,34.27449805214265
BOT,Mercedes,11.0,117.137,1.0,SOFT,16.0,3.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,35.10248726400959
BOT,Mercedes,12.0,126.558,2.0,MEDIUM,1.0,4.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,37.925681750074915
VER,Red Bull Racing,11.0,115.10100000000001,1.0,SOFT,14.0,2.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,34.49235840575367
GAS,Red Bull Racing,27.0,94.305,1.0,SOFT,31.0,9.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.26041354510039
GAS,Red Bull Racing,62.0,93.363,2.0,MEDIUM,35.0,5.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,27.978124063530114
SAI,McLaren,30.0,94.373,1.0,SOFT,35.0,8.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.280791129757265
KVY,AlphaTauri,32.0,93.11500000000001,1.0,SOFT,37.0,7.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,27.903805813605036
ALB,AlphaTauri,40.0,96.34100000000001,1.0,SOFT,45.0,9.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.87054240335631
RIC,Alpine,11.0,125.59500000000001,1.0,SOFT,16.0,12.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,37.63709919089002
GRO,Haas F1 Team,50.0,95.08000000000001,1.0,SOFT,50.0,9.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.492658076116275
NOR,McLaren,47.0,96.14500000000001,1.0,MEDIUM,47.0,10.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.811807012286486
PER,Aston Martin,11.0,123.212,1.0,MEDIUM,11.0,17.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,36.922984716811506
HUL,Alpine,9.0,107.635,1.0,MEDIUM,9.0,19.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,32.255019478573566
MAG,Haas F1 Team,11.0,125.58000000000001,1.0,SOFT,16.0,14.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,37.632604135451004
RUS,Williams,10.0,110.28500000000001,1.0,MEDIUM,10.0,19.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,33.04914593946659
STR,Aston Martin,39.0,96.39800000000001,1.0,MEDIUM,39.0,18.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,28.887623614024573
RAI,Alfa Romeo,46.0,100.956,1.0,SOFT,46.0,17.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,30.253521126760564
KUB,Williams,21.0,97.659,1.0,MEDIUM,21.0,19.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,29.26550794126461
GIO,Alfa Romeo,44.0,108.861,1.0,SOFT,44.0,19.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,32.62241534312256
LEC,Ferrari,9.0,117.179,1.0,MEDIUM,9.0,20.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,35.11507341923883
LEC,Ferrari,16.0,103.12400000000001,2.0,HARD,7.0,20.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,30.903206472879834
LEC,Ferrari,17.0,,3.0,SOFT,1.0,20.0,2019,Monaco,False,7,3.337,1,5.0,2.0,5.0,1,1,5,1,
GAS,Red Bull Racing,22.0,87.921,1.0,SOFT,25.0,4.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,18.87932145157827
GAS,Red Bull Racing,46.0,121.274,2.0,MEDIUM,24.0,6.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,26.041228258535536
PER,Aston Martin,24.0,89.2,1.0,SOFT,24.0,12.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,19.15396177796865
PER,Aston Martin,45.0,103.42200000000001,2.0,MEDIUM,21.0,13.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,22.207859136783338
LEC,Ferrari,25.0,86.802,1.0,SOFT,28.0,3.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,18.63903800730084
LEC,Ferrari,46.0,112.27600000000001,2.0,HARD,21.0,3.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,24.109083100708613
STR,Aston Martin,22.0,87.99900000000001,1.0,MEDIUM,22.0,15.0,2019,Spain,False,8,4.657,4,3.0,3.0,3.0,3,5,4,5,18.896070431608333
