,Year,GP,Driver,Strategy,PitStops,Stint,Compound,StintLength,StintNumber
3135,2022,Singapore,VET,INTERMEDIATE-MEDIUM,1,1.0,INTERMEDIATE,34.0,1.0
3136,2022,Singapore,VET,INTERMEDIATE-MEDIUM,1,2.0,MEDIUM,25.0,2.0
3137,2022,Singapore,HAM,INTERMEDIATE-MEDIUM,1,1.0,INTERMEDIATE,34.0,1.0
3138,2022,Singapore,HAM,INTERMEDIATE-MEDIUM,1,2.0,MEDIUM,25.0,2.0
3139,2022,Singapore,GAS,INTERMEDIATE-MEDIUM,1,1.0,INTERMEDIATE,33.0,1.0
3140,2022,Singapore,GAS,INTERMEDIATE-MEDIUM,1,2.0,MEDIUM,26.0,2.0
3141,2022,Singapore,BOT,INTERMEDIATE-SOFT,1,1.0,INTERMEDIATE,33.0,1.0
3142,2022,Singapore,BOT,INTERMEDIATE-SOFT,1,2.0,SOFT,26.0,2.0
3143,2022,Singapore,MAG,INTERMEDIATE-INTERMEDIATE-MEDIUM,2,1.0,INTERMEDIATE,7.0,1.0
3144,2022,Singapore,MAG,INTERMEDIATE-INTERMEDIATE-MEDIUM,2,2.0,INTERMEDIATE,26.0,2.0
3145,2022,Singapore,MAG,INTERMEDIATE-INTERMEDIATE-MEDIUM,2,3.0,MEDIUM,26.0,3.0
3146,2022,Singapore,MSC,INTERMEDIATE-MEDIUM-SOFT,2,1.0,INTERMEDIATE,34.0,1.0
3147,2022,Singapore,MSC,INTERMEDIATE-MEDIUM-SOFT,2,2.0,MEDIUM,7.0,2.0
3148,2022,Singapore,MSC,INTERMEDIATE-MEDIUM-SOFT,2,3.0,SOFT,17.0,3.0
3149,2022,Singapore,RUS,INTERMEDIATE-MEDIUM-MEDIUM-SOFT-SOFT,4,1.0,INTERMEDIATE,21.0,1.0
3150,2022,Singapore,RUS,INTERMEDIATE-MEDIUM-MEDIUM-SOFT-SOFT,4,2.0,MEDIUM,14.0,2.0
3151,2022,Singapore,RUS,INTERMEDIATE-MEDIUM-MEDIUM-SOFT-SOFT,4,3.0,MEDIUM,6.0,3.0
3152,2022,Singapore,RUS,INTERMEDIATE-MEDIUM-MEDIUM-SOFT-SOFT,4,4.0,SOFT,10.0,4.0
3153,2022,Singapore,RUS,INTERMEDIATE-MEDIUM-MEDIUM-SOFT-SOFT,4,5.0,SOFT,6.0,5.0
3154,2022,Singapore,TSU,INTERMEDIATE-MEDIUM,1,1.0,INTERMEDIATE,33.0,1.0
3155,2022,Singapore,TSU,INTERMEDIATE-MEDIUM,1,2.0,MEDIUM,2.0,2.0
3156,2022,Singapore,OCO,INTERMEDIATE,0,1.0,INTERMEDIATE,27.0,1.0
3157,2022,Singapore,ALB,INTERMEDIATE,0,1.0,INTERMEDIATE,25.0,1.0
3158,2022,Singapore,ALO,INTERMEDIATE,0,1.0,INTERMEDIATE,21.0,1.0
3159,2022,Singapore,LAT,INTERMEDIATE,0,1.0,INTERMEDIATE,7.0,1.0
3160,2022,Singapore,ZHO,INTERMEDIATE,0,1.0,INTERMEDIATE,7.0,1.0
3161,2022,Austin,VER,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,13.0,1.0
3162,2022,Austin,VER,MEDIUM-HARD-MEDIUM,2,2.0,HARD,22.0,2.0
3163,2022,Austin,VER,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,21.0,3.0
3164,2022,Austin,HAM,MEDIUM-HARD-HARD,2,1.0,MEDIUM,12.0,1.0
3165,2022,Austin,HAM,MEDIUM-HARD-HARD,2,2.0,HARD,22.0,2.0
3166,2022,Austin,HAM,MEDIUM-HARD-HARD,2,3.0,HARD,22.0,3.0
3167,2022,Austin,LEC,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,18.0,1.0
3168,2022,Austin,LEC,MEDIUM-HARD-MEDIUM,2,2.0,HARD,17.0,2.0
3169,2022,Austin,LEC,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,21.0,3.0
3170,2022,Austin,PER,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,14.0,1.0
3171,2022,Austin,PER,MEDIUM-HARD-MEDIUM,2,2.0,HARD,24.0,2.0
3172,2022,Austin,PER,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,18.0,3.0
3173,2022,Austin,RUS,MEDIUM-HARD-HARD-SOFT,3,1.0,MEDIUM,13.0,1.0
3174,2022,Austin,RUS,MEDIUM-HARD-HARD-SOFT,3,2.0,HARD,23.0,2.0
3175,2022,Austin,RUS,MEDIUM-HARD-HARD-SOFT,3,3.0,HARD,18.0,3.0
3176,2022,Austin,RUS,MEDIUM-HARD-HARD-SOFT,3,4.0,SOFT,2.0,4.0
3177,2022,Austin,NOR,MEDIUM-HARD-HARD,2,1.0,MEDIUM,14.0,1.0
3178,2022,Austin,NOR,MEDIUM-HARD-HARD,2,2.0,HARD,20.0,2.0
3179,2022,Austin,NOR,MEDIUM-HARD-HARD,2,3.0,HARD,22.0,3.0
3180,2022,Austin,ALO,HARD-MEDIUM-HARD,2,1.0,HARD,18.0,1.0
3181,2022,Austin,ALO,HARD-MEDIUM-HARD,2,2.0,MEDIUM,4.0,2.0
3182,2022,Austin,ALO,HARD-MEDIUM-HARD,2,3.0,HARD,34.0,3.0
3183,2022,Austin,VET,MEDIUM-MEDIUM-HARD,2,1.0,MEDIUM,18.0,1.0
3184,2022,Austin,VET,MEDIUM-MEDIUM-HARD,2,2.0,MEDIUM,23.0,2.0
3185,2022,Austin,VET,MEDIUM-MEDIUM-HARD,2,3.0,HARD,15.0,3.0
3186,2022,Austin,MAG,HARD-MEDIUM,1,1.0,HARD,18.0,1.0
3187,2022,Austin,MAG,HARD-MEDIUM,1,2.0,MEDIUM,38.0,2.0
3188,2022,Austin,TSU,MEDIUM-MEDIUM-HARD,2,1.0,MEDIUM,10.0,1.0
3189,2022,Austin,TSU,MEDIUM-MEDIUM-HARD,2,2.0,MEDIUM,23.0,2.0
3190,2022,Austin,TSU,MEDIUM-MEDIUM-HARD,2,3.0,HARD,23.0,3.0
3191,2022,Austin,OCO,HARD-HARD-MEDIUM,2,1.0,HARD,18.0,1.0
3192,2022,Austin,OCO,HARD-HARD-MEDIUM,2,2.0,HARD,27.0,2.0
3193,2022,Austin,OCO,HARD-HARD-MEDIUM,2,3.0,MEDIUM,11.0,3.0
3194,2022,Austin,ZHO,MEDIUM-HARD-HARD,2,1.0,MEDIUM,9.0,1.0
3195,2022,Austin,ZHO,MEDIUM-HARD-HARD,2,2.0,HARD,14.0,2.0
3196,2022,Austin,ZHO,MEDIUM-HARD-HARD,2,3.0,HARD,33.0,3.0
3197,2022,Austin,ALB,MEDIUM-MEDIUM-HARD,2,1.0,MEDIUM,9.0,1.0
3198,2022,Austin,ALB,MEDIUM-MEDIUM-HARD,2,2.0,MEDIUM,9.0,2.0
3199,2022,Austin,ALB,MEDIUM-MEDIUM-HARD,2,3.0,HARD,38.0,3.0
3200,2022,Austin,GAS,MEDIUM-HARD-HARD,2,1.0,MEDIUM,11.0,1.0
3201,2022,Austin,GAS,MEDIUM-HARD-HARD,2,2.0,HARD,21.0,2.0
3202,2022,Austin,GAS,MEDIUM-HARD-HARD,2,3.0,HARD,24.0,3.0
3203,2022,Austin,MSC,HARD-MEDIUM-HARD,2,1.0,HARD,18.0,1.0
3204,2022,Austin,MSC,HARD-MEDIUM-HARD,2,2.0,MEDIUM,15.0,2.0
3205,2022,Austin,MSC,HARD-MEDIUM-HARD,2,3.0,HARD,23.0,3.0
3206,2022,Austin,RIC,MEDIUM-HARD-HARD,2,1.0,MEDIUM,10.0,1.0
3207,2022,Austin,RIC,MEDIUM-HARD-HARD,2,2.0,HARD,25.0,2.0
3208,2022,Austin,RIC,MEDIUM-HARD-HARD,2,3.0,HARD,21.0,3.0
3209,2022,Austin,LAT,MEDIUM-MEDIUM-HARD,2,1.0,MEDIUM,5.0,1.0
3210,2022,Austin,LAT,MEDIUM-MEDIUM-HARD,2,2.0,MEDIUM,13.0,2.0
3211,2022,Austin,LAT,MEDIUM-MEDIUM-HARD,2,3.0,HARD,38.0,3.0
3212,2022,Austin,STR,MEDIUM-MEDIUM,1,1.0,MEDIUM,15.0,1.0
3213,2022,Austin,STR,MEDIUM-MEDIUM,1,2.0,MEDIUM,7.0,2.0
3214,2022,Austin,BOT,MEDIUM-HARD,1,1.0,MEDIUM,10.0,1.0
3215,2022,Austin,BOT,MEDIUM-HARD,1,2.0,HARD,7.0,2.0
3216,2022,Austin,SAI,MEDIUM,0,1.0,MEDIUM,1.0,1.0
3217,2022,Mexico,VER,SOFT-MEDIUM,1,1.0,SOFT,25.0,1.0
3218,2022,Mexico,VER,SOFT-MEDIUM,1,2.0,MEDIUM,46.0,2.0
3219,2022,Mexico,HAM,MEDIUM-HARD,1,1.0,MEDIUM,29.0,1.0
3220,2022,Mexico,HAM,MEDIUM-HARD,1,2.0,HARD,42.0,2.0
3221,2022,Mexico,PER,SOFT-MEDIUM,1,1.0,SOFT,23.0,1.0
3222,2022,Mexico,PER,SOFT-MEDIUM,1,2.0,MEDIUM,48.0,2.0
3223,2022,Mexico,RUS,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,34.0,1.0
3224,2022,Mexico,RUS,MEDIUM-HARD-SOFT,2,2.0,HARD,35.0,2.0
3225,2022,Mexico,RUS,MEDIUM-HARD-SOFT,2,3.0,SOFT,2.0,3.0
3226,2022,Mexico,SAI,SOFT-MEDIUM,1,1.0,SOFT,29.0,1.0
3227,2022,Mexico,SAI,SOFT-MEDIUM,1,2.0,MEDIUM,42.0,2.0
3228,2022,Mexico,LEC,SOFT-MEDIUM,1,1.0,SOFT,28.0,1.0
3229,2022,Mexico,LEC,SOFT-MEDIUM,1,2.0,MEDIUM,43.0,2.0
3230,2022,Mexico,RIC,MEDIUM-SOFT,1,1.0,MEDIUM,44.0,1.0
3231,2022,Mexico,RIC,MEDIUM-SOFT,1,2.0,SOFT,26.0,2.0
3232,2022,Mexico,OCO,MEDIUM-HARD,1,1.0,MEDIUM,33.0,1.0
3233,2022,Mexico,OCO,MEDIUM-HARD,1,2.0,HARD,37.0,2.0
3234,2022,Mexico,NOR,MEDIUM-HARD,1,1.0,MEDIUM,31.0,1.0
3235,2022,Mexico,NOR,MEDIUM-HARD,1,2.0,HARD,39.0,2.0
3236,2022,Mexico,BOT,MEDIUM-HARD,1,1.0,MEDIUM,39.0,1.0
3237,2022,Mexico,BOT,MEDIUM-HARD,1,2.0,HARD,31.0,2.0
3238,2022,Mexico,GAS,MEDIUM-SOFT,1,1.0,MEDIUM,40.0,1.0
3239,2022,Mexico,GAS,MEDIUM-SOFT,1,2.0,SOFT,30.0,2.0
3240,2022,Mexico,ALB,MEDIUM-SOFT,1,1.0,MEDIUM,38.0,1.0
3241,2022,Mexico,ALB,MEDIUM-SOFT,1,2.0,SOFT,32.0,2.0
3242,2022,Mexico,ZHO,MEDIUM-SOFT,1,1.0,MEDIUM,45.0,1.0
3243,2022,Mexico,ZHO,MEDIUM-SOFT,1,2.0,SOFT,25.0,2.0
3244,2022,Mexico,VET,SOFT-MEDIUM,1,1.0,SOFT,38.0,1.0
3245,2022,Mexico,VET,SOFT-MEDIUM,1,2.0,MEDIUM,32.0,2.0
3246,2022,Mexico,STR,MEDIUM-SOFT-SOFT,2,1.0,MEDIUM,17.0,1.0
3247,2022,Mexico,STR,MEDIUM-SOFT-SOFT,2,2.0,SOFT,23.0,2.0
3248,2022,Mexico,STR,MEDIUM-SOFT-SOFT,2,3.0,SOFT,30.0,3.0
3249,2022,Mexico,MSC,SOFT-MEDIUM,1,1.0,SOFT,24.0,1.0
3250,2022,Mexico,MSC,SOFT-MEDIUM,1,2.0,MEDIUM,46.0,2.0
3251,2022,Mexico,MAG,MEDIUM-SOFT,1,1.0,MEDIUM,38.0,1.0
3252,2022,Mexico,MAG,MEDIUM-SOFT,1,2.0,SOFT,32.0,2.0
3253,2022,Mexico,LAT,SOFT-HARD-SOFT,2,1.0,SOFT,23.0,1.0
3254,2022,Mexico,LAT,SOFT-HARD-SOFT,2,2.0,HARD,29.0,2.0
3255,2022,Mexico,LAT,SOFT-HARD-SOFT,2,3.0,SOFT,17.0,3.0
3256,2022,Mexico,ALO,MEDIUM-HARD,1,1.0,MEDIUM,40.0,1.0
3257,2022,Mexico,ALO,MEDIUM-HARD,1,2.0,HARD,24.0,2.0
3258,2022,Mexico,TSU,SOFT-MEDIUM,1,1.0,SOFT,29.0,1.0
3259,2022,Mexico,TSU,SOFT-MEDIUM,1,2.0,MEDIUM,21.0,2.0
3260,2022,Brazil,RUS,SOFT-MEDIUM-SOFT,2,1.0,SOFT,24.0,1.0
3261,2022,Brazil,RUS,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,25.0,2.0
3262,2022,Brazil,RUS,SOFT-MEDIUM-SOFT,2,3.0,SOFT,22.0,3.0
3263,2022,Brazil,HAM,SOFT-MEDIUM-SOFT,2,1.0,SOFT,29.0,1.0
3264,2022,Brazil,HAM,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
3265,2022,Brazil,HAM,SOFT-MEDIUM-SOFT,2,3.0,SOFT,23.0,3.0
3266,2022,Brazil,SAI,MEDIUM-SOFT-MEDIUM-SOFT,3,1.0,MEDIUM,17.0,1.0
3267,2022,Brazil,SAI,MEDIUM-SOFT-MEDIUM-SOFT,3,2.0,SOFT,19.0,2.0
3268,2022,Brazil,SAI,MEDIUM-SOFT-MEDIUM-SOFT,3,3.0,MEDIUM,17.0,3.0
3269,2022,Brazil,SAI,MEDIUM-SOFT-MEDIUM-SOFT,3,4.0,SOFT,18.0,4.0
3270,2022,Brazil,LEC,MEDIUM-MEDIUM-SOFT-SOFT,3,1.0,MEDIUM,7.0,1.0
3271,2022,Brazil,LEC,MEDIUM-MEDIUM-SOFT-SOFT,3,2.0,MEDIUM,14.0,2.0
3272,2022,Brazil,LEC,MEDIUM-MEDIUM-SOFT-SOFT,3,3.0,SOFT,23.0,3.0
3273,2022,Brazil,LEC,MEDIUM-MEDIUM-SOFT-SOFT,3,4.0,SOFT,27.0,4.0
3274,2022,Brazil,ALO,MEDIUM-MEDIUM-MEDIUM-SOFT,3,1.0,MEDIUM,14.0,1.0
3275,2022,Brazil,ALO,MEDIUM-MEDIUM-MEDIUM-SOFT,3,2.0,MEDIUM,21.0,2.0
3276,2022,Brazil,ALO,MEDIUM-MEDIUM-MEDIUM-SOFT,3,3.0,MEDIUM,17.0,3.0
3277,2022,Brazil,ALO,MEDIUM-MEDIUM-MEDIUM-SOFT,3,4.0,SOFT,19.0,4.0
3278,2022,Brazil,VER,SOFT-MEDIUM-SOFT-SOFT,3,1.0,SOFT,7.0,1.0
3279,2022,Brazil,VER,SOFT-MEDIUM-SOFT-SOFT,3,2.0,MEDIUM,16.0,2.0
3280,2022,Brazil,VER,SOFT-MEDIUM-SOFT-SOFT,3,3.0,SOFT,25.0,3.0
3281,2022,Brazil,VER,SOFT-MEDIUM-SOFT-SOFT,3,4.0,SOFT,23.0,4.0
3282,2022,Brazil,PER,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,23.0,1.0
3283,2022,Brazil,PER,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,24.0,2.0
3284,2022,Brazil,PER,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,24.0,3.0
3285,2022,Brazil,OCO,SOFT-MEDIUM-SOFT,2,1.0,SOFT,24.0,1.0
3286,2022,Brazil,OCO,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,23.0,2.0
3287,2022,Brazil,OCO,SOFT-MEDIUM-SOFT,2,3.0,SOFT,24.0,3.0
3288,2022,Brazil,BOT,SOFT-MEDIUM-SOFT,2,1.0,SOFT,24.0,1.0
3289,2022,Brazil,BOT,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,21.0,2.0
3290,2022,Brazil,BOT,SOFT-MEDIUM-SOFT,2,3.0,SOFT,26.0,3.0
3291,2022,Brazil,STR,MEDIUM-MEDIUM-SOFT,2,1.0,MEDIUM,29.0,1.0
3292,2022,Brazil,STR,MEDIUM-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
3293,2022,Brazil,STR,MEDIUM-MEDIUM-SOFT,2,3.0,SOFT,23.0,3.0
3294,2022,Brazil,VET,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,26.0,1.0
3295,2022,Brazil,VET,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,19.0,2.0
3296,2022,Brazil,VET,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,26.0,3.0
3297,2022,Brazil,ZHO,SOFT-MEDIUM-SOFT,2,1.0,SOFT,16.0,1.0
3298,2022,Brazil,ZHO,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,21.0,2.0
3299,2022,Brazil,ZHO,SOFT-MEDIUM-SOFT,2,3.0,SOFT,34.0,3.0
3300,2022,Brazil,MSC,MEDIUM-SOFT-SOFT,2,1.0,MEDIUM,24.0,1.0
3301,2022,Brazil,MSC,MEDIUM-SOFT-SOFT,2,2.0,SOFT,22.0,2.0
3302,2022,Brazil,MSC,MEDIUM-SOFT-SOFT,2,3.0,SOFT,25.0,3.0
3303,2022,Brazil,GAS,SOFT-MEDIUM-SOFT-MEDIUM,3,1.0,SOFT,19.0,1.0
3304,2022,Brazil,GAS,SOFT-MEDIUM-SOFT-MEDIUM,3,2.0,MEDIUM,16.0,2.0
3305,2022,Brazil,GAS,SOFT-MEDIUM-SOFT-MEDIUM,3,3.0,SOFT,17.0,3.0
3306,2022,Brazil,GAS,SOFT-MEDIUM-SOFT-MEDIUM,3,4.0,MEDIUM,19.0,4.0
3307,2022,Brazil,ALB,HARD-MEDIUM-MEDIUM-MEDIUM,3,1.0,HARD,4.0,1.0
3308,2022,Brazil,ALB,HARD-MEDIUM-MEDIUM-MEDIUM,3,2.0,MEDIUM,21.0,2.0
3309,2022,Brazil,ALB,HARD-MEDIUM-MEDIUM-MEDIUM,3,3.0,MEDIUM,22.0,3.0
3310,2022,Brazil,ALB,HARD-MEDIUM-MEDIUM-MEDIUM,3,4.0,MEDIUM,24.0,4.0
3311,2022,Brazil,LAT,MEDIUM-HARD-MEDIUM-SOFT,3,1.0,MEDIUM,20.0,1.0
3312,2022,Brazil,LAT,MEDIUM-HARD-MEDIUM-SOFT,3,2.0,HARD,12.0,2.0
3313,2022,Brazil,LAT,MEDIUM-HARD-MEDIUM-SOFT,3,3.0,MEDIUM,20.0,3.0
3314,2022,Brazil,LAT,MEDIUM-HARD-MEDIUM-SOFT,3,4.0,SOFT,19.0,4.0
3315,2022,Brazil,TSU,MEDIUM-SOFT-SOFT-MEDIUM,3,1.0,MEDIUM,20.0,1.0
3316,2022,Brazil,TSU,MEDIUM-SOFT-SOFT-MEDIUM,3,2.0,SOFT,20.0,2.0
3317,2022,Brazil,TSU,MEDIUM-SOFT-SOFT-MEDIUM,3,3.0,SOFT,14.0,3.0
3318,2022,Brazil,TSU,MEDIUM-SOFT-SOFT-MEDIUM,3,4.0,MEDIUM,16.0,4.0
3319,2022,Brazil,NOR,SOFT-MEDIUM-SOFT,2,1.0,SOFT,24.0,1.0
3320,2022,Brazil,NOR,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,21.0,2.0
3321,2022,Brazil,NOR,SOFT-MEDIUM-SOFT,2,3.0,SOFT,6.0,3.0
3322,2022,Brazil,MAG,MEDIUM,0,1.0,MEDIUM,1.0,1.0
3323,2022,Brazil,RIC,SOFT,0,1.0,SOFT,1.0,1.0
3324,2022,Abu Dhabi,VER,MEDIUM-HARD,1,1.0,MEDIUM,20.0,1.0
3325,2022,Abu Dhabi,VER,MEDIUM-HARD,1,2.0,HARD,38.0,2.0
3326,2022,Abu Dhabi,LEC,MEDIUM-HARD,1,1.0,MEDIUM,21.0,1.0
3327,2022,Abu Dhabi,LEC,MEDIUM-HARD,1,2.0,HARD,37.0,2.0
3328,2022,Abu Dhabi,PER,MEDIUM-HARD-HARD,2,1.0,MEDIUM,15.0,1.0
3329,2022,Abu Dhabi,PER,MEDIUM-HARD-HARD,2,2.0,HARD,18.0,2.0
3330,2022,Abu Dhabi,PER,MEDIUM-HARD-HARD,2,3.0,HARD,25.0,3.0
3331,2022,Abu Dhabi,SAI,MEDIUM-HARD-HARD,2,1.0,MEDIUM,17.0,1.0
3332,2022,Abu Dhabi,SAI,MEDIUM-HARD-HARD,2,2.0,HARD,22.0,2.0
3333,2022,Abu Dhabi,SAI,MEDIUM-HARD-HARD,2,3.0,HARD,19.0,3.0
3334,2022,Abu Dhabi,RUS,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,15.0,1.0
3335,2022,Abu Dhabi,RUS,MEDIUM-HARD-MEDIUM,2,2.0,HARD,24.0,2.0
3336,2022,Abu Dhabi,RUS,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,19.0,3.0
3337,2022,Abu Dhabi,NOR,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,15.0,1.0
3338,2022,Abu Dhabi,NOR,MEDIUM-HARD-MEDIUM,2,2.0,HARD,27.0,2.0
3339,2022,Abu Dhabi,NOR,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,16.0,3.0
3340,2022,Abu Dhabi,OCO,MEDIUM-HARD-HARD,2,1.0,MEDIUM,14.0,1.0
3341,2022,Abu Dhabi,OCO,MEDIUM-HARD-HARD,2,2.0,HARD,27.0,2.0
3342,2022,Abu Dhabi,OCO,MEDIUM-HARD-HARD,2,3.0,HARD,17.0,3.0
3343,2022,Abu Dhabi,STR,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,13.0,1.0
3344,2022,Abu Dhabi,STR,MEDIUM-HARD-MEDIUM,2,2.0,HARD,27.0,2.0
3345,2022,Abu Dhabi,STR,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,18.0,3.0
3346,2022,Abu Dhabi,RIC,MEDIUM-HARD,1,1.0,MEDIUM,19.0,1.0
3347,2022,Abu Dhabi,RIC,MEDIUM-HARD,1,2.0,HARD,39.0,2.0
3348,2022,Abu Dhabi,VET,MEDIUM-HARD,1,1.0,MEDIUM,25.0,1.0
3349,2022,Abu Dhabi,VET,MEDIUM-HARD,1,2.0,HARD,33.0,2.0
3350,2022,Abu Dhabi,TSU,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,14.0,1.0
3351,2022,Abu Dhabi,TSU,MEDIUM-HARD-SOFT,2,2.0,HARD,24.0,2.0
3352,2022,Abu Dhabi,TSU,MEDIUM-HARD-SOFT,2,3.0,SOFT,20.0,3.0
3353,2022,Abu Dhabi,ZHO,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,15.0,1.0
3354,2022,Abu Dhabi,ZHO,MEDIUM-HARD-SOFT,2,2.0,HARD,29.0,2.0
3355,2022,Abu Dhabi,ZHO,MEDIUM-HARD-SOFT,2,3.0,SOFT,13.0,3.0
3356,2022,Abu Dhabi,ALB,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,12.0,1.0
3357,2022,Abu Dhabi,ALB,MEDIUM-HARD-MEDIUM,2,2.0,HARD,23.0,2.0
3358,2022,Abu Dhabi,ALB,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,22.0,3.0
3359,2022,Abu Dhabi,GAS,SOFT-HARD,1,1.0,SOFT,14.0,1.0
3360,2022,Abu Dhabi,GAS,SOFT-HARD,1,2.0,HARD,43.0,2.0
3361,2022,Abu Dhabi,BOT,HARD-MEDIUM,1,1.0,HARD,30.0,1.0
3362,2022,Abu Dhabi,BOT,HARD-MEDIUM,1,2.0,MEDIUM,27.0,2.0
3363,2022,Abu Dhabi,MSC,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,14.0,1.0
3364,2022,Abu Dhabi,MSC,MEDIUM-HARD-MEDIUM,2,2.0,HARD,20.0,2.0
3365,2022,Abu Dhabi,MSC,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,23.0,3.0
3366,2022,Abu Dhabi,MAG,HARD-MEDIUM,1,1.0,HARD,28.0,1.0
3367,2022,Abu Dhabi,MAG,HARD-MEDIUM,1,2.0,MEDIUM,29.0,2.0
3368,2022,Abu Dhabi,HAM,MEDIUM-HARD,1,1.0,MEDIUM,18.0,1.0
3369,2022,Abu Dhabi,HAM,MEDIUM-HARD,1,2.0,HARD,37.0,2.0
3370,2022,Abu Dhabi,LAT,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,15.0,1.0
3371,2022,Abu Dhabi,LAT,MEDIUM-HARD-MEDIUM,2,2.0,HARD,23.0,2.0
3372,2022,Abu Dhabi,LAT,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,17.0,3.0
3373,2022,Abu Dhabi,ALO,MEDIUM-HARD,1,1.0,MEDIUM,19.0,1.0
3374,2022,Abu Dhabi,ALO,MEDIUM-HARD,1,2.0,HARD,8.0,2.0
3375,2022,Monza,VER,SOFT-MEDIUM-SOFT,2,1.0,SOFT,25.0,1.0
3376,2022,Monza,VER,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,23.0,2.0
3377,2022,Monza,VER,SOFT-MEDIUM-SOFT,2,3.0,SOFT,5.0,3.0
3378,2022,Monza,LEC,SOFT-MEDIUM-SOFT-SOFT,3,1.0,SOFT,12.0,1.0
3379,2022,Monza,LEC,SOFT-MEDIUM-SOFT-SOFT,3,2.0,MEDIUM,21.0,2.0
3380,2022,Monza,LEC,SOFT-MEDIUM-SOFT-SOFT,3,3.0,SOFT,15.0,3.0
3381,2022,Monza,LEC,SOFT-MEDIUM-SOFT-SOFT,3,4.0,SOFT,5.0,4.0
3382,2022,Monza,RUS,SOFT-HARD-SOFT,2,1.0,SOFT,23.0,1.0
3383,2022,Monza,RUS,SOFT-HARD-SOFT,2,2.0,HARD,24.0,2.0
3384,2022,Monza,RUS,SOFT-HARD-SOFT,2,3.0,SOFT,6.0,3.0
3385,2022,Monza,SAI,MEDIUM-SOFT-SOFT,2,1.0,MEDIUM,30.0,1.0
3386,2022,Monza,SAI,MEDIUM-SOFT-SOFT,2,2.0,SOFT,17.0,2.0
3387,2022,Monza,SAI,MEDIUM-SOFT-SOFT,2,3.0,SOFT,6.0,3.0
3388,2022,Monza,HAM,MEDIUM-SOFT,1,1.0,MEDIUM,33.0,1.0
3389,2022,Monza,HAM,MEDIUM-SOFT,1,2.0,SOFT,20.0,2.0
3390,2022,Monza,PER,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,7.0,1.0
3391,2022,Monza,PER,MEDIUM-HARD-SOFT,2,2.0,HARD,35.0,2.0
3392,2022,Monza,PER,MEDIUM-HARD-SOFT,2,3.0,SOFT,11.0,3.0
3393,2022,Monza,NOR,MEDIUM-SOFT-SOFT,2,1.0,MEDIUM,35.0,1.0
3394,2022,Monza,NOR,MEDIUM-SOFT-SOFT,2,2.0,SOFT,12.0,2.0
3395,2022,Monza,NOR,MEDIUM-SOFT-SOFT,2,3.0,SOFT,6.0,3.0
3396,2022,Monza,GAS,MEDIUM-HARD,1,1.0,MEDIUM,18.0,1.0
3397,2022,Monza,GAS,MEDIUM-HARD,1,2.0,HARD,35.0,2.0
3398,2022,Monza,DEV,SOFT-MEDIUM,1,1.0,SOFT,19.0,1.0
3399,2022,Monza,DEV,SOFT-MEDIUM,1,2.0,MEDIUM,34.0,2.0
3400,2022,Monza,ZHO,MEDIUM-HARD,1,1.0,MEDIUM,18.0,1.0
3401,2022,Monza,ZHO,MEDIUM-HARD,1,2.0,HARD,35.0,2.0
3402,2022,Monza,OCO,SOFT-HARD,1,1.0,SOFT,19.0,1.0
3403,2022,Monza,OCO,SOFT-HARD,1,2.0,HARD,34.0,2.0
