,Year,GP,Driver,Strategy,PitStops,Stint,Compound,StintLength,StintNumber
0,2019,Bahrain,HAM,SOFT-SOFT-MEDIUM,2,1.0,SOFT,13.0,1.0
1,2019,Bahrain,HAM,SOFT-SOFT-MEDIUM,2,2.0,SOFT,21.0,2.0
2,2019,Bahrain,HAM,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,23.0,3.0
3,2019,Bahrain,BOT,SOFT-MEDIUM-SOFT,2,1.0,SOFT,12.0,1.0
4,2019,Bahrain,BOT,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,27.0,2.0
5,2019,Bahrain,BOT,SOFT-MEDIUM-SOFT,2,3.0,SOFT,18.0,3.0
6,2019,Bahrain,LEC,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,13.0,1.0
7,2019,Bahrain,LEC,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,23.0,2.0
8,2019,Bahrain,LEC,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,21.0,3.0
9,2019,Bahrain,VER,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,11.0,1.0
10,2019,Bahrain,VER,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,21.0,2.0
11,2019,Bahrain,VER,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,25.0,3.0
12,2019,Bahrain,VET,SOFT-MEDIUM-MEDIUM-SOFT,3,1.0,SOFT,14.0,1.0
13,2019,Bahrain,VET,SOFT-MEDIUM-MEDIUM-SOFT,3,2.0,MEDIUM,21.0,2.0
14,2019,Bahrain,VET,SOFT-MEDIUM-MEDIUM-SOFT,3,3.0,MEDIUM,3.0,3.0
15,2019,Bahrain,VET,SOFT-MEDIUM-MEDIUM-SOFT,3,4.0,SOFT,19.0,4.0
16,2019,Bahrain,NOR,SOFT-MEDIUM-SOFT,2,1.0,SOFT,10.0,1.0
17,2019,Bahrain,NOR,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,24.0,2.0
18,2019,Bahrain,NOR,SOFT-MEDIUM-SOFT,2,3.0,SOFT,23.0,3.0
19,2019,Bahrain,RAI,SOFT-MEDIUM-SOFT,2,1.0,SOFT,9.0,1.0
20,2019,Bahrain,RAI,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,24.0,2.0
21,2019,Bahrain,RAI,SOFT-MEDIUM-SOFT,2,3.0,SOFT,24.0,3.0
22,2019,Bahrain,GAS,SOFT-SOFT-MEDIUM,2,1.0,SOFT,9.0,1.0
23,2019,Bahrain,GAS,SOFT-SOFT-MEDIUM,2,2.0,SOFT,30.0,2.0
24,2019,Bahrain,GAS,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,18.0,3.0
25,2019,Bahrain,ALB,SOFT-SOFT-MEDIUM,2,1.0,SOFT,9.0,1.0
26,2019,Bahrain,ALB,SOFT-SOFT-MEDIUM,2,2.0,SOFT,16.0,2.0
27,2019,Bahrain,ALB,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,32.0,3.0
28,2019,Bahrain,PER,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,8.0,1.0
29,2019,Bahrain,PER,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,25.0,2.0
30,2019,Bahrain,PER,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,24.0,3.0
31,2019,Bahrain,GIO,SOFT-MEDIUM-SOFT,2,1.0,SOFT,16.0,1.0
32,2019,Bahrain,GIO,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,25.0,2.0
33,2019,Bahrain,GIO,SOFT-MEDIUM-SOFT,2,3.0,SOFT,16.0,3.0
34,2019,Bahrain,KVY,SOFT-MEDIUM-SOFT,2,1.0,SOFT,12.0,1.0
35,2019,Bahrain,KVY,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,26.0,2.0
36,2019,Bahrain,KVY,SOFT-MEDIUM-SOFT,2,3.0,SOFT,18.0,3.0
37,2019,Bahrain,MAG,SOFT-MEDIUM-SOFT,2,1.0,SOFT,10.0,1.0
38,2019,Bahrain,MAG,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,28.0,2.0
39,2019,Bahrain,MAG,SOFT-MEDIUM-SOFT,2,3.0,SOFT,18.0,3.0
40,2019,Bahrain,STR,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,1.0,1.0
41,2019,Bahrain,STR,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,22.0,2.0
42,2019,Bahrain,STR,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,33.0,3.0
43,2019,Bahrain,RUS,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,12.0,1.0
44,2019,Bahrain,RUS,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,14.0,2.0
45,2019,Bahrain,RUS,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,30.0,3.0
46,2019,Bahrain,KUB,MEDIUM-SOFT-MEDIUM,2,1.0,MEDIUM,11.0,1.0
47,2019,Bahrain,KUB,MEDIUM-SOFT-MEDIUM,2,2.0,SOFT,16.0,2.0
48,2019,Bahrain,KUB,MEDIUM-SOFT-MEDIUM,2,3.0,MEDIUM,28.0,3.0
49,2019,Bahrain,HUL,SOFT-SOFT-MEDIUM,2,1.0,SOFT,12.0,1.0
50,2019,Bahrain,HUL,SOFT-SOFT-MEDIUM,2,2.0,SOFT,20.0,2.0
51,2019,Bahrain,HUL,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,22.0,3.0
52,2019,Bahrain,RIC,SOFT-MEDIUM,1,1.0,SOFT,24.0,1.0
53,2019,Bahrain,RIC,SOFT-MEDIUM,1,2.0,MEDIUM,30.0,2.0
54,2019,Bahrain,SAI,SOFT-MEDIUM-HARD-SOFT,3,1.0,SOFT,4.0,1.0
55,2019,Bahrain,SAI,SOFT-MEDIUM-HARD-SOFT,3,2.0,MEDIUM,20.0,2.0
56,2019,Bahrain,SAI,SOFT-MEDIUM-HARD-SOFT,3,3.0,HARD,16.0,3.0
57,2019,Bahrain,SAI,SOFT-MEDIUM-HARD-SOFT,3,4.0,SOFT,13.0,4.0
58,2019,Bahrain,GRO,SOFT-MEDIUM,1,1.0,SOFT,1.0,1.0
59,2019,Bahrain,GRO,SOFT-MEDIUM,1,2.0,MEDIUM,15.0,2.0
60,2019,China,HAM,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,22.0,1.0
61,2019,China,HAM,MEDIUM-HARD-MEDIUM,2,2.0,HARD,14.0,2.0
62,2019,China,HAM,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,20.0,3.0
63,2019,China,BOT,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,21.0,1.0
64,2019,China,BOT,MEDIUM-HARD-MEDIUM,2,2.0,HARD,15.0,2.0
65,2019,China,BOT,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,20.0,3.0
66,2019,China,VET,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,18.0,1.0
67,2019,China,VET,MEDIUM-HARD-MEDIUM,2,2.0,HARD,17.0,2.0
68,2019,China,VET,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,21.0,3.0
69,2019,China,VER,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,17.0,1.0
70,2019,China,VER,MEDIUM-HARD-MEDIUM,2,2.0,HARD,17.0,2.0
71,2019,China,VER,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,22.0,3.0
72,2019,China,LEC,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,22.0,1.0
73,2019,China,LEC,MEDIUM-HARD-MEDIUM,2,2.0,HARD,20.0,2.0
74,2019,China,LEC,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,14.0,3.0
75,2019,China,GAS,SOFT-HARD-MEDIUM-SOFT,3,1.0,SOFT,19.0,1.0
76,2019,China,GAS,SOFT-HARD-MEDIUM-SOFT,3,2.0,HARD,20.0,2.0
77,2019,China,GAS,SOFT-HARD-MEDIUM-SOFT,3,3.0,MEDIUM,14.0,3.0
78,2019,China,GAS,SOFT-HARD-MEDIUM-SOFT,3,4.0,SOFT,3.0,4.0
79,2019,China,RIC,SOFT-HARD,1,1.0,SOFT,18.0,1.0
80,2019,China,RIC,SOFT-HARD,1,2.0,HARD,37.0,2.0
81,2019,China,PER,MEDIUM-HARD,1,1.0,MEDIUM,20.0,1.0
82,2019,China,PER,MEDIUM-HARD,1,2.0,HARD,35.0,2.0
83,2019,China,RAI,MEDIUM-HARD,1,1.0,MEDIUM,25.0,1.0
84,2019,China,RAI,MEDIUM-HARD,1,2.0,HARD,30.0,2.0
85,2019,China,ALB,SOFT-HARD,1,1.0,SOFT,19.0,1.0
86,2019,China,ALB,SOFT-HARD,1,2.0,HARD,36.0,2.0
87,2019,China,GRO,SOFT-HARD-MEDIUM,2,1.0,SOFT,8.0,1.0
88,2019,China,GRO,SOFT-HARD-MEDIUM,2,2.0,HARD,27.0,2.0
89,2019,China,GRO,SOFT-HARD-MEDIUM,2,3.0,MEDIUM,20.0,3.0
90,2019,China,STR,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,20.0,1.0
91,2019,China,STR,MEDIUM-HARD-SOFT,2,2.0,HARD,24.0,2.0
92,2019,China,STR,MEDIUM-HARD-SOFT,2,3.0,SOFT,11.0,3.0
93,2019,China,MAG,SOFT-HARD-MEDIUM,2,1.0,SOFT,9.0,1.0
94,2019,China,MAG,SOFT-HARD-MEDIUM,2,2.0,HARD,24.0,2.0
95,2019,China,MAG,SOFT-HARD-MEDIUM,2,3.0,MEDIUM,22.0,3.0
96,2019,China,SAI,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,1.0,1.0
97,2019,China,SAI,MEDIUM-HARD-SOFT,2,2.0,HARD,35.0,2.0
98,2019,China,SAI,MEDIUM-HARD-SOFT,2,3.0,SOFT,19.0,3.0
99,2019,China,GIO,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,7.0,1.0
100,2019,China,GIO,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,23.0,2.0
101,2019,China,GIO,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,25.0,3.0
102,2019,China,RUS,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,22.0,1.0
103,2019,China,RUS,MEDIUM-HARD-SOFT,2,2.0,HARD,27.0,2.0
104,2019,China,RUS,MEDIUM-HARD-SOFT,2,3.0,SOFT,5.0,3.0
105,2019,China,KUB,MEDIUM-HARD,1,1.0,MEDIUM,26.0,1.0
106,2019,China,KUB,MEDIUM-HARD,1,2.0,HARD,28.0,2.0
107,2019,China,NOR,MEDIUM-HARD-MEDIUM-SOFT,3,1.0,MEDIUM,1.0,1.0
108,2019,China,NOR,MEDIUM-HARD-MEDIUM-SOFT,3,2.0,HARD,16.0,2.0
109,2019,China,NOR,MEDIUM-HARD-MEDIUM-SOFT,3,3.0,MEDIUM,17.0,3.0
110,2019,China,NOR,MEDIUM-HARD-MEDIUM-SOFT,3,4.0,SOFT,16.0,4.0
111,2019,China,KVY,MEDIUM-MEDIUM-HARD-SOFT,3,1.0,MEDIUM,7.0,1.0
112,2019,China,KVY,MEDIUM-MEDIUM-HARD-SOFT,3,2.0,MEDIUM,18.0,2.0
113,2019,China,KVY,MEDIUM-MEDIUM-HARD-SOFT,3,3.0,HARD,5.0,3.0
114,2019,China,KVY,MEDIUM-MEDIUM-HARD-SOFT,3,4.0,SOFT,11.0,4.0
115,2019,China,HUL,SOFT-HARD,1,1.0,SOFT,11.0,1.0
116,2019,China,HUL,SOFT-HARD,1,2.0,HARD,5.0,2.0
117,2019,Australia,BOT,SOFT-MEDIUM,1,1.0,SOFT,23.0,1.0
118,2019,Australia,BOT,SOFT-MEDIUM,1,2.0,MEDIUM,35.0,2.0
119,2019,Australia,HAM,SOFT-MEDIUM,1,1.0,SOFT,15.0,1.0
120,2019,Australia,HAM,SOFT-MEDIUM,1,2.0,MEDIUM,43.0,2.0
121,2019,Australia,VER,SOFT-MEDIUM,1,1.0,SOFT,25.0,1.0
122,2019,Australia,VER,SOFT-MEDIUM,1,2.0,MEDIUM,33.0,2.0
123,2019,Australia,VET,SOFT-MEDIUM,1,1.0,SOFT,14.0,1.0
124,2019,Australia,VET,SOFT-MEDIUM,1,2.0,MEDIUM,44.0,2.0
125,2019,Australia,LEC,SOFT-HARD,1,1.0,SOFT,28.0,1.0
126,2019,Australia,LEC,SOFT-HARD,1,2.0,HARD,30.0,2.0
127,2019,Australia,MAG,SOFT-MEDIUM,1,1.0,SOFT,14.0,1.0
128,2019,Australia,MAG,SOFT-MEDIUM,1,2.0,MEDIUM,44.0,2.0
129,2019,Australia,HUL,SOFT-HARD,1,1.0,SOFT,13.0,1.0
130,2019,Australia,HUL,SOFT-HARD,1,2.0,HARD,44.0,2.0
131,2019,Australia,RAI,SOFT-MEDIUM,1,1.0,SOFT,12.0,1.0
132,2019,Australia,RAI,SOFT-MEDIUM,1,2.0,MEDIUM,45.0,2.0
133,2019,Australia,STR,MEDIUM-HARD,1,1.0,MEDIUM,27.0,1.0
134,2019,Australia,STR,MEDIUM-HARD,1,2.0,HARD,30.0,2.0
135,2019,Australia,KVY,MEDIUM-HARD,1,1.0,MEDIUM,26.0,1.0
136,2019,Australia,KVY,MEDIUM-HARD,1,2.0,HARD,31.0,2.0
137,2019,Australia,GAS,MEDIUM-SOFT,1,1.0,MEDIUM,37.0,1.0
138,2019,Australia,GAS,MEDIUM-SOFT,1,2.0,SOFT,20.0,2.0
139,2019,Australia,NOR,SOFT-HARD,1,1.0,SOFT,15.0,1.0
140,2019,Australia,NOR,SOFT-HARD,1,2.0,HARD,42.0,2.0
141,2019,Australia,PER,SOFT-HARD,1,1.0,SOFT,13.0,1.0
142,2019,Australia,PER,SOFT-HARD,1,2.0,HARD,44.0,2.0
143,2019,Australia,ALB,SOFT-MEDIUM,1,1.0,SOFT,14.0,1.0
144,2019,Australia,ALB,SOFT-MEDIUM,1,2.0,MEDIUM,43.0,2.0
145,2019,Australia,GIO,MEDIUM-SOFT,1,1.0,MEDIUM,27.0,1.0
146,2019,Australia,GIO,MEDIUM-SOFT,1,2.0,SOFT,30.0,2.0
147,2019,Australia,RUS,MEDIUM-SOFT-HARD,2,1.0,MEDIUM,26.0,1.0
148,2019,Australia,RUS,MEDIUM-SOFT-HARD,2,2.0,SOFT,16.0,2.0
149,2019,Australia,RUS,MEDIUM-SOFT-HARD,2,3.0,HARD,14.0,3.0
150,2019,Australia,KUB,MEDIUM-SOFT-SOFT,3,2.0,MEDIUM,28.0,2.0
151,2019,Australia,KUB,MEDIUM-SOFT-SOFT,3,3.0,SOFT,16.0,3.0
152,2019,Australia,KUB,MEDIUM-SOFT-SOFT,3,4.0,SOFT,11.0,4.0
153,2019,Australia,GRO,SOFT-MEDIUM,1,1.0,SOFT,15.0,1.0
154,2019,Australia,GRO,SOFT-MEDIUM,1,2.0,MEDIUM,15.0,2.0
155,2019,Australia,RIC,SOFT-HARD,1,1.0,SOFT,1.0,1.0
156,2019,Australia,RIC,SOFT-HARD,1,2.0,HARD,28.0,2.0
157,2019,Australia,SAI,SOFT,0,1.0,SOFT,10.0,1.0
158,2019,Japan,BOT,SOFT-MEDIUM-SOFT,2,1.0,SOFT,17.0,1.0
159,2019,Japan,BOT,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
160,2019,Japan,BOT,SOFT-MEDIUM-SOFT,2,3.0,SOFT,17.0,3.0
161,2019,Japan,VET,SOFT-SOFT-MEDIUM,2,1.0,SOFT,16.0,1.0
162,2019,Japan,VET,SOFT-SOFT-MEDIUM,2,2.0,SOFT,15.0,2.0
163,2019,Japan,VET,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,22.0,3.0
164,2019,Japan,HAM,SOFT-MEDIUM-SOFT,2,1.0,SOFT,21.0,1.0
165,2019,Japan,HAM,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,21.0,2.0
166,2019,Japan,HAM,SOFT-MEDIUM-SOFT,2,3.0,SOFT,11.0,3.0
167,2019,Japan,ALB,SOFT-MEDIUM-SOFT,2,1.0,SOFT,15.0,1.0
168,2019,Japan,ALB,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
169,2019,Japan,ALB,SOFT-MEDIUM-SOFT,2,3.0,SOFT,19.0,3.0
170,2019,Japan,SAI,SOFT-MEDIUM,1,1.0,SOFT,26.0,1.0
171,2019,Japan,SAI,SOFT-MEDIUM,1,2.0,MEDIUM,27.0,2.0
172,2019,Japan,LEC,SOFT-MEDIUM-SOFT-SOFT,3,1.0,SOFT,3.0,1.0
173,2019,Japan,LEC,SOFT-MEDIUM-SOFT-SOFT,3,2.0,MEDIUM,22.0,2.0
174,2019,Japan,LEC,SOFT-MEDIUM-SOFT-SOFT,3,3.0,SOFT,21.0,3.0
175,2019,Japan,LEC,SOFT-MEDIUM-SOFT-SOFT,3,4.0,SOFT,6.0,4.0
176,2019,Japan,GAS,SOFT-MEDIUM,1,1.0,SOFT,18.0,1.0
177,2019,Japan,GAS,SOFT-MEDIUM,1,2.0,MEDIUM,34.0,2.0
178,2019,Japan,PER,SOFT-MEDIUM-SOFT,2,1.0,SOFT,19.0,1.0
179,2019,Japan,PER,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,22.0,2.0
180,2019,Japan,PER,SOFT-MEDIUM-SOFT,2,3.0,SOFT,11.0,3.0
181,2019,Japan,STR,SOFT-MEDIUM,1,1.0,SOFT,18.0,1.0
182,2019,Japan,STR,SOFT-MEDIUM,1,2.0,MEDIUM,34.0,2.0
183,2019,Japan,KVY,SOFT-MEDIUM,1,1.0,SOFT,27.0,1.0
184,2019,Japan,KVY,SOFT-MEDIUM,1,2.0,MEDIUM,25.0,2.0
185,2019,Japan,NOR,SOFT-MEDIUM-HARD,2,1.0,SOFT,4.0,1.0
186,2019,Japan,NOR,SOFT-MEDIUM-HARD,2,2.0,MEDIUM,21.0,2.0
187,2019,Japan,NOR,SOFT-MEDIUM-HARD,2,3.0,HARD,27.0,3.0
188,2019,Japan,RAI,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,15.0,1.0
189,2019,Japan,RAI,MEDIUM-HARD-SOFT,2,2.0,HARD,21.0,2.0
190,2019,Japan,RAI,MEDIUM-HARD-SOFT,2,3.0,SOFT,16.0,3.0
191,2019,Japan,GRO,SOFT-HARD,1,1.0,SOFT,16.0,1.0
192,2019,Japan,GRO,SOFT-HARD,1,2.0,HARD,36.0,2.0
193,2019,Japan,GIO,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,18.0,1.0
194,2019,Japan,GIO,MEDIUM-HARD-SOFT,2,2.0,HARD,31.0,2.0
195,2019,Japan,GIO,MEDIUM-HARD-SOFT,2,3.0,SOFT,3.0,3.0
196,2019,Japan,MAG,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,17.0,1.0
197,2019,Japan,MAG,MEDIUM-HARD-SOFT,2,2.0,HARD,30.0,2.0
198,2019,Japan,MAG,MEDIUM-HARD-SOFT,2,3.0,SOFT,5.0,3.0
199,2019,Japan,RUS,MEDIUM-HARD,1,1.0,MEDIUM,25.0,1.0
200,2019,Japan,RUS,MEDIUM-HARD,1,2.0,HARD,26.0,2.0
201,2019,Japan,KUB,MEDIUM-HARD-MEDIUM,2,1.0,MEDIUM,22.0,1.0
202,2019,Japan,KUB,MEDIUM-HARD-MEDIUM,2,2.0,HARD,11.0,2.0
203,2019,Japan,KUB,MEDIUM-HARD-MEDIUM,2,3.0,MEDIUM,18.0,3.0
204,2019,Japan,VER,SOFT,0,1.0,SOFT,14.0,1.0
205,2019,Japan,RIC,MEDIUM-SOFT,1,1.0,MEDIUM,29.0,1.0
206,2019,Japan,RIC,MEDIUM-SOFT,1,2.0,SOFT,23.0,2.0
207,2019,Japan,HUL,SOFT-MEDIUM,1,1.0,SOFT,19.0,1.0
208,2019,Japan,HUL,SOFT-MEDIUM,1,2.0,MEDIUM,33.0,2.0
209,2019,Monaco,HAM,SOFT-MEDIUM,1,1.0,SOFT,11.0,1.0
210,2019,Monaco,HAM,SOFT-MEDIUM,1,2.0,MEDIUM,67.0,2.0
211,2019,Monaco,VET,SOFT-HARD,1,1.0,SOFT,11.0,1.0
212,2019,Monaco,VET,SOFT-HARD,1,2.0,HARD,67.0,2.0
213,2019,Monaco,BOT,SOFT-MEDIUM-HARD,2,1.0,SOFT,11.0,1.0
214,2019,Monaco,BOT,SOFT-MEDIUM-HARD,2,2.0,MEDIUM,1.0,2.0
215,2019,Monaco,BOT,SOFT-MEDIUM-HARD,2,3.0,HARD,66.0,3.0
216,2019,Monaco,VER,SOFT-HARD,1,1.0,SOFT,11.0,1.0
217,2019,Monaco,VER,SOFT-HARD,1,2.0,HARD,67.0,2.0
218,2019,Monaco,GAS,SOFT-MEDIUM-SOFT,2,1.0,SOFT,27.0,1.0
219,2019,Monaco,GAS,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,35.0,2.0
220,2019,Monaco,GAS,SOFT-MEDIUM-SOFT,2,3.0,SOFT,16.0,3.0
221,2019,Monaco,SAI,SOFT-MEDIUM,1,1.0,SOFT,30.0,1.0
222,2019,Monaco,SAI,SOFT-MEDIUM,1,2.0,MEDIUM,48.0,2.0
223,2019,Monaco,KVY,SOFT-MEDIUM,1,1.0,SOFT,32.0,1.0
224,2019,Monaco,KVY,SOFT-MEDIUM,1,2.0,MEDIUM,46.0,2.0
225,2019,Monaco,ALB,SOFT-MEDIUM,1,1.0,SOFT,40.0,1.0
226,2019,Monaco,ALB,SOFT-MEDIUM,1,2.0,MEDIUM,38.0,2.0
227,2019,Monaco,RIC,SOFT-MEDIUM,1,1.0,SOFT,11.0,1.0
228,2019,Monaco,RIC,SOFT-MEDIUM,1,2.0,MEDIUM,67.0,2.0
229,2019,Monaco,GRO,SOFT-MEDIUM,1,1.0,SOFT,50.0,1.0
230,2019,Monaco,GRO,SOFT-MEDIUM,1,2.0,MEDIUM,28.0,2.0
231,2019,Monaco,NOR,MEDIUM-SOFT,1,1.0,MEDIUM,47.0,1.0
232,2019,Monaco,NOR,MEDIUM-SOFT,1,2.0,SOFT,31.0,2.0
233,2019,Monaco,PER,MEDIUM-HARD,1,1.0,MEDIUM,11.0,1.0
234,2019,Monaco,PER,MEDIUM-HARD,1,2.0,HARD,66.0,2.0
235,2019,Monaco,HUL,MEDIUM-HARD,1,1.0,MEDIUM,9.0,1.0
236,2019,Monaco,HUL,MEDIUM-HARD,1,2.0,HARD,68.0,2.0
237,2019,Monaco,MAG,SOFT-MEDIUM,1,1.0,SOFT,11.0,1.0
238,2019,Monaco,MAG,SOFT-MEDIUM,1,2.0,MEDIUM,66.0,2.0
239,2019,Monaco,RUS,MEDIUM-HARD,1,1.0,MEDIUM,10.0,1.0
240,2019,Monaco,RUS,MEDIUM-HARD,1,2.0,HARD,67.0,2.0
241,2019,Monaco,STR,MEDIUM-HARD,1,1.0,MEDIUM,40.0,1.0
242,2019,Monaco,STR,MEDIUM-HARD,1,2.0,HARD,37.0,2.0
243,2019,Monaco,RAI,SOFT-MEDIUM,1,1.0,SOFT,46.0,1.0
244,2019,Monaco,RAI,SOFT-MEDIUM,1,2.0,MEDIUM,31.0,2.0
245,2019,Monaco,KUB,MEDIUM-HARD,1,1.0,MEDIUM,21.0,1.0
246,2019,Monaco,KUB,MEDIUM-HARD,1,2.0,HARD,56.0,2.0
247,2019,Monaco,GIO,SOFT-MEDIUM,1,1.0,SOFT,44.0,1.0
248,2019,Monaco,GIO,SOFT-MEDIUM,1,2.0,MEDIUM,32.0,2.0
249,2019,Monaco,LEC,MEDIUM-HARD-SOFT,2,1.0,MEDIUM,9.0,1.0
250,2019,Monaco,LEC,MEDIUM-HARD-SOFT,2,2.0,HARD,7.0,2.0
251,2019,Monaco,LEC,MEDIUM-HARD-SOFT,2,3.0,SOFT,1.0,3.0
252,2019,Spain,HAM,SOFT-MEDIUM-SOFT,2,1.0,SOFT,27.0,1.0
253,2019,Spain,HAM,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
254,2019,Spain,HAM,SOFT-MEDIUM-SOFT,2,3.0,SOFT,20.0,3.0
255,2019,Spain,BOT,SOFT-MEDIUM-SOFT,2,1.0,SOFT,26.0,1.0
256,2019,Spain,BOT,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,19.0,2.0
257,2019,Spain,BOT,SOFT-MEDIUM-SOFT,2,3.0,SOFT,21.0,3.0
258,2019,Spain,VER,SOFT-SOFT-MEDIUM,2,1.0,SOFT,20.0,1.0
259,2019,Spain,VER,SOFT-SOFT-MEDIUM,2,2.0,SOFT,23.0,2.0
260,2019,Spain,VER,SOFT-SOFT-MEDIUM,2,3.0,MEDIUM,23.0,3.0
261,2019,Spain,VET,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,19.0,1.0
262,2019,Spain,VET,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,21.0,2.0
263,2019,Spain,VET,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,26.0,3.0
264,2019,Spain,LEC,SOFT-HARD-MEDIUM,2,1.0,SOFT,25.0,1.0
265,2019,Spain,LEC,SOFT-HARD-MEDIUM,2,2.0,HARD,21.0,2.0
266,2019,Spain,LEC,SOFT-HARD-MEDIUM,2,3.0,MEDIUM,20.0,3.0
267,2019,Spain,GAS,SOFT-MEDIUM-SOFT,2,1.0,SOFT,22.0,1.0
268,2019,Spain,GAS,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,24.0,2.0
269,2019,Spain,GAS,SOFT-MEDIUM-SOFT,2,3.0,SOFT,20.0,3.0
270,2019,Spain,MAG,SOFT-MEDIUM-SOFT,2,1.0,SOFT,23.0,1.0
271,2019,Spain,MAG,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,22.0,2.0
272,2019,Spain,MAG,SOFT-MEDIUM-SOFT,2,3.0,SOFT,21.0,3.0
273,2019,Spain,SAI,SOFT-MEDIUM-SOFT,2,1.0,SOFT,24.0,1.0
274,2019,Spain,SAI,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,22.0,2.0
275,2019,Spain,SAI,SOFT-MEDIUM-SOFT,2,3.0,SOFT,20.0,3.0
276,2019,Spain,KVY,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,21.0,1.0
277,2019,Spain,KVY,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,24.0,2.0
278,2019,Spain,KVY,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,21.0,3.0
279,2019,Spain,GRO,SOFT-MEDIUM-SOFT,2,1.0,SOFT,26.0,1.0
280,2019,Spain,GRO,SOFT-MEDIUM-SOFT,2,2.0,MEDIUM,20.0,2.0
281,2019,Spain,GRO,SOFT-MEDIUM-SOFT,2,3.0,SOFT,20.0,3.0
282,2019,Spain,ALB,SOFT-MEDIUM-MEDIUM,2,1.0,SOFT,25.0,1.0
283,2019,Spain,ALB,SOFT-MEDIUM-MEDIUM,2,2.0,MEDIUM,20.0,2.0
284,2019,Spain,ALB,SOFT-MEDIUM-MEDIUM,2,3.0,MEDIUM,21.0,3.0
285,2019,Spain,RIC,SOFT-HARD-MEDIUM,2,1.0,SOFT,24.0,1.0
286,2019,Spain,RIC,SOFT-HARD-MEDIUM,2,2.0,HARD,21.0,2.0
287,2019,Spain,RIC,SOFT-HARD-MEDIUM,2,3.0,MEDIUM,21.0,3.0
288,2019,Spain,HUL,MEDIUM-SOFT,1,1.0,MEDIUM,35.0,1.0
289,2019,Spain,HUL,MEDIUM-SOFT,1,2.0,SOFT,31.0,2.0
