,Driver,Stint,Compound,GP,Year,StintLength
1539,LEC,2.0,MEDIUM,Mexico,2019,27
1540,LEC,2.0,MEDIUM,Mexico,2022,40
1541,LEC,2.0,MEDIUM,Monaco,2023,7
1542,LEC,2.0,MEDIUM,Monza,2022,19
1543,LEC,2.0,MEDIUM,Qatar,2023,9
1544,LEC,2.0,MEDIUM,Singapore,2022,19
1545,LEC,2.0,MEDIUM,Spain,2021,27
1546,LEC,2.0,MEDIUM,Spain,2022,4
1547,LEC,2.0,SOFT,Azerbaijan,2019,8
1548,LEC,2.0,SOFT,Bahrain,2022,14
1549,LEC,2.0,SOFT,Spain,2023,23
1550,LEC,3.0,HARD,Abu Dhabi,2023,22
1551,LEC,3.0,HARD,Austin,2021,23
1552,LEC,3.0,HARD,Austria,2022,27
1553,LEC,3.0,HARD,Bahrain,2020,15
1554,LEC,3.0,HARD,Bahrain,2021,23
1555,LEC,3.0,HARD,Bahrain,2023,5
1556,LEC,3.0,HARD,Great Britain,2019,28
1557,LEC,3.0,HARD,Great Britain,2021,22
1558,LEC,3.0,HARD,Great Britain,2022,22
1559,LEC,3.0,HARD,Hungary,2020,31
1560,LEC,3.0,HARD,Hungary,2022,13
1561,LEC,3.0,HARD,Hungary,2023,26
1562,LEC,3.0,HARD,Japan,2023,18
1563,LEC,3.0,HARD,Mexico,2019,27
1564,LEC,3.0,HARD,Mexico,2023,35
1565,LEC,3.0,HARD,Qatar,2022,27
1566,LEC,3.0,HARD,Qatar,2023,16
1567,LEC,3.0,HARD,Spain,2023,24
1568,LEC,3.0,MEDIUM,Abu Dhabi,2021,16
1569,LEC,3.0,MEDIUM,Austin,2022,20
1570,LEC,3.0,MEDIUM,Austria,2021,32
1571,LEC,3.0,MEDIUM,Austria,2023,30
1572,LEC,3.0,MEDIUM,Bahrain,2019,10
1573,LEC,3.0,MEDIUM,Bahrain,2022,13
1574,LEC,3.0,MEDIUM,Belgium,2020,19
1575,LEC,3.0,MEDIUM,Belgium,2022,15
1576,LEC,3.0,MEDIUM,Brazil,2021,13
1577,LEC,3.0,MEDIUM,China,2019,13
1578,LEC,3.0,MEDIUM,Great Britain,2023,14
1579,LEC,3.0,MEDIUM,Imola,2021,28
1580,LEC,3.0,MEDIUM,Spain,2019,14
1581,LEC,3.0,SOFT,Abu Dhabi,2019,16
1582,LEC,3.0,SOFT,Austin,2019,13
1583,LEC,3.0,SOFT,Azerbaijan,2019,3
1584,LEC,3.0,SOFT,Belgium,2023,15
1585,LEC,3.0,SOFT,Brazil,2019,6
1586,LEC,3.0,SOFT,Brazil,2022,21
1587,LEC,3.0,SOFT,Canada,2020,5
1588,LEC,3.0,SOFT,Imola,2022,2
1589,LEC,3.0,SOFT,Japan,2019,20
1590,LEC,3.0,SOFT,Monza,2022,13
1591,LEC,3.0,SOFT,Netherlands,2023,20
1592,LEC,3.0,SOFT,Spain,2021,6
1593,LEC,4.0,HARD,Austria,2023,23
1594,LEC,4.0,HARD,Bahrain,2020,12
1595,LEC,4.0,HARD,Canada,2020,9
1596,LEC,4.0,HARD,Monaco,2022,30
1597,LEC,4.0,HARD,Saudi Arabia,2021,25
1598,LEC,4.0,MEDIUM,Austria,2020,11
1599,LEC,4.0,MEDIUM,Austria,2022,12
1600,LEC,4.0,MEDIUM,Brazil,2021,22
1601,LEC,4.0,MEDIUM,Qatar,2022,12
1602,LEC,4.0,MEDIUM,Qatar,2023,13
1603,LEC,4.0,SOFT,Azerbaijan,2021,1
1604,LEC,4.0,SOFT,Bahrain,2022,7
1605,LEC,4.0,SOFT,Belgium,2022,1
1606,LEC,4.0,SOFT,Brazil,2022,18
1607,LEC,4.0,SOFT,Hungary,2022,13
1608,LEC,4.0,SOFT,Imola,2022,9
1609,LEC,4.0,SOFT,Japan,2019,5
1610,LEC,5.0,HARD,Brazil,2021,18
1611,LEC,5.0,MEDIUM,Canada,2020,4
1612,LEC,6.0,SOFT,Canada,2020,12
1613,MAG,1.0,HARD,Abu Dhabi,2020,24
1614,MAG,1.0,HARD,Abu Dhabi,2022,24
1615,MAG,1.0,HARD,Austin,2022,14
1616,MAG,1.0,HARD,Australia,2022,22
1617,MAG,1.0,HARD,Canada,2019,2
1618,MAG,1.0,HARD,Canada,2023,24
1619,MAG,1.0,HARD,China,2023,24
1620,MAG,1.0,HARD,Imola,2023,10
1621,MAG,1.0,HARD,Monaco,2023,48
1622,MAG,1.0,HARD,Monza,2023,10
1623,MAG,1.0,HARD,Saudi Arabia,2022,30
1624,MAG,1.0,MEDIUM,Abu Dhabi,2019,14
1625,MAG,1.0,MEDIUM,Abu Dhabi,2023,3
1626,MAG,1.0,MEDIUM,Austin,2023,7
1627,MAG,1.0,MEDIUM,Australia,2023,3
1628,MAG,1.0,MEDIUM,Austria,2020,16
1629,MAG,1.0,MEDIUM,Austria,2022,10
1630,MAG,1.0,MEDIUM,Azerbaijan,2022,7
1631,MAG,1.0,MEDIUM,Azerbaijan,2023,8
1632,MAG,1.0,MEDIUM,Belgium,2020,8
1633,MAG,1.0,MEDIUM,Belgium,2022,4
1634,MAG,1.0,MEDIUM,Canada,2022,5
1635,MAG,1.0,MEDIUM,China,2022,5
1636,MAG,1.0,MEDIUM,Great Britain,2023,30
1637,MAG,1.0,MEDIUM,Hungary,2022,2
1638,MAG,1.0,MEDIUM,Hungary,2023,7
1639,MAG,1.0,MEDIUM,Japan,2019,9
1640,MAG,1.0,MEDIUM,Japan,2023,5
1641,MAG,1.0,MEDIUM,Mexico,2019,20
1642,MAG,1.0,MEDIUM,Mexico,2022,22
1643,MAG,1.0,MEDIUM,Mexico,2023,20
1644,MAG,1.0,MEDIUM,Miami,2022,9
1645,MAG,1.0,MEDIUM,Miami,2023,12
1646,MAG,1.0,MEDIUM,Monza,2022,20
1647,MAG,1.0,MEDIUM,Qatar,2022,10
1648,MAG,1.0,MEDIUM,Saudi Arabia,2023,6
1649,MAG,1.0,MEDIUM,Singapore,2019,7
1650,MAG,1.0,MEDIUM,Singapore,2023,16
1651,MAG,1.0,SOFT,Australia,2019,12
1652,MAG,1.0,SOFT,Austria,2019,1
1653,MAG,1.0,SOFT,Bahrain,2019,6
1654,MAG,1.0,SOFT,Bahrain,2022,8
1655,MAG,1.0,SOFT,Belgium,2019,19
1656,MAG,1.0,SOFT,Belgium,2023,1
1657,MAG,1.0,SOFT,Brazil,2019,15
1658,MAG,1.0,SOFT,Monaco,2019,3
1659,MAG,1.0,SOFT,Monza,2019,15
1660,MAG,1.0,SOFT,Spain,2019,7
1661,MAG,1.0,SOFT,Spain,2023,3
1662,MAG,2.0,HARD,Abu Dhabi,2019,32
1663,MAG,2.0,HARD,Abu Dhabi,2023,15
1664,MAG,2.0,HARD,Austin,2019,16
1665,MAG,2.0,HARD,Austin,2023,18
1666,MAG,2.0,HARD,Azerbaijan,2022,21
1667,MAG,2.0,HARD,Azerbaijan,2023,37
1668,MAG,2.0,HARD,Bahrain,2023,12
1669,MAG,2.0,HARD,Belgium,2020,20
1670,MAG,2.0,HARD,Belgium,2022,14
1671,MAG,2.0,HARD,Canada,2022,50
1672,MAG,2.0,HARD,China,2019,20
1673,MAG,2.0,HARD,China,2022,50
1674,MAG,2.0,HARD,Great Britain,2019,1
1675,MAG,2.0,HARD,Hungary,2020,28
1676,MAG,2.0,HARD,Hungary,2022,24
1677,MAG,2.0,HARD,Hungary,2023,12
1678,MAG,2.0,HARD,Japan,2019,24
1679,MAG,2.0,HARD,Japan,2023,16
1680,MAG,2.0,HARD,Mexico,2019,39
1681,MAG,2.0,HARD,Mexico,2023,7
1682,MAG,2.0,HARD,Miami,2022,26
1683,MAG,2.0,HARD,Miami,2023,42
1684,MAG,2.0,HARD,Monaco,2020,15
1685,MAG,2.0,HARD,Monza,2020,15
1686,MAG,2.0,HARD,Monza,2022,20
1687,MAG,2.0,HARD,Saudi Arabia,2023,36
1688,MAG,2.0,HARD,Singapore,2019,18
1689,MAG,2.0,HARD,Singapore,2023,17
1690,MAG,2.0,MEDIUM,Abu Dhabi,2020,13
1691,MAG,2.0,MEDIUM,Abu Dhabi,2022,28
1692,MAG,2.0,MEDIUM,Austin,2022,31
1693,MAG,2.0,MEDIUM,Australia,2019,43
1694,MAG,2.0,MEDIUM,Australia,2022,17
1695,MAG,2.0,MEDIUM,Azerbaijan,2019,25
1696,MAG,2.0,MEDIUM,Bahrain,2019,22
1697,MAG,2.0,MEDIUM,Belgium,2019,17
1698,MAG,2.0,MEDIUM,Belgium,2023,13
1699,MAG,2.0,MEDIUM,Brazil,2019,23
1700,MAG,2.0,MEDIUM,Canada,2019,14
1701,MAG,2.0,MEDIUM,Canada,2023,15
1702,MAG,2.0,MEDIUM,China,2023,15
1703,MAG,2.0,MEDIUM,Great Britain,2022,18
1704,MAG,2.0,MEDIUM,Imola,2022,38
1705,MAG,2.0,MEDIUM,Imola,2023,19
1706,MAG,2.0,MEDIUM,Monaco,2019,41
1707,MAG,2.0,MEDIUM,Monza,2019,9
1708,MAG,2.0,MEDIUM,Monza,2023,19
1709,MAG,2.0,MEDIUM,Saudi Arabia,2022,10
1710,MAG,2.0,MEDIUM,Spain,2019,19
1711,MAG,2.0,MEDIUM,Spain,2020,1
1712,MAG,2.0,MEDIUM,Spain,2022,13
1713,MAG,2.0,MEDIUM,Spain,2023,10
1714,MAG,2.0,SOFT,Bahrain,2022,18
1715,MAG,2.0,SOFT,Hungary,2019,20
1716,MAG,2.0,SOFT,Mexico,2022,30
1717,MAG,3.0,HARD,Abu Dhabi,2023,34
1718,MAG,3.0,HARD,Australia,2023,40
1719,MAG,3.0,HARD,Austria,2019,43
1720,MAG,3.0,HARD,Austria,2022,43
1721,MAG,3.0,HARD,Austria,2023,3
1722,MAG,3.0,HARD,Bahrain,2020,10
1723,MAG,3.0,HARD,Hungary,2023,22
1724,MAG,3.0,HARD,Japan,2023,19
1725,MAG,3.0,HARD,Qatar,2022,43
1726,MAG,3.0,HARD,Qatar,2023,16
1727,MAG,3.0,HARD,Spain,2022,22
1728,MAG,3.0,HARD,Spain,2023,14
1729,MAG,3.0,MEDIUM,Abu Dhabi,2020,6
1730,MAG,3.0,MEDIUM,Austin,2023,24
1731,MAG,3.0,MEDIUM,Bahrain,2022,9
1732,MAG,3.0,MEDIUM,Belgium,2022,15
1733,MAG,3.0,MEDIUM,Belgium,2023,17
1734,MAG,3.0,MEDIUM,Canada,2023,15
1735,MAG,3.0,MEDIUM,China,2019,21
1736,MAG,3.0,MEDIUM,China,2023,15
1737,MAG,3.0,MEDIUM,Great Britain,2022,24
1738,MAG,3.0,MEDIUM,Hungary,2022,28
1739,MAG,3.0,MEDIUM,Imola,2023,16
1740,MAG,3.0,MEDIUM,Miami,2022,10
1741,MAG,3.0,MEDIUM,Monza,2023,16
1742,MAG,3.0,MEDIUM,Singapore,2022,12
1743,MAG,3.0,SOFT,Austin,2019,10
1744,MAG,3.0,SOFT,Azerbaijan,2019,10
1745,MAG,3.0,SOFT,Bahrain,2019,14
1746,MAG,3.0,SOFT,Bahrain,2023,9
1747,MAG,3.0,SOFT,Belgium,2020,8
1748,MAG,3.0,SOFT,Brazil,2019,5
1749,MAG,3.0,SOFT,Japan,2019,4
1750,MAG,3.0,SOFT,Monza,2019,7
1751,MAG,3.0,SOFT,Monza,2022,1
1752,MAG,3.0,SOFT,Netherlands,2023,17
1753,MAG,3.0,SOFT,Singapore,2019,2
1754,MAG,3.0,SOFT,Singapore,2023,18
1755,MAG,3.0,SOFT,Spain,2019,13
1756,MAG,4.0,HARD,Austria,2023,27
1757,MAG,4.0,HARD,Bahrain,2020,21
1758,MAG,4.0,HARD,Qatar,2023,16
1759,MAG,4.0,MEDIUM,Netherlands,2023,23
1760,MAG,4.0,MEDIUM,Spain,2023,20
1761,MAG,4.0,SOFT,Austria,2019,6
1762,MAG,4.0,SOFT,Bahrain,2022,7
1763,MAG,4.0,SOFT,Bahrain,2023,15
1764,MAG,4.0,SOFT,Hungary,2022,1
1765,MAZ,1.0,MEDIUM,Monza,2021,22
1766,MAZ,1.0,MEDIUM,Saudi Arabia,2021,1
1767,MAZ,1.0,SOFT,Azerbaijan,2021,6
1768,MAZ,2.0,HARD,Austin,2021,4
1769,MAZ,2.0,HARD,Austria,2021,16
1770,MAZ,2.0,HARD,Azerbaijan,2021,18
1771,MAZ,2.0,HARD,Monaco,2021,28
1772,MAZ,2.0,MEDIUM,Great Britain,2021,2
1773,MAZ,2.0,SOFT,Qatar,2021,5
1774,MAZ,3.0,HARD,Great Britain,2021,22
1775,MAZ,3.0,HARD,Monza,2021,8
1776,MAZ,3.0,MEDIUM,Austin,2021,9
1777,MAZ,3.0,MEDIUM,Mexico,2021,9
1778,MAZ,3.0,SOFT,Azerbaijan,2021,8
1779,MAZ,4.0,HARD,Brazil,2021,20
1780,MAZ,4.0,MEDIUM,Austin,2021,12
1781,MAZ,4.0,SOFT,Monza,2021,1
1782,MAZ,5.0,MEDIUM,Imola,2021,12
1783,MAZ,7.0,SOFT,Azerbaijan,2021,1
1784,MSC,1.0,HARD,Austin,2022,13
1785,MSC,1.0,HARD,Azerbaijan,2022,6
1786,MSC,1.0,MEDIUM,Abu Dhabi,2022,12
1787,MSC,1.0,MEDIUM,Austin,2021,5
1788,MSC,1.0,MEDIUM,Australia,2022,2
1789,MSC,1.0,MEDIUM,Austria,2021,2
1790,MSC,1.0,MEDIUM,Austria,2022,10
1791,MSC,1.0,MEDIUM,Belgium,2022,4
1792,MSC,1.0,MEDIUM,Brazil,2022,16
1793,MSC,1.0,MEDIUM,Canada,2022,15
1794,MSC,1.0,MEDIUM,China,2022,15
1795,MSC,1.0,MEDIUM,Hungary,2022,17
1796,MSC,1.0,MEDIUM,Miami,2022,12
1797,MSC,1.0,MEDIUM,Monza,2021,21
1798,MSC,1.0,MEDIUM,Monza,2022,29
1799,MSC,1.0,MEDIUM,Qatar,2022,10
1800,MSC,1.0,MEDIUM,Saudi Arabia,2021,4
1801,MSC,1.0,SOFT,Abu Dhabi,2021,4
1802,MSC,1.0,SOFT,Azerbaijan,2021,5
1803,MSC,1.0,SOFT,Bahrain,2022,3
1804,MSC,1.0,SOFT,Mexico,2022,8
1805,MSC,1.0,SOFT,Monaco,2021,2
1806,MSC,1.0,SOFT,Spain,2022,2
1807,MSC,2.0,HARD,Abu Dhabi,2021,35
1808,MSC,2.0,HARD,Abu Dhabi,2022,19
1809,MSC,2.0,HARD,Austin,2021,18
1810,MSC,2.0,HARD,Australia,2022,33
1811,MSC,2.0,HARD,Austria,2021,28
1812,MSC,2.0,HARD,Azerbaijan,2021,20
1813,MSC,2.0,HARD,Belgium,2022,14
1814,MSC,2.0,HARD,Hungary,2022,16
1815,MSC,2.0,HARD,Miami,2022,31
1816,MSC,2.0,HARD,Monaco,2021,31
1817,MSC,2.0,HARD,Monza,2021,20
1818,MSC,2.0,MEDIUM,Austin,2022,8
1819,MSC,2.0,MEDIUM,Azerbaijan,2022,12
1820,MSC,2.0,MEDIUM,Bahrain,2021,14
1821,MSC,2.0,MEDIUM,Bahrain,2022,19
1822,MSC,2.0,MEDIUM,Great Britain,2021,1
1823,MSC,2.0,MEDIUM,Great Britain,2022,15
1824,MSC,2.0,MEDIUM,Imola,2022,25
1825,MSC,2.0,MEDIUM,Mexico,2022,38
1826,MSC,2.0,MEDIUM,Qatar,2021,16
1827,MSC,2.0,SOFT,Brazil,2022,20
1828,MSC,2.0,SOFT,Monza,2022,12
1829,MSC,2.0,SOFT,Spain,2022,8
1830,MSC,3.0,HARD,Austin,2022,22
1831,MSC,3.0,HARD,Austria,2022,43
1832,MSC,3.0,HARD,Azerbaijan,2022,23
1833,MSC,3.0,HARD,Bahrain,2021,17
1834,MSC,3.0,HARD,Great Britain,2021,20
1835,MSC,3.0,HARD,Great Britain,2022,18
1836,MSC,3.0,HARD,Qatar,2022,43
1837,MSC,3.0,MEDIUM,Abu Dhabi,2022,20
1838,MSC,3.0,MEDIUM,Austin,2021,17
1839,MSC,3.0,MEDIUM,Belgium,2022,12
1840,MSC,3.0,MEDIUM,Hungary,2022,24
1841,MSC,3.0,MEDIUM,Miami,2022,2
1842,MSC,3.0,MEDIUM,Spain,2021,9
1843,MSC,3.0,MEDIUM,Spain,2022,25
1844,MSC,3.0,SOFT,Abu Dhabi,2021,1
1845,MSC,3.0,SOFT,Azerbaijan,2021,8
1846,MSC,3.0,SOFT,Bahrain,2022,15
1847,MSC,3.0,SOFT,Brazil,2022,16
1848,MSC,3.0,SOFT,Imola,2022,9
1849,MSC,3.0,SOFT,Singapore,2022,11
1850,MSC,4.0,HARD,Brazil,2021,3
1851,MSC,4.0,HARD,Hungary,2021,31
1852,MSC,4.0,SOFT,Great Britain,2022,10
1853,MSC,5.0,MEDIUM,Brazil,2021,12
1854,MSC,5.0,MEDIUM,Imola,2021,21
1855,MSC,6.0,MEDIUM,Brazil,2021,7
1856,MSC,7.0,SOFT,Azerbaijan,2021,1
1857,NOR,1.0,HARD,Canada,2022,14
1858,NOR,1.0,HARD,China,2022,14
1859,NOR,1.0,MEDIUM,Abu Dhabi,2022,14
1860,NOR,1.0,MEDIUM,Abu Dhabi,2023,13
1861,NOR,1.0,MEDIUM,Austin,2021,9
1862,NOR,1.0,MEDIUM,Austin,2022,13
1863,NOR,1.0,MEDIUM,Austin,2023,17
1864,NOR,1.0,MEDIUM,Australia,2022,12
1865,NOR,1.0,MEDIUM,Australia,2023,3
1866,NOR,1.0,MEDIUM,Austria,2022,10
1867,NOR,1.0,MEDIUM,Azerbaijan,2022,16
1868,NOR,1.0,MEDIUM,Azerbaijan,2023,7
1869,NOR,1.0,MEDIUM,Belgium,2022,8
1870,NOR,1.0,MEDIUM,Belgium,2023,1
1871,NOR,1.0,MEDIUM,Canada,2023,7
1872,NOR,1.0,MEDIUM,China,2023,7
1873,NOR,1.0,MEDIUM,Great Britain,2023,32
1874,NOR,1.0,MEDIUM,Hungary,2023,15
1875,NOR,1.0,MEDIUM,Imola,2023,20
1876,NOR,1.0,MEDIUM,Japan,2023,11
1877,NOR,1.0,MEDIUM,Mexico,2021,29
1878,NOR,1.0,MEDIUM,Mexico,2022,29
1879,NOR,1.0,MEDIUM,Miami,2022,16
1880,NOR,1.0,MEDIUM,Monaco,2019,20
1881,NOR,1.0,MEDIUM,Monaco,2023,47
1882,NOR,1.0,MEDIUM,Monza,2019,15
1883,NOR,1.0,MEDIUM,Monza,2021,22
1884,NOR,1.0,MEDIUM,Monza,2022,32
1885,NOR,1.0,MEDIUM,Monza,2023,20
1886,NOR,1.0,MEDIUM,Qatar,2022,10
1887,NOR,1.0,MEDIUM,Qatar,2023,4
1888,NOR,1.0,MEDIUM,Saudi Arabia,2022,12
1889,NOR,1.0,MEDIUM,Singapore,2023,18
1890,NOR,1.0,SOFT,Abu Dhabi,2019,6
1891,NOR,1.0,SOFT,Abu Dhabi,2020,9
1892,NOR,1.0,SOFT,Abu Dhabi,2021,15
1893,NOR,1.0,SOFT,Austin,2019,8
1894,NOR,1.0,SOFT,Australia,2019,13
1895,NOR,1.0,SOFT,Austria,2019,23
1896,NOR,1.0,SOFT,Austria,2020,19
1897,NOR,1.0,SOFT,Austria,2021,27
1898,NOR,1.0,SOFT,Azerbaijan,2019,3
1899,NOR,1.0,SOFT,Azerbaijan,2021,5
1900,NOR,1.0,SOFT,Bahrain,2019,7
1901,NOR,1.0,SOFT,Bahrain,2021,6
1902,NOR,1.0,SOFT,Bahrain,2023,2
1903,NOR,1.0,SOFT,Belgium,2019,14
1904,NOR,1.0,SOFT,Belgium,2020,8
1905,NOR,1.0,SOFT,Brazil,2019,22
1906,NOR,1.0,SOFT,Brazil,2022,17
1907,NOR,1.0,SOFT,Canada,2019,2
1908,NOR,1.0,SOFT,Great Britain,2019,12
1909,NOR,1.0,SOFT,Great Britain,2020,3
1910,NOR,1.0,SOFT,Hungary,2022,8
1911,NOR,1.0,SOFT,Japan,2019,2
1912,NOR,1.0,SOFT,Mexico,2019,8
1913,NOR,1.0,SOFT,Mexico,2023,8
1914,NOR,1.0,SOFT,Miami,2023,2
1915,NOR,1.0,SOFT,Monaco,2020,18
1916,NOR,1.0,SOFT,Monaco,2021,27
1917,NOR,1.0,SOFT,Monza,2020,18
1918,NOR,1.0,SOFT,Saudi Arabia,2021,8
1919,NOR,1.0,SOFT,Singapore,2019,10
1920,NOR,1.0,SOFT,Spain,2019,2
1921,NOR,1.0,SOFT,Spain,2022,7
1922,NOR,2.0,HARD,Abu Dhabi,2019,45
1923,NOR,2.0,HARD,Abu Dhabi,2020,42
1924,NOR,2.0,HARD,Abu Dhabi,2021,27
1925,NOR,2.0,HARD,Abu Dhabi,2022,26
1926,NOR,2.0,HARD,Abu Dhabi,2023,18
1927,NOR,2.0,HARD,Austin,2019,21
1928,NOR,2.0,HARD,Austin,2021,18
1929,NOR,2.0,HARD,Austin,2022,11
1930,NOR,2.0,HARD,Austin,2023,16
1931,NOR,2.0,HARD,Australia,2019,39
1932,NOR,2.0,HARD,Australia,2022,30
1933,NOR,2.0,HARD,Australia,2023,41
1934,NOR,2.0,HARD,Austria,2020,20
1935,NOR,2.0,HARD,Austria,2021,38
1936,NOR,2.0,HARD,Azerbaijan,2021,32
1937,NOR,2.0,HARD,Azerbaijan,2022,28
1938,NOR,2.0,HARD,Azerbaijan,2023,37
1939,NOR,2.0,HARD,Bahrain,2022,13
1940,NOR,2.0,HARD,Bahrain,2023,5
1941,NOR,2.0,HARD,Belgium,2020,30
1942,NOR,2.0,HARD,Belgium,2022,14
1943,NOR,2.0,HARD,Belgium,2023,7
1944,NOR,2.0,HARD,Brazil,2019,22
1945,NOR,2.0,HARD,Brazil,2021,2
1946,NOR,2.0,HARD,Canada,2022,21
1947,NOR,2.0,HARD,Canada,2023,17
1948,NOR,2.0,HARD,China,2019,14
1949,NOR,2.0,HARD,China,2022,21
1950,NOR,2.0,HARD,China,2023,17
1951,NOR,2.0,HARD,Great Britain,2020,33
1952,NOR,2.0,HARD,Great Britain,2023,14
1953,NOR,2.0,HARD,Hungary,2019,30
1954,NOR,2.0,HARD,Hungary,2023,25
1955,NOR,2.0,HARD,Imola,2023,28
1956,NOR,2.0,HARD,Japan,2023,18
1957,NOR,2.0,HARD,Mexico,2019,30
1958,NOR,2.0,HARD,Mexico,2021,24
1959,NOR,2.0,HARD,Mexico,2022,35
1960,NOR,2.0,HARD,Mexico,2023,20
1961,NOR,2.0,HARD,Miami,2022,20
1962,NOR,2.0,HARD,Miami,2023,52
1963,NOR,2.0,HARD,Monaco,2021,47
1964,NOR,2.0,HARD,Monza,2019,26
1965,NOR,2.0,HARD,Monza,2021,22
1966,NOR,2.0,HARD,Monza,2023,28
1967,NOR,2.0,HARD,Qatar,2021,20
1968,NOR,2.0,HARD,Saudi Arabia,2022,26
1969,NOR,2.0,HARD,Saudi Arabia,2023,13
1970,NOR,2.0,HARD,Singapore,2019,26
1971,NOR,2.0,HARD,Singapore,2023,37
1972,NOR,2.0,HARD,Spain,2023,12
1973,NOR,2.0,MEDIUM,Austria,2019,44
1974,NOR,2.0,MEDIUM,Austria,2023,10
1975,NOR,2.0,MEDIUM,Azerbaijan,2019,27
1976,NOR,2.0,MEDIUM,Bahrain,2019,22
1977,NOR,2.0,MEDIUM,Bahrain,2020,9
1978,NOR,2.0,MEDIUM,Bahrain,2021,19
1979,NOR,2.0,MEDIUM,Belgium,2019,23
1980,NOR,2.0,MEDIUM,Brazil,2022,19
1981,NOR,2.0,MEDIUM,Great Britain,2019,16
1982,NOR,2.0,MEDIUM,Great Britain,2021,17
1983,NOR,2.0,MEDIUM,Great Britain,2022,31
1984,NOR,2.0,MEDIUM,Hungary,2022,26
1985,NOR,2.0,MEDIUM,Imola,2022,42
1986,NOR,2.0,MEDIUM,Japan,2019,16
1987,NOR,2.0,MEDIUM,Monaco,2020,1
1988,NOR,2.0,MEDIUM,Monza,2020,1
1989,NOR,2.0,MEDIUM,Qatar,2023,12
1990,NOR,2.0,MEDIUM,Singapore,2022,18
1991,NOR,2.0,MEDIUM,Spain,2019,15
1992,NOR,2.0,MEDIUM,Spain,2021,12
1993,NOR,2.0,MEDIUM,Spain,2022,17
1994,NOR,2.0,SOFT,Monaco,2019,30
1995,NOR,2.0,SOFT,Monza,2022,10
1996,NOR,2.0,SOFT,Spain,2020,4
1997,NOR,3.0,HARD,Abu Dhabi,2023,24
1998,NOR,3.0,HARD,Austin,2021,25
1999,NOR,3.0,HARD,Austin,2022,21
2000,NOR,3.0,HARD,Austin,2023,21
2001,NOR,3.0,HARD,Austria,2022,45
2002,NOR,3.0,HARD,Austria,2023,25
2003,NOR,3.0,HARD,Bahrain,2021,22
2004,NOR,3.0,HARD,Canada,2023,34
2005,NOR,3.0,HARD,China,2023,34
2006,NOR,3.0,HARD,Great Britain,2019,16
2007,NOR,3.0,HARD,Great Britain,2021,30
2008,NOR,3.0,HARD,Great Britain,2022,3
2009,NOR,3.0,HARD,Hungary,2020,30
2010,NOR,3.0,HARD,Hungary,2022,23
2011,NOR,3.0,HARD,Japan,2019,26
2012,NOR,3.0,HARD,Japan,2023,16
2013,NOR,3.0,HARD,Qatar,2022,45
2014,NOR,3.0,MEDIUM,Abu Dhabi,2021,4
2015,NOR,3.0,MEDIUM,Abu Dhabi,2022,15
2016,NOR,3.0,MEDIUM,Austin,2019,13
2017,NOR,3.0,MEDIUM,Bahrain,2020,19
2018,NOR,3.0,MEDIUM,Belgium,2022,14
2019,NOR,3.0,MEDIUM,Brazil,2019,7
2020,NOR,3.0,MEDIUM,Canada,2022,21
2021,NOR,3.0,MEDIUM,China,2019,13
2022,NOR,3.0,MEDIUM,China,2022,21
2023,NOR,3.0,MEDIUM,Hungary,2023,25
2024,NOR,3.0,MEDIUM,Monaco,2020,25
2025,NOR,3.0,MEDIUM,Monza,2020,25
2026,NOR,3.0,MEDIUM,Qatar,2021,4
2027,NOR,3.0,MEDIUM,Qatar,2023,16
2028,NOR,3.0,MEDIUM,Saudi Arabia,2023,29
2029,NOR,3.0,MEDIUM,Spain,2020,14
2030,NOR,3.0,MEDIUM,Spain,2023,25
2031,NOR,3.0,SOFT,Azerbaijan,2019,11
2032,NOR,3.0,SOFT,Bahrain,2019,19
2033,NOR,3.0,SOFT,Bahrain,2022,1
2034,NOR,3.0,SOFT,Bahrain,2023,8
2035,NOR,3.0,SOFT,Belgium,2023,26
2036,NOR,3.0,SOFT,Brazil,2022,4
2037,NOR,3.0,SOFT,Brazil,2023,22
2038,NOR,3.0,SOFT,Canada,2020,6
2039,NOR,3.0,SOFT,Imola,2021,28
2040,NOR,3.0,SOFT,Monza,2022,1
2041,NOR,3.0,SOFT,Netherlands,2023,23
2042,NOR,3.0,SOFT,Spain,2021,10
2043,NOR,3.0,SOFT,Spain,2022,16
2044,NOR,4.0,HARD,Austria,2023,29
2045,NOR,4.0,HARD,Bahrain,2020,14
2046,NOR,4.0,HARD,Monaco,2022,15
2047,NOR,4.0,HARD,Qatar,2023,12
2048,NOR,4.0,HARD,Saudi Arabia,2021,24
2049,NOR,4.0,MEDIUM,Austria,2020,11
2050,NOR,4.0,MEDIUM,Bahrain,2023,9
2051,NOR,4.0,MEDIUM,Brazil,2023,30
2052,NOR,4.0,MEDIUM,Canada,2020,12
2053,NOR,4.0,MEDIUM,Mexico,2023,35
2054,NOR,4.0,SOFT,Azerbaijan,2021,1
2055,NOR,4.0,SOFT,Bahrain,2022,9
2056,NOR,4.0,SOFT,China,2019,13
2057,NOR,4.0,SOFT,Great Britain,2022,10
2058,NOR,4.0,SOFT,Netherlands,2023,16
2059,NOR,4.0,SOFT,Spain,2022,14
2060,NOR,4.0,SOFT,Spain,2023,14
2061,NOR,5.0,HARD,Bahrain,2023,8
2062,NOR,5.0,HARD,Brazil,2021,4
