Unnamed: 0,GP,Circuit,PitstopT,Driver,Year,Team
2486,15,Netherlands,18.835,perez,2022,Red Bull Racing
2487,15,Netherlands,20.785,kevin_magnussen,2022,Unknown
2488,15,Netherlands,20.205,stroll,2022,Aston Martin
2489,15,Netherlands,19.741,bottas,2022,Alfa Romeo
2490,15,Netherlands,19.080,leclerc,2022,Ferrari
2491,15,Netherlands,19.303,norris,2022,McLaren
2492,15,Netherlands,19.634,max_verstappen,2022,Unknown
2493,15,Netherlands,19.455,ocon,2022,Alpine
2494,15,Netherlands,19.325,albon,2022,Williams
2495,15,Netherlands,20.733,latifi,2022,Williams
2496,15,Netherlands,19.567,ricciardo,2022,McLaren
2497,15,Netherlands,19.046,hamilton,2022,Mercedes
2498,15,Netherlands,19.359,russell,2022,Mercedes
2499,15,Netherlands,18.700,gasly,2022,AlphaTauri
2500,15,Netherlands,21.814,mick_schumacher,2022,Unknown
2501,15,Netherlands,21.049,bottas,2022,Alfa Romeo
2502,15,Netherlands,23.710,kevin_magnussen,2022,Unknown
2503,15,Netherlands,19.156,vettel,2022,Aston Martin
2504,15,Netherlands,25.433,zhou,2022,Alfa Romeo
2505,15,Netherlands,20.214,stroll,2022,Aston Martin
2506,15,Netherlands,18.738,perez,2022,Red Bull Racing
2507,15,Netherlands,19.293,tsunoda,2022,AlphaTauri
2508,15,Netherlands,19.911,albon,2022,Williams
2509,15,Netherlands,19.493,sainz,2022,Ferrari
2510,15,Netherlands,19.084,leclerc,2022,Ferrari
2511,15,Netherlands,52.684,tsunoda,2022,AlphaTauri
2512,15,Netherlands,21.117,norris,2022,McLaren
2513,15,Netherlands,21.501,alonso,2022,Alpine
2514,15,Netherlands,19.610,max_verstappen,2022,Unknown
2515,15,Netherlands,19.164,hamilton,2022,Mercedes
2516,15,Netherlands,20.742,russell,2022,Mercedes
2517,15,Netherlands,20.283,mick_schumacher,2022,Unknown
2518,15,Netherlands,23.663,kevin_magnussen,2022,Unknown
2519,15,Netherlands,19.718,ricciardo,2022,McLaren
2520,15,Netherlands,18.709,vettel,2022,Aston Martin
2521,15,Netherlands,20.051,latifi,2022,Williams
2522,15,Netherlands,19.655,max_verstappen,2022,Unknown
2523,15,Netherlands,20.508,albon,2022,Williams
2524,15,Netherlands,19.576,leclerc,2022,Ferrari
2525,15,Netherlands,19.250,perez,2022,Red Bull Racing
2526,15,Netherlands,20.188,zhou,2022,Alfa Romeo
2527,15,Netherlands,20.295,ricciardo,2022,McLaren
2528,15,Netherlands,21.602,ocon,2022,Alpine
2529,15,Netherlands,19.141,stroll,2022,Aston Martin
2530,15,Netherlands,18.572,gasly,2022,AlphaTauri
2531,15,Netherlands,14.155,hamilton,2022,Mercedes
2532,15,Netherlands,14.459,latifi,2022,Williams
2533,15,Netherlands,21.363,russell,2022,Mercedes
2534,15,Netherlands,14.113,max_verstappen,2022,Unknown
2535,15,Netherlands,14.114,albon,2022,Williams
2536,15,Netherlands,14.144,mick_schumacher,2022,Unknown
2537,15,Netherlands,14.349,vettel,2022,Aston Martin
2538,15,Netherlands,14.008,leclerc,2022,Ferrari
2539,15,Netherlands,14.175,kevin_magnussen,2022,Unknown
2540,15,Netherlands,14.113,perez,2022,Red Bull Racing
2541,15,Netherlands,14.128,zhou,2022,Alfa Romeo
2542,15,Netherlands,21.164,sainz,2022,Ferrari
2543,15,Netherlands,21.264,norris,2022,McLaren
2544,15,Netherlands,15.762,alonso,2022,Alpine
2545,15,Netherlands,14.493,ricciardo,2022,McLaren
2546,15,Netherlands,14.041,ocon,2022,Alpine
2547,15,Netherlands,14.118,stroll,2022,Aston Martin
2548,16,Monza,23.698,perez,2022,Red Bull Racing
2549,16,Monza,23.531,leclerc,2022,Ferrari
2550,16,Monza,26.782,latifi,2022,Williams
2551,16,Monza,25.376,gasly,2022,AlphaTauri
2552,16,Monza,25.366,zhou,2022,Alfa Romeo
2553,16,Monza,24.254,stroll,2022,Aston Martin
2554,16,Monza,25.164,ricciardo,2022,McLaren
2555,16,Monza,24.628,de_vries,2022,Unknown
2556,16,Monza,24.336,ocon,2022,Alpine
2557,16,Monza,24.009,tsunoda,2022,AlphaTauri
2558,16,Monza,25.075,russell,2022,Mercedes
2559,16,Monza,30.164,kevin_magnussen,2022,Unknown
2560,16,Monza,23.791,max_verstappen,2022,Unknown
2561,16,Monza,23.728,sainz,2022,Ferrari
2562,16,Monza,23.904,leclerc,2022,Ferrari
2563,16,Monza,24.282,hamilton,2022,Mercedes
2564,16,Monza,24.817,mick_schumacher,2022,Unknown
2565,16,Monza,26.714,norris,2022,McLaren
2566,16,Monza,24.758,bottas,2022,Alfa Romeo
2567,16,Monza,23.299,perez,2022,Red Bull Racing
2568,16,Monza,24.114,russell,2022,Mercedes
2569,16,Monza,24.846,kevin_magnussen,2022,Unknown
2570,16,Monza,24.525,sainz,2022,Ferrari
2571,16,Monza,24.784,norris,2022,McLaren
2572,16,Monza,24.091,max_verstappen,2022,Unknown
2573,16,Monza,23.904,tsunoda,2022,AlphaTauri
2574,16,Monza,23.719,leclerc,2022,Ferrari
2575,17,Singapore,39.247,kevin_magnussen,2022,Unknown
2576,17,Singapore,30.378,russell,2022,Mercedes
2577,17,Singapore,29.867,gasly,2022,AlphaTauri
2578,17,Singapore,31.293,tsunoda,2022,AlphaTauri
2579,17,Singapore,32.167,bottas,2022,Alfa Romeo
2580,17,Singapore,32.603,kevin_magnussen,2022,Unknown
2581,17,Singapore,32.058,leclerc,2022,Ferrari
2582,17,Singapore,41.019,hamilton,2022,Mercedes
2583,17,Singapore,29.704,vettel,2022,Aston Martin
2584,17,Singapore,31.201,mick_schumacher,2022,Unknown
2585,17,Singapore,29.550,perez,2022,Red Bull Racing
2586,17,Singapore,30.603,sainz,2022,Ferrari
2587,17,Singapore,29.407,max_verstappen,2022,Unknown
2588,17,Singapore,29.863,stroll,2022,Aston Martin
2589,17,Singapore,29.713,russell,2022,Mercedes
2590,17,Singapore,30.528,norris,2022,McLaren
2591,17,Singapore,30.946,ricciardo,2022,McLaren
2592,17,Singapore,29.775,max_verstappen,2022,Unknown
2593,17,Singapore,34.722,mick_schumacher,2022,Unknown
2594,17,Singapore,33.211,russell,2022,Mercedes
2595,18,Japan,41.319,gasly,2022,AlphaTauri
2596,18,Japan,6:27.399,max_verstappen,2022,Unknown
2597,18,Japan,6:29.973,leclerc,2022,Ferrari
2598,18,Japan,6:32.517,perez,2022,Red Bull Racing
2599,18,Japan,6:33.601,ocon,2022,Alpine
2600,18,Japan,6:36.504,hamilton,2022,Mercedes
2601,18,Japan,6:36.837,alonso,2022,Alpine
2602,18,Japan,6:41.057,russell,2022,Mercedes
2603,18,Japan,6:41.749,ricciardo,2022,McLaren
2604,18,Japan,6:42.478,tsunoda,2022,AlphaTauri
2605,18,Japan,6:40.857,mick_schumacher,2022,Unknown
2606,18,Japan,6:40.463,stroll,2022,Aston Martin
2607,18,Japan,6:42.029,kevin_magnussen,2022,Unknown
2608,18,Japan,6:46.256,norris,2022,McLaren
2609,18,Japan,6:47.553,bottas,2022,Alfa Romeo
2610,18,Japan,6:47.673,latifi,2022,Williams
2611,18,Japan,6:49.647,vettel,2022,Aston Martin
2612,18,Japan,6:50.005,zhou,2022,Alfa Romeo
2613,18,Japan,6:49.011,gasly,2022,AlphaTauri
2614,18,Japan,24.785,latifi,2022,Williams
2615,18,Japan,24.218,vettel,2022,Aston Martin
2616,18,Japan,24.595,norris,2022,McLaren
2617,18,Japan,24.869,bottas,2022,Alfa Romeo
2618,18,Japan,24.308,max_verstappen,2022,Unknown
2619,18,Japan,25.899,leclerc,2022,Ferrari
2620,18,Japan,25.322,perez,2022,Red Bull Racing
2621,18,Japan,25.172,ocon,2022,Alpine
2622,18,Japan,25.059,hamilton,2022,Mercedes
2623,18,Japan,28.728,russell,2022,Mercedes
2624,18,Japan,24.439,tsunoda,2022,AlphaTauri
2625,18,Japan,25.594,kevin_magnussen,2022,Unknown
2626,18,Japan,24.005,stroll,2022,Aston Martin
2627,18,Japan,24.966,gasly,2022,AlphaTauri
2628,18,Japan,24.106,alonso,2022,Alpine
2629,18,Japan,25.377,ricciardo,2022,McLaren
2630,18,Japan,24.563,zhou,2022,Alfa Romeo
2631,18,Japan,24.608,mick_schumacher,2022,Unknown
2632,18,Japan,24.266,zhou,2022,Alfa Romeo
2633,18,Japan,23.870,stroll,2022,Aston Martin
2634,18,Japan,23.966,gasly,2022,AlphaTauri
2635,18,Japan,23.756,tsunoda,2022,AlphaTauri
2636,19,Austin,25.321,latifi,2022,Williams
2637,19,Austin,24.624,albon,2022,Williams
2638,19,Austin,27.326,zhou,2022,Alfa Romeo
2639,19,Austin,25.013,bottas,2022,Alfa Romeo
2640,19,Austin,23.688,tsunoda,2022,AlphaTauri
2641,19,Austin,26.206,ricciardo,2022,McLaren
2642,19,Austin,23.670,gasly,2022,AlphaTauri
2643,19,Austin,24.362,hamilton,2022,Mercedes
2644,19,Austin,23.866,max_verstappen,2022,Unknown
2645,19,Austin,30.038,russell,2022,Mercedes
2646,19,Austin,23.403,perez,2022,Red Bull Racing
2647,19,Austin,24.026,norris,2022,McLaren
2648,19,Austin,25.417,stroll,2022,Aston Martin
2649,19,Austin,24.314,leclerc,2022,Ferrari
2650,19,Austin,24.307,vettel,2022,Aston Martin
2651,19,Austin,23.870,alonso,2022,Alpine
2652,19,Austin,24.816,ocon,2022,Alpine
2653,19,Austin,25.209,mick_schumacher,2022,Unknown
2654,19,Austin,29.039,kevin_magnussen,2022,Unknown
2655,19,Austin,24.311,albon,2022,Williams
2656,19,Austin,24.195,latifi,2022,Williams
2657,19,Austin,39.707,alonso,2022,Alpine
2658,19,Austin,25.015,zhou,2022,Alfa Romeo
2659,19,Austin,28.918,gasly,2022,AlphaTauri
2660,19,Austin,23.241,tsunoda,2022,AlphaTauri
2661,19,Austin,24.651,mick_schumacher,2022,Unknown
2662,19,Austin,24.135,hamilton,2022,Mercedes
2663,19,Austin,23.702,norris,2022,McLaren
2664,19,Austin,32.254,max_verstappen,2022,Unknown
2665,19,Austin,23.755,leclerc,2022,Ferrari
2666,19,Austin,24.436,ricciardo,2022,McLaren
2667,19,Austin,24.509,russell,2022,Mercedes
2668,19,Austin,24.801,perez,2022,Red Bull Racing
2669,19,Austin,38.157,vettel,2022,Aston Martin
2670,19,Austin,24.711,ocon,2022,Alpine
2671,20,Mexico,23.509,stroll,2022,Aston Martin
2672,20,Mexico,24.892,perez,2022,Red Bull Racing
2673,20,Mexico,23.826,latifi,2022,Williams
2674,20,Mexico,23.679,mick_schumacher,2022,Unknown
2675,20,Mexico,22.487,max_verstappen,2022,Unknown
2676,20,Mexico,22.193,leclerc,2022,Ferrari
2677,20,Mexico,23.194,hamilton,2022,Mercedes
2678,20,Mexico,23.469,sainz,2022,Ferrari
2679,20,Mexico,22.468,tsunoda,2022,AlphaTauri
2680,20,Mexico,22.585,norris,2022,McLaren
2681,20,Mexico,22.343,ocon,2022,Alpine
2682,20,Mexico,22.795,russell,2022,Mercedes
2683,20,Mexico,22.534,vettel,2022,Aston Martin
2684,20,Mexico,23.182,albon,2022,Williams
2685,20,Mexico,23.722,kevin_magnussen,2022,Unknown
2686,20,Mexico,23.863,bottas,2022,Alfa Romeo
2687,20,Mexico,23.159,alonso,2022,Alpine
2688,20,Mexico,29.168,gasly,2022,AlphaTauri
2689,20,Mexico,23.119,stroll,2022,Aston Martin
2690,20,Mexico,22.280,ricciardo,2022,McLaren
2691,20,Mexico,24.218,zhou,2022,Alfa Romeo
2692,20,Mexico,24.039,latifi,2022,Williams
2693,21,Brazil,24.361,albon,2022,Williams
2694,21,Brazil,30.942,max_verstappen,2022,Unknown
2695,21,Brazil,30.080,leclerc,2022,Ferrari
2696,21,Brazil,23.478,alonso,2022,Alpine
2697,21,Brazil,24.332,zhou,2022,Alfa Romeo
2698,21,Brazil,25.206,sainz,2022,Ferrari
2699,21,Brazil,23.460,gasly,2022,AlphaTauri
2700,21,Brazil,23.287,tsunoda,2022,AlphaTauri
2701,21,Brazil,28.807,latifi,2022,Williams
2702,21,Brazil,23.172,leclerc,2022,Ferrari
2703,21,Brazil,22.869,perez,2022,Red Bull Racing
2704,21,Brazil,31.682,max_verstappen,2022,Unknown
2705,21,Brazil,23.521,russell,2022,Mercedes
2706,21,Brazil,29.338,norris,2022,McLaren
2707,21,Brazil,23.908,bottas,2022,Alfa Romeo
2708,21,Brazil,23.868,ocon,2022,Alpine
2709,21,Brazil,24.487,mick_schumacher,2022,Unknown
2710,21,Brazil,23.352,albon,2022,Williams
2711,21,Brazil,24.248,vettel,2022,Aston Martin
2712,21,Brazil,24.081,hamilton,2022,Mercedes
2713,21,Brazil,23.469,stroll,2022,Aston Martin
2714,21,Brazil,24.292,latifi,2022,Williams
2715,21,Brazil,28.855,alonso,2022,Alpine
2716,21,Brazil,23.328,gasly,2022,AlphaTauri
2717,21,Brazil,23.483,sainz,2022,Ferrari
2718,21,Brazil,25.111,zhou,2022,Alfa Romeo
2719,21,Brazil,23.645,tsunoda,2022,AlphaTauri
2720,21,Brazil,23.124,leclerc,2022,Ferrari
2721,21,Brazil,24.616,bottas,2022,Alfa Romeo
2722,21,Brazil,24.028,vettel,2022,Aston Martin
2723,21,Brazil,24.669,norris,2022,McLaren
2724,21,Brazil,25.156,mick_schumacher,2022,Unknown
2725,21,Brazil,23.152,perez,2022,Red Bull Racing
2726,21,Brazil,24.445,ocon,2022,Alpine
2727,21,Brazil,23.322,albon,2022,Williams
2728,21,Brazil,23.415,hamilton,2022,Mercedes
2729,21,Brazil,24.102,max_verstappen,2022,Unknown
2730,21,Brazil,23.764,stroll,2022,Aston Martin
2731,21,Brazil,23.480,russell,2022,Mercedes
2732,21,Brazil,23.790,alonso,2022,Alpine
2733,21,Brazil,23.009,gasly,2022,AlphaTauri
2734,21,Brazil,23.816,sainz,2022,Ferrari
2735,21,Brazil,23.640,latifi,2022,Williams
2736,22,Abu Dhabi,21.793,albon,2022,Williams
2737,22,Abu Dhabi,21.814,stroll,2022,Aston Martin
2738,22,Abu Dhabi,21.895,ocon,2022,Alpine
2739,22,Abu Dhabi,21.591,tsunoda,2022,AlphaTauri
2740,22,Abu Dhabi,22.276,mick_schumacher,2022,Unknown
2741,22,Abu Dhabi,21.855,gasly,2022,AlphaTauri
2742,22,Abu Dhabi,21.360,perez,2022,Red Bull Racing
2743,22,Abu Dhabi,24.243,russell,2022,Mercedes
2744,22,Abu Dhabi,22.234,norris,2022,McLaren
2745,22,Abu Dhabi,22.435,zhou,2022,Alfa Romeo
2746,22,Abu Dhabi,22.423,latifi,2022,Williams
2747,22,Abu Dhabi,21.930,sainz,2022,Ferrari
2748,22,Abu Dhabi,21.270,hamilton,2022,Mercedes
2749,22,Abu Dhabi,21.740,alonso,2022,Alpine
2750,22,Abu Dhabi,21.893,ricciardo,2022,McLaren
2751,22,Abu Dhabi,22.735,max_verstappen,2022,Unknown
2752,22,Abu Dhabi,22.210,leclerc,2022,Ferrari
2753,22,Abu Dhabi,23.186,vettel,2022,Aston Martin
2754,22,Abu Dhabi,22.387,kevin_magnussen,2022,Unknown
2755,22,Abu Dhabi,22.573,bottas,2022,Alfa Romeo
2756,22,Abu Dhabi,21.367,perez,2022,Red Bull Racing
2757,22,Abu Dhabi,23.530,mick_schumacher,2022,Unknown
2758,22,Abu Dhabi,21.798,albon,2022,Williams
2759,22,Abu Dhabi,22.262,tsunoda,2022,AlphaTauri
2760,22,Abu Dhabi,21.575,sainz,2022,Ferrari
2761,22,Abu Dhabi,27.931,russell,2022,Mercedes
2762,22,Abu Dhabi,25.174,latifi,2022,Williams
2763,22,Abu Dhabi,21.802,stroll,2022,Aston Martin
2764,22,Abu Dhabi,21.734,ocon,2022,Alpine
2765,22,Abu Dhabi,21.559,norris,2022,McLaren
2766,1,Bahrain,25.885,gasly,2023,Alpine
2767,1,Bahrain,32.766,norris,2023,McLaren
2768,1,Bahrain,25.267,tsunoda,2023,AlphaTauri
2769,1,Bahrain,25.399,bottas,2023,Alfa Romeo
2770,1,Bahrain,25.054,albon,2023,Williams
2771,1,Bahrain,26.075,hulkenberg,2023,Haas F1 Team
2772,1,Bahrain,25.018,de_vries,2023,AlphaTauri
2773,1,Bahrain,24.682,hamilton,2023,Mercedes
2774,1,Bahrain,24.966,ocon,2023,Alpine
2775,1,Bahrain,25.600,sargeant,2023,Williams
2776,1,Bahrain,25.787,zhou,2023,Alfa Romeo
2777,1,Bahrain,24.345,leclerc,2023,Ferrari
2778,1,Bahrain,24.500,sainz,2023,Ferrari
2779,1,Bahrain,27.062,russell,2023,Mercedes
2780,1,Bahrain,24.289,max_verstappen,2023,Unknown
2781,1,Bahrain,25.800,alonso,2023,Aston Martin
2782,1,Bahrain,25.449,stroll,2023,Aston Martin
2783,1,Bahrain,25.439,kevin_magnussen,2023,Unknown
2784,1,Bahrain,41.462,ocon,2023,Alpine
2785,1,Bahrain,24.264,perez,2023,Red Bull Racing
2786,1,Bahrain,33.661,norris,2023,McLaren
2787,1,Bahrain,24.879,gasly,2023,Alpine
2788,1,Bahrain,24.920,albon,2023,Williams
2789,1,Bahrain,24.372,tsunoda,2023,AlphaTauri
2790,1,Bahrain,37.769,hulkenberg,2023,Haas F1 Team
2791,1,Bahrain,25.234,de_vries,2023,AlphaTauri
2792,1,Bahrain,33.467,norris,2023,McLaren
2793,1,Bahrain,25.643,bottas,2023,Alfa Romeo
2794,1,Bahrain,25.344,kevin_magnussen,2023,Unknown
2795,1,Bahrain,24.690,hamilton,2023,Mercedes
2796,1,Bahrain,24.639,stroll,2023,Aston Martin
2797,1,Bahrain,25.670,sargeant,2023,Williams
2798,1,Bahrain,24.227,sainz,2023,Ferrari
2799,1,Bahrain,24.406,russell,2023,Mercedes
2800,1,Bahrain,25.282,zhou,2023,Alfa Romeo
2801,1,Bahrain,44.518,ocon,2023,Alpine
2802,1,Bahrain,24.644,leclerc,2023,Ferrari
2803,1,Bahrain,25.091,perez,2023,Red Bull Racing
2804,1,Bahrain,24.869,alonso,2023,Aston Martin
2805,1,Bahrain,24.910,max_verstappen,2023,Unknown
2806,1,Bahrain,33.236,norris,2023,McLaren
2807,1,Bahrain,24.458,albon,2023,Williams
2808,1,Bahrain,24.736,gasly,2023,Alpine
2809,1,Bahrain,25.818,tsunoda,2023,AlphaTauri
2810,1,Bahrain,25.047,sargeant,2023,Williams
2811,1,Bahrain,25.125,kevin_magnussen,2023,Unknown
2812,1,Bahrain,27.080,hulkenberg,2023,Haas F1 Team
2813,1,Bahrain,30.710,norris,2023,McLaren
2814,1,Bahrain,30.167,zhou,2023,Alfa Romeo
2815,2,Saudi Arabia,31.534,piastri,2023,McLaren
2816,2,Saudi Arabia,29.444,norris,2023,McLaren
2817,2,Saudi Arabia,20.870,kevin_magnussen,2023,Unknown
2818,2,Saudi Arabia,21.505,bottas,2023,Alfa Romeo
2819,2,Saudi Arabia,21.703,zhou,2023,Alfa Romeo
2820,2,Saudi Arabia,21.567,hulkenberg,2023,Haas F1 Team
2821,2,Saudi Arabia,21.150,stroll,2023,Aston Martin
2822,2,Saudi Arabia,20.719,gasly,2023,Alpine
2823,2,Saudi Arabia,20.760,sainz,2023,Ferrari
2824,2,Saudi Arabia,20.026,leclerc,2023,Ferrari
2825,2,Saudi Arabia,20.762,ocon,2023,Alpine
2826,2,Saudi Arabia,21.414,tsunoda,2023,AlphaTauri
2827,2,Saudi Arabia,21.397,albon,2023,Williams
2828,2,Saudi Arabia,21.116,de_vries,2023,AlphaTauri
2829,2,Saudi Arabia,22.191,bottas,2023,Alfa Romeo
2830,2,Saudi Arabia,20.715,perez,2023,Red Bull Racing
2831,2,Saudi Arabia,26.879,alonso,2023,Aston Martin
2832,2,Saudi Arabia,20.828,russell,2023,Mercedes
2833,2,Saudi Arabia,20.824,max_verstappen,2023,Unknown
2834,2,Saudi Arabia,21.102,hamilton,2023,Mercedes
2835,2,Saudi Arabia,21.064,sargeant,2023,Williams
2836,2,Saudi Arabia,21.282,zhou,2023,Alfa Romeo
2837,2,Saudi Arabia,21.352,norris,2023,McLaren
2838,3,Australia,18.056,ocon,2023,Alpine
2839,3,Australia,18.951,zhou,2023,Alfa Romeo
2840,3,Australia,18.382,sargeant,2023,Williams
2841,3,Australia,17.657,perez,2023,Red Bull Racing
2842,3,Australia,21.659,bottas,2023,Alfa Romeo
2843,3,Australia,19.158,sargeant,2023,Williams
2844,3,Australia,17.814,perez,2023,Red Bull Racing
2845,3,Australia,19.146,russell,2023,Mercedes
2846,3,Australia,18.319,sainz,2023,Ferrari
2847,3,Australia,20.789,kevin_magnussen,2023,Unknown
2848,3,Australia,15:25.181,hamilton,2023,Mercedes
2849,3,Australia,15:25.112,max_verstappen,2023,Unknown
2850,3,Australia,15:26.940,alonso,2023,Aston Martin
2851,3,Australia,15:27.222,stroll,2023,Aston Martin
2852,3,Australia,15:26.996,gasly,2023,Alpine
2853,3,Australia,15:26.326,hulkenberg,2023,Haas F1 Team
2854,3,Australia,15:30.824,russell,2023,Mercedes
2855,3,Australia,15:31.820,tsunoda,2023,AlphaTauri
2856,3,Australia,15:34.763,norris,2023,McLaren
2857,3,Australia,15:34.541,piastri,2023,McLaren
2858,3,Australia,15:37.024,sainz,2023,Ferrari
2859,3,Australia,15:37.874,de_vries,2023,AlphaTauri
2860,3,Australia,15:37.929,ocon,2023,Alpine
2861,3,Australia,15:37.512,perez,2023,Red Bull Racing
2862,3,Australia,15:37.849,zhou,2023,Alfa Romeo
2863,3,Australia,15:37.594,bottas,2023,Alfa Romeo
2864,3,Australia,15:38.017,sargeant,2023,Williams
2865,3,Australia,15:40.228,kevin_magnussen,2023,Unknown
2866,3,Australia,19.018,sargeant,2023,Williams
2867,3,Australia,18.080,de_vries,2023,AlphaTauri
2868,3,Australia,19.825,bottas,2023,Alfa Romeo
2869,3,Australia,19.442,piastri,2023,McLaren
2870,3,Australia,21.881,zhou,2023,Alfa Romeo
2871,3,Australia,18.258,tsunoda,2023,AlphaTauri
2872,3,Australia,14:27.756,max_verstappen,2023,Unknown
2873,3,Australia,14:31.670,hamilton,2023,Mercedes
2874,3,Australia,14:34.306,alonso,2023,Aston Martin
2875,3,Australia,12:19.342,bottas,2023,Alfa Romeo
2876,3,Australia,14:34.924,sainz,2023,Ferrari
2877,3,Australia,14:35.210,gasly,2023,Alpine
2878,3,Australia,14:35.053,stroll,2023,Aston Martin
2879,3,Australia,14:36.462,perez,2023,Red Bull Racing
2880,3,Australia,12:12.022,sargeant,2023,Williams
2881,3,Australia,14:41.064,norris,2023,McLaren
2882,3,Australia,14:40.712,hulkenberg,2023,Haas F1 Team
2883,3,Australia,12:06.783,de_vries,2023,AlphaTauri
2884,3,Australia,14:39.804,ocon,2023,Alpine
2885,3,Australia,14:24.653,piastri,2023,McLaren
2886,3,Australia,14:01.565,zhou,2023,Alfa Romeo
2887,3,Australia,14:01.820,tsunoda,2023,AlphaTauri
2888,3,Australia,1:16.634,bottas,2023,Alfa Romeo
2889,3,Australia,1:14.200,sargeant,2023,Williams
2890,3,Australia,1:13.234,de_vries,2023,AlphaTauri
2891,3,Australia,30:56.502,max_verstappen,2023,Unknown
2892,3,Australia,30:59.435,hamilton,2023,Mercedes
2893,3,Australia,31:01.554,sainz,2023,Ferrari
2894,3,Australia,31:09.055,hulkenberg,2023,Haas F1 Team
2895,3,Australia,31:11.209,tsunoda,2023,AlphaTauri
2896,3,Australia,31:04.087,norris,2023,McLaren
2897,3,Australia,31:06.226,piastri,2023,McLaren
2898,3,Australia,31:04.998,zhou,2023,Alfa Romeo
2899,3,Australia,31:07.182,bottas,2023,Alfa Romeo
2900,3,Australia,30:53.568,perez,2023,Red Bull Racing
2901,3,Australia,30:45.073,alonso,2023,Aston Martin
2902,4,Azerbaijan,20.235,gasly,2023,Alpine
2903,4,Azerbaijan,20.967,bottas,2023,Alfa Romeo
2904,4,Azerbaijan,21.103,albon,2023,Williams
2905,4,Azerbaijan,20.497,tsunoda,2023,AlphaTauri
2906,4,Azerbaijan,20.902,piastri,2023,McLaren
2907,4,Azerbaijan,21.015,sargeant,2023,Williams
2908,4,Azerbaijan,20.324,hamilton,2023,Mercedes
2909,4,Azerbaijan,20.346,norris,2023,McLaren
2910,4,Azerbaijan,20.707,max_verstappen,2023,Unknown
2911,4,Azerbaijan,30.951,kevin_magnussen,2023,Unknown
2912,4,Azerbaijan,20.389,perez,2023,Red Bull Racing
2913,4,Azerbaijan,21.126,leclerc,2023,Ferrari
2914,4,Azerbaijan,21.970,sainz,2023,Ferrari
2915,4,Azerbaijan,23.148,alonso,2023,Aston Martin
2916,4,Azerbaijan,20.459,russell,2023,Mercedes
2917,4,Azerbaijan,23.161,stroll,2023,Aston Martin
2918,4,Azerbaijan,22.247,zhou,2023,Alfa Romeo
2919,4,Azerbaijan,22.354,bottas,2023,Alfa Romeo
2920,4,Azerbaijan,21.169,gasly,2023,Alpine
2921,4,Azerbaijan,21.012,bottas,2023,Alfa Romeo
2922,4,Azerbaijan,21.389,russell,2023,Mercedes
2923,4,Azerbaijan,24.748,hulkenberg,2023,Haas F1 Team
2924,5,Miami,48.938,sargeant,2023,Williams
2925,5,Miami,24.090,norris,2023,McLaren
2926,5,Miami,22.205,piastri,2023,McLaren
2927,5,Miami,22.616,kevin_magnussen,2023,Unknown
2928,5,Miami,22.417,gasly,2023,Alpine
2929,5,Miami,23.158,bottas,2023,Alfa Romeo
2930,5,Miami,23.487,de_vries,2023,AlphaTauri
2931,5,Miami,22.335,russell,2023,Mercedes
2932,5,Miami,22.068,leclerc,2023,Ferrari
2933,5,Miami,22.278,sainz,2023,Ferrari
2934,5,Miami,21.884,perez,2023,Red Bull Racing
2935,5,Miami,22.482,albon,2023,Williams
2936,5,Miami,22.631,alonso,2023,Aston Martin
2937,5,Miami,22.796,zhou,2023,Alfa Romeo
2938,5,Miami,23.120,hulkenberg,2023,Haas F1 Team
2939,5,Miami,22.390,tsunoda,2023,AlphaTauri
2940,5,Miami,22.150,hamilton,2023,Mercedes
2941,5,Miami,21.942,ocon,2023,Alpine
2942,5,Miami,22.651,stroll,2023,Aston Martin
2943,6,Monaco,32.494,hulkenberg,2023,Haas F1 Team
2944,6,Monaco,26.141,zhou,2023,Alfa Romeo
2945,6,Monaco,24.887,perez,2023,Red Bull Racing
2946,6,Monaco,24.290,albon,2023,Williams
2947,6,Monaco,24.376,sargeant,2023,Williams
2948,6,Monaco,27.774,sargeant,2023,Williams
2949,6,Monaco,24.594,hamilton,2023,Mercedes
2950,6,Monaco,25.833,ocon,2023,Alpine
2951,6,Monaco,24.252,sainz,2023,Ferrari
2952,6,Monaco,32.749,perez,2023,Red Bull Racing
2953,6,Monaco,24.192,leclerc,2023,Ferrari
2954,6,Monaco,23.902,gasly,2023,Alpine
2955,6,Monaco,24.663,norris,2023,McLaren
2956,6,Monaco,30.395,bottas,2023,Alfa Romeo
2957,6,Monaco,24.656,stroll,2023,Aston Martin
2958,6,Monaco,25.260,zhou,2023,Alfa Romeo
2959,6,Monaco,26.990,albon,2023,Williams
2960,6,Monaco,33.706,tsunoda,2023,AlphaTauri
2961,6,Monaco,25.946,sargeant,2023,Williams
2962,6,Monaco,24.414,alonso,2023,Aston Martin
2963,6,Monaco,24.539,de_vries,2023,AlphaTauri
2964,6,Monaco,30.980,russell,2023,Mercedes
2965,6,Monaco,24.707,ocon,2023,Alpine
2966,6,Monaco,26.685,hamilton,2023,Mercedes
2967,6,Monaco,29.949,gasly,2023,Alpine
2968,6,Monaco,24.217,perez,2023,Red Bull Racing
2969,6,Monaco,24.798,max_verstappen,2023,Unknown
2970,6,Monaco,25.851,piastri,2023,McLaren
2971,6,Monaco,33.428,norris,2023,McLaren
2972,6,Monaco,25.916,alonso,2023,Aston Martin
