LapNumber,GP,Year,TrackStatus,Label
3,Brazil,2023,1,Green flag
4,Brazil,2023,1,Green flag
5,Brazil,2023,1,Green flag
6,Brazil,2023,1,Green flag
7,Brazil,2023,1,Green flag
8,Brazil,2023,1,Green flag
9,Brazil,2023,1,Green flag
10,Brazil,2023,1,Green flag
11,Brazil,2023,1,Green flag
12,Brazil,2023,1,Green flag
13,Brazil,2023,1,Green flag
14,Brazil,2023,1,Green flag
15,Brazil,2023,1,Green flag
16,Brazil,2023,1,Green flag
17,Brazil,2023,1,Green flag
18,Brazil,2023,1,Green flag
19,Brazil,2023,1,Green flag
20,Brazil,2023,1,Green flag
21,Brazil,2023,1,Green flag
22,Brazil,2023,1,Green flag
23,Brazil,2023,1,Green flag
24,Brazil,2023,1,Green flag
25,Brazil,2023,1,Green flag
26,Brazil,2023,1,Green flag
27,Brazil,2023,1,Green flag
28,Brazil,2023,1,Green flag
29,Brazil,2023,1,Green flag
30,Brazil,2023,1,Green flag
31,Brazil,2023,1,Green flag
32,Brazil,2023,1,Green flag
33,Brazil,2023,1,Green flag
34,Brazil,2023,1,Green flag
35,Brazil,2023,1,Green flag
36,Brazil,2023,1,Green flag
37,Brazil,2023,1,Green flag
38,Brazil,2023,1,Green flag
39,Brazil,2023,1,Green flag
40,Brazil,2023,1,Green flag
41,Brazil,2023,1,Green flag
42,Brazil,2023,1,Green flag
43,Brazil,2023,1,Green flag
44,Brazil,2023,1,Green flag
45,Brazil,2023,1,Green flag
46,Brazil,2023,1,Green flag
47,Brazil,2023,1,Green flag
48,Brazil,2023,1,Green flag
49,Brazil,2023,1,Green flag
50,Brazil,2023,1,Green flag
51,Brazil,2023,1,Green flag
52,Brazil,2023,1,Green flag
53,Brazil,2023,1,Green flag
54,Brazil,2023,1,Green flag
55,Brazil,2023,1,Green flag
56,Brazil,2023,1,Green flag
57,Brazil,2023,1,Green flag
58,Brazil,2023,1,Green flag
59,Brazil,2023,1,Green flag
60,Brazil,2023,1,Green flag
61,Brazil,2023,1,Green flag
62,Brazil,2023,1,Green flag
63,Brazil,2023,1,Green flag
64,Brazil,2023,1,Green flag
65,Brazil,2023,1,Green flag
66,Brazil,2023,1,Green flag
67,Brazil,2023,1,Green flag
68,Brazil,2023,1,Green flag
69,Brazil,2023,1,Green flag
70,Brazil,2023,1,Green flag
71,Brazil,2023,1,Green flag
0,Brazil,2023,24,Safety Car
1,Qatar,2023,24,Safety Car
2,Qatar,2023,4,Safety Car
3,Qatar,2023,4,Safety Car
4,Qatar,2023,4,Safety Car
5,Qatar,2023,1,Green flag
6,Qatar,2023,1,Green flag
7,Qatar,2023,1,Green flag
8,Qatar,2023,1,Green flag
9,Qatar,2023,1,Green flag
10,Qatar,2023,1,Green flag
11,Qatar,2023,1,Green flag
12,Qatar,2023,1,Green flag
13,Qatar,2023,1,Green flag
14,Qatar,2023,1,Green flag
15,Qatar,2023,1,Green flag
16,Qatar,2023,1,Green flag
17,Qatar,2023,1,Green flag
18,Qatar,2023,1,Green flag
19,Qatar,2023,1,Green flag
20,Qatar,2023,1,Green flag
21,Qatar,2023,1,Green flag
22,Qatar,2023,1,Green flag
23,Qatar,2023,1,Green flag
24,Qatar,2023,1,Green flag
25,Qatar,2023,1,Green flag
26,Qatar,2023,1,Green flag
27,Qatar,2023,1,Green flag
28,Qatar,2023,1,Green flag
29,Qatar,2023,1,Green flag
30,Qatar,2023,1,Green flag
31,Qatar,2023,1,Green flag
32,Qatar,2023,1,Green flag
33,Qatar,2023,2,Yellow flag
34,Qatar,2023,1,Green flag
35,Qatar,2023,1,Green flag
36,Qatar,2023,1,Green flag
37,Qatar,2023,1,Green flag
38,Qatar,2023,1,Green flag
39,Qatar,2023,1,Green flag
40,Qatar,2023,1,Green flag
41,Qatar,2023,2,Yellow flag
42,Qatar,2023,1,Green flag
43,Qatar,2023,1,Green flag
44,Qatar,2023,1,Green flag
45,Qatar,2023,1,Green flag
46,Qatar,2023,1,Green flag
47,Qatar,2023,1,Green flag
48,Qatar,2023,1,Green flag
49,Qatar,2023,1,Green flag
50,Qatar,2023,1,Green flag
51,Qatar,2023,1,Green flag
52,Qatar,2023,1,Green flag
53,Qatar,2023,1,Green flag
54,Qatar,2023,1,Green flag
55,Qatar,2023,1,Green flag
56,Qatar,2023,1,Green flag
57,Qatar,2023,1,Green flag
0,Qatar,2023,24,Safety Car
1,Abu Dhabi,2023,1,Green flag
2,Abu Dhabi,2023,1,Green flag
3,Abu Dhabi,2023,1,Green flag
4,Abu Dhabi,2023,1,Green flag
5,Abu Dhabi,2023,1,Green flag
6,Abu Dhabi,2023,1,Green flag
7,Abu Dhabi,2023,1,Green flag
8,Abu Dhabi,2023,1,Green flag
9,Abu Dhabi,2023,1,Green flag
10,Abu Dhabi,2023,1,Green flag
11,Abu Dhabi,2023,1,Green flag
12,Abu Dhabi,2023,1,Green flag
13,Abu Dhabi,2023,1,Green flag
14,Abu Dhabi,2023,1,Green flag
15,Abu Dhabi,2023,1,Green flag
16,Abu Dhabi,2023,1,Green flag
17,Abu Dhabi,2023,1,Green flag
18,Abu Dhabi,2023,1,Green flag
19,Abu Dhabi,2023,1,Green flag
20,Abu Dhabi,2023,1,Green flag
21,Abu Dhabi,2023,1,Green flag
22,Abu Dhabi,2023,1,Green flag
23,Abu Dhabi,2023,1,Green flag
24,Abu Dhabi,2023,1,Green flag
25,Abu Dhabi,2023,1,Green flag
26,Abu Dhabi,2023,1,Green flag
27,Abu Dhabi,2023,1,Green flag
28,Abu Dhabi,2023,1,Green flag
29,Abu Dhabi,2023,1,Green flag
30,Abu Dhabi,2023,1,Green flag
31,Abu Dhabi,2023,1,Green flag
32,Abu Dhabi,2023,1,Green flag
33,Abu Dhabi,2023,1,Green flag
34,Abu Dhabi,2023,1,Green flag
35,Abu Dhabi,2023,1,Green flag
36,Abu Dhabi,2023,1,Green flag
37,Abu Dhabi,2023,1,Green flag
38,Abu Dhabi,2023,1,Green flag
39,Abu Dhabi,2023,1,Green flag
40,Abu Dhabi,2023,1,Green flag
41,Abu Dhabi,2023,1,Green flag
42,Abu Dhabi,2023,1,Green flag
43,Abu Dhabi,2023,1,Green flag
44,Abu Dhabi,2023,1,Green flag
45,Abu Dhabi,2023,1,Green flag
46,Abu Dhabi,2023,1,Green flag
47,Abu Dhabi,2023,1,Green flag
48,Abu Dhabi,2023,1,Green flag
49,Abu Dhabi,2023,1,Green flag
50,Abu Dhabi,2023,1,Green flag
51,Abu Dhabi,2023,1,Green flag
52,Abu Dhabi,2023,1,Green flag
53,Abu Dhabi,2023,1,Green flag
54,Abu Dhabi,2023,1,Green flag
55,Abu Dhabi,2023,1,Green flag
56,Abu Dhabi,2023,1,Green flag
57,Abu Dhabi,2023,1,Green flag
58,Abu Dhabi,2023,1,Green flag
1,Monza,2023,1,Green flag
2,Monza,2023,1,Green flag
3,Monza,2023,1,Green flag
4,Monza,2023,1,Green flag
5,Monza,2023,1,Green flag
6,Monza,2023,1,Green flag
7,Monza,2023,1,Green flag
8,Monza,2023,1,Green flag
9,Monza,2023,1,Green flag
10,Monza,2023,1,Green flag
11,Monza,2023,1,Green flag
12,Monza,2023,1,Green flag
13,Monza,2023,1,Green flag
14,Monza,2023,1,Green flag
15,Monza,2023,1,Green flag
16,Monza,2023,1,Green flag
17,Monza,2023,1,Green flag
18,Monza,2023,1,Green flag
19,Monza,2023,1,Green flag
20,Monza,2023,1,Green flag
21,Monza,2023,1,Green flag
22,Monza,2023,1,Green flag
23,Monza,2023,1,Green flag
24,Monza,2023,1,Green flag
25,Monza,2023,1,Green flag
26,Monza,2023,1,Green flag
27,Monza,2023,1,Green flag
28,Monza,2023,1,Green flag
29,Monza,2023,1,Green flag
30,Monza,2023,1,Green flag
31,Monza,2023,1,Green flag
32,Monza,2023,1,Green flag
33,Monza,2023,1,Green flag
34,Monza,2023,1,Green flag
35,Monza,2023,1,Green flag
36,Monza,2023,1,Green flag
37,Monza,2023,1,Green flag
38,Monza,2023,1,Green flag
39,Monza,2023,1,Green flag
40,Monza,2023,1,Green flag
41,Monza,2023,1,Green flag
42,Monza,2023,1,Green flag
43,Monza,2023,1,Green flag
44,Monza,2023,1,Green flag
45,Monza,2023,1,Green flag
46,Monza,2023,1,Green flag
47,Monza,2023,1,Green flag
48,Monza,2023,1,Green flag
49,Monza,2023,1,Green flag
50,Monza,2023,1,Green flag
51,Monza,2023,1,Green flag
52,Monza,2023,,Unknown
0,Monza,2023,1,Green flag
